Symbol;Name;Symbol2;Currency
DBPK;Xtrackers S&P 500 2x Inverse Daily Swap UCITS ETF;DBPK;EUR
X008;Coba ETC -2x Silver Daily Short;X008;EUR
CD8;Amundi ETF MSCI Emu High Dividend UCITS ETF;18M2;EUR
WTDF;WisdomTree Europe Equity UCITS ETF;WTDF;EUR
XDPE;Xtrackers S&P 500 UCITS ETF;XDPE;EUR
AUE51;ETFS 5x Short AUD Long EUR;AUE5;EUR
C063;ComStage ETF STOXX Europe 600 Basic Resources NR UCITS ETF;C063;EUR
C061;ComStage ETF STOXX Europe 600 Automobiles & Parts NR UCITS ETF;C061;EUR
ETDD;BNP Paribas Easy EURO STOXX 50 UCITS ETF;ETDD;EUR
XRSM;Xtrackers Russell Midcap UCITS ETF;XRSM;EUR
C029;ComStage ETF SPI TR UCITS ETF;C029;EUR
TY3S;Boost US Treasuries 10Y 3x Short Daily ETP;TY3S;EUR
EVAE;BNP PARIBAS EASY Equity Value Europe UCITS ETF;VALU;EUR
UEQU;UBS ETFs plc - CMCI ex-Agriculture SF UCITS ETF;UEQU;EUR
MAL;Lyxor MSCI Malaysia UCITS ETF;LMLS;EUR
XMWJ;Boost Enhanced Industrial Metals ETC;XMWJ;EUR
T3KE;HAN-GINS Innovative Technologies UCITS ETF;T3KE;EUR
EJAP;BNP Paribas Easy - MSCI Japan ex Controversial Weapons UCITS ETF;EJAP;EUR
10AI;AMUNDI INDEX MSCI EUROPE UCITS ETF DR;10AI;EUR
EXSH;iShares STOXX Europe Select Dividend 30 UCITS ETF DE;EXSH;EUR
DXSN;Xtrackers ShortDAX Daily Swap UCITS ETF;DXSN;EUR
UEQ3;UBS ETFs plc - CMCI Composite SF UCITS ETF;UEQ3;GBP
MTC;Lyxor EuroMTS 5-7Y Investment Grade DR UCITS ETF;LYXC;EUR
XMWH;Boost Bund 30Y 3x Short Daily ETP;XMWH;EUR
X0C9;Coba ETN -15x SCHATZF Daily Short;X0C9;EUR
XAD2;Xtrackers Physical Silver EUR Hedged ETC;XAD2;EUR
X0DF;Coba ETC -3x Copper Daily Short;X0DF;EUR
UIQC;UBS ETFs plc - HFRX Global Hedge Fund Index SF UCITS ETF;UIQC;EUR
EXV4;iShares STOXX Europe 600 Health Care UCITS ETF DE;EXV4;EUR
XWTS;Xtrackers MSCI World Communication Services UCITS ETF;XWTS;EUR
XDWU;Xtrackers MSCI World Utilities UCITS ETF;XDWU;EUR
WTDB;WisdomTree CBOE S&P 500 PutWrite UCITS ETF;WTDB;EUR
OD7L;ETFS Natural Gas;OD7L;EUR
4RT6;ETFS 2X Daily Long Wti Crude Oil;4RT6;EUR
ETZ;BNP Paribas Easy Stoxx Europe 600 UCITS ETF;ETSZ;EUR
4RUM;ETFS 2X Daily Long Platinum;4RUM;EUR
X00A;Coba ETN 1x DAXF Daily Long;X00A;EUR
X04I;Coba ETN 1x SPXF Daily Long;X04I;EUR
M9SF;Market Access iSTOXX Asia Index UCITS ETF;M9SF;EUR
ENG1;BNP Paribas Easy NMX 30 Infrastructure Global;XU61;EUR
CS5;Amundi ETF MSCI Europe Consumer Staples UCITS ETF;18M5;EUR
BNQS;Collateralized ETC on RICI Enhanced Tin TR Index;BNQS;EUR
OD7T;ETFS Zinc;OD7T;EUR
VFEM;Vanguard FTSE Emerging Markets UCITS ETF;VFEM;EUR
B4NQ;BNP Paribas Copper ETC;B4NQ;EUR
EL4Z;Deka MSCI USA UCITS ETF;EL4Z;EUR
XAIX;Xtrackers Artificial Intelligence & Big Data UCITS ETF;XAIX;EUR
DXSA;Xtrackers Euro Stoxx Quality Dividend UCITS ETF;DXSA;EUR
B4NP;BNP Paribas Aluminium ETC;B4NP;EUR
3BFM;Boost Brent Oil 3x Leverage Daily ETP;3BFM;EUR
XDPD;Xtrackers S&P 500 UCITS ETF;XDPD;EUR
KUW81;HANetf KMEFIC FTSE Kuwait Equity UCITS ETF;KUW8;EUR
DBXU;Xtrackers MSCI USA Swap UCITS ETF;DBXU;EUR
EXXV;iShares Dow Jones Eurozone Sustainability Screened UCITS ETF DE;EXXV;EUR
X0CP;Coba ETC -3x Silver Daily Short;X0CP;EUR
B4N9;Collateralized EUR Hedged RICI Enhanced Lead TR Index ETC;B4N9;EUR
X0B7;Coba ETC -3x WTI Oil Daily Short;X0B7;EUR
CB3;Amundi Index Solutions-Amundi Govt Bond Euromts Broad Investment Grade;CB3G;EUR
ALAT;Amundi Index Solutions-Amundi Msci EM Latin America;AMEL;EUR
X0E5;Coba ETC -1x Gasoil Daily Short Index;X0E5;EUR
X0DE;Coba ETC -2x Copper Daily Short;X0DE;EUR
WTDM;WisdomTree US Quality Dividend Growth UCITS ETF;WTDM;EUR
ISTM;BNP Paribas Easy - iSTOXX MUTB Japan Quality 150;ISTM;EUR
DBX5;Xtrackers MSCI Taiwan UCITS ETF;DBX5;EUR
KLMH;Lyxor Green Bond DR UCITS ETF;KLMH;EUR
DXSC;Xtrackers Stoxx Europe 600 Basic Resources Swap UCITS ETF;DXSC;EUR
BBEU;AMUNDI ETF MSCI EUROPE BUYBACK UCITS ETF;AMEB;EUR
EVOU;BNP PARIBAS EASY Equity Low Vol US UCITS ETF;VLUS;EUR
H4ZS;HSBC MSCI MEXICO CAPPED UCITS ETF;H4ZS;EUR
X04D;Coba ETN -2x SX5EF Daily Short;X04D;EUR
XQUE;Xtrackers USD Emerging Markets Bond Quality Weighted UCITS ETF;XQUE;EUR
X0CR;Coba ETN 5x BUNDF Daily Long;X0CR;EUR
OESA;ETFS Brent 1mth Oil Securities;OESA;EUR
XDWF;Xtrackers MSCI World Financials UCITS ETF;XDWF;EUR
SYBX;SPDR Citi Asia Local Government Bond UCITS ETF;SYBX;EUR
DLB;Lyxor Bund Daily 2x Leveraged UCITS ETF;LYMI;EUR
XCS2;Xtrackers II Australia Government Bond UCITS ETF;XCS2;EUR
H4ZT;HSBC MSCI INDONESIA UCITS ETF;H4ZT;EUR
X004;Coba ETC -2x Gold Daily Short;X004;EUR
X03F;Xtrackers II Eurozone Government Bond UCITS ETF;X03F;EUR
EXXT;iShares NASDAQ-100 UCITS ETF DE;EXXT;EUR
ETB.OLD;EURO STOXX 50 THEAM EASY UCITS ETF;X24F.OLD;EUR
EL48;Deka iBoxx EUR Liquid Germany Covered Diversified UCITS ETF;EL48;EUR
X00F;Coba ETN -2x DAXF Daily Short;X00F;EUR
X0B6;Coba ETC -2x WTI Oil Daily Short;X0B6;EUR
9GAN;ETFS Longer Dated Livestock;9GAN;EUR
DBXY;Xtrackers FTSE 250 UCITS ETF;DBXY;EUR
4RTK;ETFS 1X Daily Short Wheat;4RTK;EUR
X00Z;Coba ETN -4x TECDAXF Daily Short;X00Z;EUR
D3V3;Xtrackers EUR Credit 12.5 Swap UCITS ETF;D3V3;EUR
DBXX;Xtrackers FTSE 100 Income UCITS ETF;DBXX;EUR
DBXR;Xtrackers II Eurozone Government Bond 5-7 UCITS ETF;DBXR;EUR
E129;ComStage ETF S&P SMIT 40 Index TRN UCITS ETF;E129;EUR
SB0;Amundi Short Govt Bond Euromts Broad Inv Grade Daily UCITS ETF;540P;EUR
X04H;Coba ETN -2x DJIAF Daily Short;X04H;EUR
CASH1;L&G E Fund MSCI China A UCITS ETF;CASH;EUR
X0DT;COba ETN -4x NDXF Daily Short;X0DT;EUR
ELFA;Deka EURO STOXX 50 thesaurierend UCITS ETF;ELFA;EUR
ENFX;ETFS G10 vs USD Multi Strategy FX Basket Security;ENFX;EUR
X0DY;Coba ETN 3x HSIF Daily Long;X0DY;EUR
X500;ComStage ETF iBoxx Liquid Sovereigns Diversified Overall TR UCITS ETF;X500;EUR
H4ZJ;HSBC MSCI WORLD UCITS ETF;H4ZJ;EUR
UBUT;UBS Irl ETF plc - Factor MSCI USA Quality UCITS ETF;UBUT;EUR
X022;ComStage S&P MidCap 400 UCITS ETF;X022;EUR
QCEU;Amundi Index Solutions-Amundi Msci Europe Quality Factor;AMEQ;EUR
EL43;Deka MSCI Europe MC UCITS ETF;EL43;EUR
DXSM;Xtrackers DBLCI Commodity Optimum Yield Swap UCITS ETF;DXSM;EUR
REES;Invesco GPR Real Estate Europe UCITS ETF;REES;EUR
LYXL;Lyxor JP MORGAN EUROPE LOW BETA FACTOR UCITS ETF;LYXL;EUR
GWT;Lyxor MSCI EMU Growth DR UCITS ETF;LGWT;EUR
X0DG;Coba ETC -4x Copper Daily Short;X0DG;EUR
00XL;ETFS EUR Daily Hedged Copper;00XL;EUR
X026;ComStage ETF MSCI Europe Small Cap TRN UCITS ETF;X026;EUR
EFQ8;Deka iBoxx EUR Liquid Non-Financials Diversified UCITS ETF;EFQ8;EUR
UEFY;UBS-ETF SBI Foreign AAA-BBB 1-5 UCITS ETF;UEFY;EUR
EXHD;iShares eb.rexx Government Germany 5.5-10.5 UCITS ETF DE;EXHD;EUR
XDDX;Xtrackers DAX Income UCITS ETF;XDDX;EUR
X0BQ;Coba ETC1 x Palladium Daily Long Index;X0BQ;EUR
DXS5;Xtrackers MSCI AC Asia ex Japan Swap UCITS ETF;DXS5;EUR
X005;Coba ETC 1x Silver Daily Long;X005;EUR
XD9E;Xtrackers MSCI USA UCITS ETF;XD9E;EUR
4RTC;ETFS 1X Daily Short Live Cattle;4RTC;EUR
XMLP;L&G US Energy Infrastructure MLP UCITS ETF;XMLP;EUR
D5BK;Xtrackers FTSE Developed Europe Real Estate UCITS ETF;D5BK;EUR
JPNH;Lyxor Japan TOPIX DR UCITS ETF;JPNH;EUR
500;Amundi S&P 500 UCITS ETF;AUM5;EUR
DBX2;Xtrackers MSCI EM Asia Swap UCITS ETF;DBX2;EUR
PR1G;AMUNDI PRIME GLOBAL GOVIES UCITS ETF DR;PR1G;EUR
X0B2;Coba ETC 2x WTI Oil Daily Long;X0B2;EUR
VIXL1;Boost S&P 500 VIX Short-Term Futures 2.25x Leverage Daily ETP;VIXL;EUR
X0CH;Coba ETN -4x SX5EF Daily Short;X0CH;EUR
PR1C;AMUNDI PRIME EURO CORPORATES UCITS ETF DR;PR1C;EUR
UBU7;UBS Irl ETF plc - MSCI World UCITS ETF;UBU7;EUR
LYT3;Lyxor J.P. Morgan Multi-Factor World Index UCITS ETF;LYT3;EUR
C003;ComStage ETF DivDAX TR UCITS ETF;C003;EUR
TELEW;Lyxor MSCI World Communication Services TR UCITS ETF;LYPI;EUR
CM9;Amundi ETF MSCI World Ex Emu UCITS ETF;18MP;EUR
XB4N;Xtrackers II EUR Corporate Bond ex Financials UCITS ETF;XB4N;EUR
EXX7;iShares Nikkei 225 UCITS ETF DE;EXX7;EUR
ANRJ;Amundi ETF MSCI Europe Energy UCITS ETF;AMEE;EUR
X00K;Coba ETN 3x MDAXF Daily Long;X00K;EUR
X0CL;Coba ETC -4x Gold Daily Short;X0CL;EUR
DXS7;Xtrackers FTSE Vietnam Swap UCITS ETF;DXS7;EUR
GZUR;ETFS Physical Swiss Gold;GZUR;EUR
C023;ComStage ETF HSCEI UCITS ETF;C023;EUR
EXI3;iShares Dow Jones Industrial Average UCITS ETF DE;EXI3;EUR
EXW3;iShares STOXX Europe 50 DE;EXW3;EUR
EUFM;UBS ETF - MSCI EMU Select Factor Mix UCITS ETF;UIQN;EUR
XYPD;Xtrackers II iBoxx Eurozone Government Bond Yield Plus UCITS ETF;XYPD;EUR
FUSU;Fidelity US Quality Income UCITS ETF;FUSU;EUR
DXSP;Xtrackers Euro Stoxx 50 Short Daily Swap UCITS ETF;DXSP;EUR
W311;HAN-GINS Indxx Healthcare Innovation UCITS ETF;W311;EUR
WTIM;WisdomTree Eurozone Quality Dividend Growth UCITS ETF;WTIM;EUR
AEJ;Lyxor Msci AC Asia Pacific EX Japan UCITS ETF;LASP;EUR
X016;ComStage MSCI EM Eastern Europe ex-Russia TRN UCITS ETF;X016;EUR
DBX8;Xtrackers MSCI Korea UCITS ETF;DBX8;EUR
M9SQ;Market Access iSTOXX MUTB Japan Quality 150 Index UCITS ETF;M9SQ;EUR
DBXP;Xtrackers II Eurozone Government Bond 1-3 UCITS ETF;DBXP;EUR
BNK;Lyxor STOXX Europe 600 Banks UCITS ETF;LBNK;EUR
BNQG;Collateralized ETC on RICI Enhanced Gasoline TR Index;BNQG;EUR
XDWT;Xtrackers MSCI World Information Technology UCITS ETF;XDWT;EUR
EXSE;iShares STOXX Europe Small 200 UCITS ETF DE;EXSE;EUR
AFS;Lyxor MSCI South Africa UCITS ETF;LSAF;EUR
SRIC;BNP Paribas Easy EUR Corp Bond SRI Fossil Free UCITS ETF;ASRI;EUR
ELF0;Deka DAX ex Financials 30 UCITS ETF;ELF0;EUR
X0CM;Coba ETC 3x Silver Daily Long;X0CM;EUR
DNRA;AMUNDI INDEX MSCI NORTH AMERICA UCITS ETF DR;DNRA;EUR
XDWD;Xtrackers MSCI World UCITS ETF;XDWD;EUR
WTEE;WisdomTree Europe Equity Income UCITS ETF;WTEE;EUR
UBU5;UBS Irl ETF plc - MSCI USA Value UCITS ETF;UBU5;EUR
DXSL;Xtrackers Stoxx Europe 600 Industrial Goods Swap UCITS ETF;DXSL;EUR
CSW;Amundi Msci Switzerland;540J;EUR
EEE;BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS ETF;IM2A;EUR
X025;ComStage ETF MSCI Europe Mid Cap TRN UCITS ETF;X025;EUR
C011;ComStage ETF Nasdaq-100 UCITS ETF;C011;EUR
DBPG;Xtrackers S&P 500 2x Leveraged Daily Swap UCITS ETF;DBPG;EUR
X0BC;Coba ETC 4x Cocoa Daily Long;X0BC;EUR
X00G;Coba ETN -3x DAXF Daily Short;X00G;EUR
ENAM;BNP Paribas Easy - MSCI North America EX Controversial Weapons UCITS ETF;ENOA;EUR
TNOW;Lyxor MSCI World Information Technology TR UCITS ETF;LYPG;EUR
X017;ComStage ETF MSCI Japan TRN UCITS ETF;X017;EUR
EL4M;Deka iBoxx EUR Liquid SOV DIV 3-5 UCITS ETF;EL4M;EUR
C40;Amundi Cac 40 UCITS ETF DR;GC40;EUR
EXSI;iShares EURO STOXX UCITS ETF DE;EXSI;EUR
X00M;Coba ETN -1x MDAXF Daily Short;X00M;EUR
CL2;Amundi ETF Leveraged MSCI Usa Daily UCITS ETF;18MF;EUR
B4NR;BNP Paribas Nickel Futures ETC;B4NR;EUR
UIM6;UBS ETF MSCI USA UCITS ETF;UIM6;EUR
XDWY;Xtrackers MSCI World High Dividend Yield UCITS ETF;XDWY;EUR
LCUW;Lyxor Core MSCI World DR UCITS ETF;LCUW;EUR
UIMI;UBS ETF-MSCI Emerging Markets UCITS ETF;UIMI;EUR
BNQE;Collateralized ETC on RICI Enhanced Natural Gas Crude Oil TR Index;BNQE;EUR
EHEN;ETFS EUR Daily Hedged Energy;EHEN;EUR
XBJP;ETFS Long USD Short EUR;XBJP;EUR
EL4I;Deka MSCI USA LC UCITS ETF;EL4I;EUR
UIM2;UBS ETF-Factor MSCI EMU Quality UCITS ETF;UIM2;EUR
UIMC;UBS ETF - Bloomberg Barclays MSCI Euro Area Liquid Corporates Sustainable UCITS;UIMC;EUR
CEC;Lyxor MSCI Eastern Europe EX Russia UCITS ETF;LEER;EUR
X0C7;Coba ETC -1x Natural Gas Daily Short;X0C7;EUR
XBJE;ETFS Long CNY Short USD;XBJE;EUR
C101;ComStage ETF Commerzbank FED Funds Effective Rate TR UCITS ETF;C101;EUR
C024;ComStage FTSE China A50 UCITS ETF;C024;EUR
X0DL;Coba ETN 3x SPXF Daily Long;X0DL;EUR
AWSRIE;UBS Irl ETF plc - MSCI ACWI Socially Responsible UCITS ETF;AW1R;EUR
PCFG;Boost Silver 3x Short Daily ETP;PCFG;EUR
O1LS;Boost WTI Oil 3x Short Daily ETP;O1LS;EUR
DBXH;Xtrackers II Global Inflation-Linked Bond UCITS ETF;DBXH;EUR
UTIW;Lyxor MSCI World Utilities TR UCITS ETF;LYPQ;EUR
DBXD;Xtrackers DAX UCITS ETF;DBXD;EUR
WOMV;Ossiam ETF World MINIMUM VARIANCE;OSXA;EUR
EL45;Deka MSCI Japan MC UCITS ETF;EL45;EUR
SJPS;ETFS Long JPY Short EUR;SJPS;EUR
DXSU;Xtrackers II USD Emerging Markets Bond UCITS ETF;DXSU;EUR
VZLE;ETFS Physical PM Basket;VZLE;EUR
EL44;Deka MSCI Japan UCITS ETF;EL44;EUR
MTF1;Lyxor EuroMTS 15+Y Investment Grade DR UCITS ETF;LYXF;EUR
XDJE;Xtrackers Nikkei 225 UCITS ETF;XDJE;EUR
C050;ComStage ETF EURO STOXX 50 NR UCITS ETF;C050;EUR
OD7J;ETFS Lean Hogs;OD7J;EUR
RS2K;Amundi Index Solutions-Amundi Russell 2000;RS2K;EUR
XGVD;Xtrackers II Global Government Bond UCITS ETF;XGVD;EUR
XD9U;Xtrackers MSCI USA UCITS ETF;XD9U;EUR
UEFD;UBS ETF MSCI EMU Small Cap UCI;UEFD;EUR
ETLR;L&G Japan Equity UCITS ETF;ETLR;EUR
SBU3;Boost Bund 10Y 3x Short Daily ETP;SBU3;EUR
WTDZ;Wisdomtree India Quality UCITS ETF;WTDZ;EUR
EL4B;Deka EURO STOXX 50 UCITS ETF;EL4B;EUR
XDN0;Xtrackers MSCI Nordic UCITS ETF;XDN0;EUR
XCS3;Xtrackers MSCI Malaysia UCITS ETF;XCS3;EUR
X040;Coba ETN 4x HSCEIF Daily Long;X040;EUR
EXH1;iShares STOXX Europe 600 Oil & Gas UCITS ETF DE;EXH1;EUR
EMXC;Lyxor MSCI Emerging Markets Ex China UCITS ETF;EMXC;EUR
UIQM;UBS Irl ETF PLC - MSCI World Select Factor Mix UCITS ETF;UIQM;EUR
4RUD;ETFS 2X Daily Long Nickel;4RUD;EUR
FGEU;Fidelity Global Quality Income UCITS ETF;FGEU;EUR
M9SB;Market Access RICI Agriculture Index UCITS ETF;M9SB;EUR
X0CY;Coba ETN 10x SCHATZF Daily Long;X0CY;EUR
INFU;Lyxor USD 10Y Inflation Expectations UCITS ETF;UINF;EUR
C025;ComStage MSCI Japan 100% Daily Hedge Euro UCITS ETF;C025;EUR
EXV5;iShares STOXX Europe 600 Automobiles & Parts UCITS ETF DE;EXV5;EUR
X018;ComStage Dow Jones Russia GDR TRN UCITS ETF;X018;EUR
XAD3;Xtrackers Physical Platinum EUR Hedged ETC;XAD3;EUR
8PSG;Invesco Physical Gold ETC;8PSG;EUR
LCUS;Lyxor Core Morningstar US DR UCITS ETF;LCUS;EUR
C052;ComStage ETF EURO STOXX 50 Daily Short GR UCITS ETF;C052;EUR
0LJE;Boost Gold ETC;0LJE;EUR
EXI2;iShares Dow Jones Global Titans 50 UCITS DE;EXI2;EUR
JPEUBH;UBS ETF - MSCI Japan hedged to EUR UCITS ETF;UEF2;EUR
WTDI;WisdomTree AT1 CoCo Bond UCITS ETF;WTDI;EUR
LNOE;ETFS Long NOK Short EUR;LNOE;EUR
0LJD;Boost Brent Oil ETC;0LJD;EUR
X0BD;Coba ETC -1x Cocoa Daily Short;X0BD;EUR
MA35;Lyxor EUROMTS Highest Rated Macro-Weighted Govt Bond 3-5Y DR UCITS ETF;LYS5;EUR
X04Q;Coba ETN -2x NDXF Daily Short;X04Q;EUR
BNQQ;Collateralized ETC on RICI Enhanced Nickel TR Index;BNQQ;EUR
D5BL;Xtrackers MSCI Europe Value UCITS ETF;D5BL;EUR
DX2G;Xtrackers CAC 40 UCITS ETF;DX2G;EUR
E571;ComStage CBK 10Y US-Treasury Future Short TR UCITS ETF;E571;EUR
E127;ComStage ETF MSCI Emerging Markets TRN UCITS ETF;E127;EUR
5CH6;ETFS 5x Short USD Long EUR;5CH6;EUR
BNQC;Collateralized ETC on RICI Enhanced BRENT Crude Oil TR Index;BNQC;EUR
C071;ComStage ETF STOXX Europe 600 Media NR UCITS ETF;C071;EUR
WTEC;WisdomTree US SmallCap Dividend UCITS ETF;WTEC;EUR
4RT2;ETFS 2X Daily Long Coffee;4RT2;EUR
X019;ComStage ETF MSCI Taiwan TRN UCITS ETF;X019;EUR
H4ZB;HSBC FTSE 100 UCITS ETF;H4ZB;EUR
EXH8;iShares STOXX Europe 600 Retail UCITS ETF DE;EXH8;EUR
X002;Coba ETC 2x Gold Daily Long;X002;EUR
CD6;Amundi ETF MSCI Europe Consumer Discretionary UCITS ETF;18M4;EUR
X00P;Coba ETN -3x MDAXF Daily Short;X00P;EUR
XY1D;Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF;XY1D;EUR
XB4F;Xtrackers II ESG EUR Corporate Bond UCITS ETF;XB4F;EUR
9GAJ;ETFS Longer Dated Ex-Energy;9GAJ;EUR
WTD9;WisdomTree US Equity Income UCITS ETF;WTD9;EUR
BNQB;Collateralized ETC on BNP Paribas RICI Enhanced WTI TR Index;BNQB;EUR
RQFI;Xtrackers Harvest CSI300 UCITS ETF;RQFI;EUR
JPHE;Amundi Index Solutions-Amundi Jpx-Nikkei 400;JP4H;EUR
X0D6;Coba ETC 4x Natural Gas Daily Long;X0D6;EUR
DXS3;Xtrackers S&P 500 Inverse Daily Swap UCITS ETF;DXS3;EUR
ENERW;Lyxor MSCI World Energy TR UCITS ETF;LYPC;EUR
PCFD;Boost EURO STOXX 50 3x Leverage Daily ETP;PCFD;EUR
SEUB;ETFS Bearish EUR vs G10 Currency Basket Securities;SEUB;EUR
3QSS;Boost NASDAQ 100 3x Short Daily ETP;3QSS;EUR
LTM;Lyxor MSCI EM Latin America UCITS ETF;LLAM;EUR
D5BG;Xtrackers II EUR Corporate Bond UCITS ETF;D5BG;EUR
FRC4;UBS ETF - Bloomberg Barclays Euro Inflation Linked 10+ UCITS ETF;FRC4;EUR
00XK;ETFS EUR Daily Hedged All Commodities;00XK;EUR
BXX;Lyxor EURO STOXX 50 Daily -2x Inverse UCITS ETF;LSK8;EUR
BNQT;Collateralized ETC on RICI Enhanced Lead TR Index;BNQT;EUR
MFE;Lyxor Core MSCI EMU DR UCITS ETF;LMVF;EUR
BNQP;Collateralized ETC on RICI Enhanced COPPER TR Index;BNQP;EUR
DXSF;Xtrackers Stoxx Europe 600 Banks Swap UCITS ETF;DXSF;EUR
C022;ComStage ETF HSI UCITS ETF;C022;EUR
XDGE;Xtrackers USD Corporate Bond UCITS ETF;XDGE;EUR
5X61;ComStage ETF Commerzbank Bund-Future Leveraged TR UCITS ETF;5X61;EUR
D5BB;Xtrackers II Germany Government Bond UCITS ETF;D5BB;EUR
EVUS;BNP Paribas Easy Equity Value US UCITS ETF;EVUS;EUR
DXST;Xtrackers II iTraxx Crossover Short Daily Swap UCITS ETF;DXST;EUR
XCS6;Xtrackers MSCI China UCITS ETF;XCS6;EUR
XMK9;Xtrackers MSCI Japan UCITS ETF;XMK9;EUR
XBAE;Xtrackers II Global Aggregate Bond Swap UCITS ETF;XBAE;EUR
EXV7;iShares STOXX Europe 600 Chemicals UCITS ETF DE;EXV7;EUR
WTDX;WisdomTree Japan Equity UCITS ETF;WTDX;EUR
4RT4;ETFS 2X Daily Long Corn;4RT4;EUR
JPE51;ETFS 5x Short JPY Long EUR;JPE5;EUR
DX22;Xtrackers II EUR Overnight Rate Swap UCITS ETF;DX22;EUR
SGQI;Lyxor SG Global Quality Income NTR UCITS ETF;LGQI;EUR
4RTS;ETFS 2X Daily Long All Commodities;4RTS;EUR
UQLTE;UBS Irl ETF plc - Factor MSCI USA Quality UCITS ETF;UBUX;EUR
BCFU;UBS ETFs PLC - Bloomberg Commodity CMCI SF UCITS ETF;BCFU;USD
H41J;HSBC Multi Factor Worldwide Equity UCITS ETF;H41J;EUR
X0DP;Coba ETN -4x SPXF Daily Short;X0DP;EUR
00XQ;ETFS EUR Daily Hedged Precious Metals;00XQ;EUR
X0DR;Coba ETN 4x NDXF Daily Long;X0DR;EUR
EPRE;Amundi Ftse Epra Europe Real Estate UCITS ETF;REAL;EUR
EL4N;Deka iBoxx EUR Liquid SOV DIV 5-7 UCITS ETF;EL4N;EUR
ELLH;Lyxor Global Gender Equality DR UCITS ETF;ELLH;EUR
E043;ComStage LevDAX x2 UCITS ETF;E043;EUR
E950;ComStage 1 EURO STOXX 50 UCITS ETF;E950;EUR
X00N;Coba ETN -2x MDAXF Daily Short;X00N;EUR
X502;ComStage ETF iBoxx Liquid Sovereigns Diversified 1-3 TR UCITS ETF;X502;EUR
FUSD;Fidelity US Quality Income UCITS ETF;FUSD;EUR
X0C2;Coba ETC 2x Brent Oil Daily Long;X0C2;EUR
YIEL;Lyxor BofAML EUR High Yield Ex-Financial Bond UCITS ETF;LYQY;EUR
XBAG;Xtrackers II Global Aggregate Bond Swap UCITS ETF;XBAG;EUR
S5SD;UBS Irl ETF plc - S&P 500 ESG UCITS ETF;S5SD;EUR
C53;Amundi ETF Govt Bond Euromts Broad Investment Grade 5-7 UCITS ETF;18MZ;EUR
XBJD;ETFS Long SEK Short EUR;XBJD;EUR
OSXM;OSSIAM GLOBAL MULTI-ASSET RISK-CONTROL UCITS ETF;OSXM;EUR
XZMU;Xtrackers ESG MSCI USA UCITS ETF;XZMU;EUR
FINSW;Lyxor MSCI World Financials TR UCITS ETF;LYPD;EUR
XCS4;Xtrackers MSCI Thailand UCITS ETF;XCS4;EUR
H4ZE;HSBC MSCI EUROPE UCITS ETF;H4ZE;EUR
X00W;Coba ETN -2x TECDAXF Daily Short;X00W;EUR
XCTH;Xtrackers Energy Optimum Yield EUR Hedged ETC;XCTH;EUR
XDEW;Xtrackers S&P 500 Equal Weight UCITS ETF;XDEW;EUR
ANX;Amundi Nasdaq-100 ETF;6AQQ;EUR
ELF1;Deka MDAX UCITS ETF;ELF1;EUR
DXSV;Xtrackers II Eurozone Government Bond Short Daily Swap UCITS ETF;DXSV;EUR
XCTL;Xtrackers Brent Crude Oil Optimum Yield ETC EUR;XCTL;EUR
CIN;Amundi ETF MSCI Europe Industrials UCITS ETF;18M8;EUR
MDA;Lyxor STOXX Europe 600 Media UCITS ETF;LMDA;EUR
EXH2;iShares STOXX Europe 600 Financial Services UCITS ETF DE;EXH2;EUR
WTD8;WisdomTree Emerging Markets Equity Income UCITS ETF;WTD8;EUR
8520;ComStage ETF iBoxx Sovereigns Germany Capped 3m-2 TR UCITS ETF;8520;EUR
X04M;Coba ETN 1x NDXF Daily Long;X04M;EUR
X04X;Coba ETN -1x HSIF Daily Short;X04X;EUR
UIM5;UBS ETF-MSCI Japan UCITS ETF;UIM5;EUR
LYXV;Lyxor JP MORGAN EUROPE VALUE FACTOR UCITS ETF;LYXV;EUR
EL4Y;Deka STOXX Europe 50 UCITS ETF;EL4Y;EUR
SEAA;UBS ETF - J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF;SEAA;EUR
S5SG;UBS Irl ETF plc - S&P 500 ESG UCITS ETF;S5SG;EUR
C090;ComStage ETF Commerzbank Commodity ex-Agriculture EW Index TR UCITS ETF;C090;EUR
X0D4;Coba ETC -4x Brent Oil Daily Short;X0D4;EUR
DBX4;Xtrackers MSCI EM Europe, Middle East & Africa Swap UCITS ETF;DBX4;EUR
DXS6;Xtrackers MSCI Pacific ex Japan UCITS ETF;DXS6;EUR
X015;ComStage ETF MSCI Pacific ex Japan TRN UCITS ETF;X015;EUR
EUSRI;Amundi Index MSCI Europe SRI UCITS ETF DR;MIVB;EUR
EL49;Deka iBoxx EUR Liquid Corporates Diversified UCITS ETF;EL49;EUR
MEU;Lyxor MSCI Europe DR UCITS ETF;LYY5;EUR
LYQS;Lyxor IBOXX $ Liquid Emerging Markets Sovereigns UCITS ETF;LYQS;EUR
UCRP;Amundi Index US Corp SRI UCITS ETF DR;UCRP;EUR
C070;ComStage ETF STOXX Europe 600 Insurance NR UCITS ETF;C070;EUR
E901;ComStage 1 Dax UCITS ETF;E901;EUR
