Symbol;Name;Symbol2;Currency
ELFB;Deka Oekom Euro Nachhaltigkeit UCITS ETF;ELFB;EUR
EL4R;Deka DB EUROGOV Germany UCITS ETF;EL4R;EUR
EL4E;Deka STOXX Europe Strong Style Composite 40 UCITS ETF;EL4E;EUR
ESE;BNP Paribas Easy S&P 500 UCITS ETF;ESEE;EUR
XDW0;Xtrackers MSCI World Energy UCITS ETF;XDW0;EUR
C007;ComStage MDAX TR UCITS ETF;C007;EUR
EXW1;iShares Core EURO STOXX 50 UCITS ETF DE;EXW1;EUR
H410;HSBC MSCI EMERGING MARKETS UCITS ETF;H410;EUR
C068;ComStage ETF STOXX Europe 600 Health Care NR UCITS ETF;C068;EUR
THA;Lyxor MSCI Thailand UCITS ETF;LYXT;EUR
DBX0;Xtrackers Portfolio UCITS ETF;DBX0;EUR
EXS3;iShares MDAX UCITS ETF DE;EXS3;EUR
X0CD;Coba ETN -2x HSCEIF Daily Short;X0CD;EUR
GG9B;Gold Bullion Securities Ltd;GG9B;EUR
HLT;Lyxor STOXX Europe 600 Healthcare UCITS ETF;LHTC;EUR
X0C3;Coba ETC -1x Brent Oil Daily Short;X0C3;EUR
DBXT;Xtrackers II EUR Overnight Rate Swap UCITS ETF;DBXT;EUR
X0DJ;Coba ETN -3x DJIAF Daily Short;X0DJ;EUR
XQUA;Xtrackers USD Emerging Markets Bond Quality Weighted UCITS ETF;XQUA;EUR
5XYE;HAN-GINS Cloud Technology UCITS ETF;5XYE;EUR
C004;ComStage ETF ShortDAX TR UCITS ETF;C004;EUR
PR1R;AMUNDI PRIME EURO GOVIES UCITS ETF DR;PR1R;EUR
DBXN;Xtrackers II Eurozone Government Bond UCITS ETF;DBXN;EUR
CB5;Amundi ETF MSCI Europe Banks UCITS ETF;18M3;EUR
ISPA;iShares STOXX Global Select Dividend 100 UCITS DE;ISPA;EUR
C099;ComStage CBK Commodity ex-Agriculture Monthly EUR Hedged UCITS ETF;C099;EUR
XUEN;Xtrackers MSCI USA Energy UCITS ETF;XUEN;EUR
XUTD;Xtrackers II US Treasuries UCITS ETF;XUTD;EUR
X04A;Coba ETN 1x SX5EF Daily Long;X04A;EUR
USEUWH;UBS Irl ETF plc - MSCI USA hedged to EUR UCITS ETF;UBUJ;EUR
DES2;L&G DAX Daily 2x Short UCITS ETF;DES2;EUR
LYX5;Lyxor J.P. Morgan Multi-Factor Europe Index UCITS ETF;LYX5;EUR
C033;ComStage MSCI Spain TRN UCITS ETF;C033;EUR
4RTD;ETFS 1X Daily Short Natural Gas;4RTD;EUR
BCFE;UBS ETFs PLC - Bloomberg Commodity CMCI SF UCITS ETF;BCFE;EUR
OOEA;ETFS Brent Crude;OOEA;EUR
MA57;Lyxor EUROMTS Highest Rated Macro-Weighted Govt Bond 5-7Y UCITS ETF;LYS6;EUR
LCUA;Lyxor MSCI EM Asia UCITS ETF;LCUA;EUR
UST;Lyxor Nasdaq-100 UCITS ETF;LYMS;EUR
5CH5;ETFS 5x Long USD Short EUR;5CH5;EUR
9GAL;ETFS Longer Dated Agriculture;9GAL;EUR
X0DN;Coba ETN -3x SPXF Daily Short;X0DN;EUR
VALD;BNP PARIBAS EASY Equity Value Europe UCITS ETF;VALD;EUR
WTDH;WisdomTree Europe Equity UCITS ETF;WTDH;EUR
UEFI;UBS ETF - Bloomberg Barclays US 7-10 Year Treasury Bond UCITS ETF;UEFI;EUR
H411;HSBC MSCI AC FAR EAST EX JAPAN UCITS ETF;H411;EUR
5CH2;ETFS 5x Long AUD Short EUR;5CH2;EUR
X00Q;Coba ETN -4x MDAXF Daily Short;X00Q;EUR
B4NV;BNP Paribas EUR Hedged Gold ETC;B4NV;EUR
D5BH;Xtrackers MSCI Canada UCITS ETF;D5BH;EUR
H4ZR;HSBC MSCI CANADA UCITS ETF;H4ZR;EUR
OD7C;ETFS Copper;OD7C;EUR
RUS;Lyxor MSCI Russia UCITS ETF;LRUS;EUR
X0DA;Coba ETC 2x Copper Daily Long;X0DA;EUR
SBEME;UBS ETF - Bloomberg Barclays USD Emerging Markets Sovereign UCITS ETF;FRCK;EUR
EXH3;iShares STOXX Europe 600 Food & Beverage UCITS ETF DE;EXH3;EUR
X0CJ;Coba ETC 4x Gold Daily Long;X0CJ;EUR
X0BI;Coba ETC 2 x Platinum Daily Long Index;X0BI;EUR
X00Y;Coba ETN -3x TECDAXF Daily Short;X00Y;EUR
X501;ComStage ETF iBoxx Liquid Sovereigns Diversified 3m-1 TR UCITS ETF;X501;EUR
OD74;ETFS Softs;OD74;EUR
BNQR;Collateralized ETC on RICI Enhanced Zinc TR Index;BNQR;EUR
ETLZ;L&G Russell 2000 US Small Cap UCITS ETF;ETLZ;EUR
OD7Q;ETFS Soybeans;OD7Q;EUR
CC4;Amundi Index Solutions-Amundi Euro Corporates;TCC4;EUR
GRE;Lyxor MSCI Greece UCITS ETF;LYMH;EUR
ETBB;BNP Paribas Easy EURO STOXX 50 UCITS ETF;ETBB;EUR
UBUP;UBS Irl ETF plc - MSCI EMU Defensive UCITS ETF;UBUP;EUR
SP500E;UBS Irl ETF plc - S&P 500 UCITS ETF;UEQD;EUR
9GAF;ETFS Longer Dated All Commodities;9GAF;EUR
EUUSAH;UBS ETF - MSCI EMU hedged to USD UCITS ETF;FRCA;USD
CD91;ComStage ETF NYSE Arca Gold BUGS UCITS ETF;CD91;EUR
X03G;Xtrackers II Germany Government Bond UCITS ETF;X03G;EUR
BNQD;Collateralized ETC on RICI Enhanced WTI Crude Oil TR Index;BNQD;EUR
EPEJ;BNP Paribas Easy - MSCI Pacific ex Japan ex Controversial Weapons UCITS ETF;PAC;EUR
XMME;Xtrackers MSCI Emerging Markets UCITS ETF;XMME;EUR
EXSB;iShares DivDAX UCITS ETF DE;EXSB;EUR
XJSE;Xtrackers II Japan Government Bond UCITS ETF;XJSE;EUR
QUED;BNP PARIBAS EASY Equity Quality Europe UCITS ETF;QUED;EUR
XBAS;Xtrackers MSCI Singapore UCITS ETF;XBAS;EUR
MEH;Lyxor FTSE EPRA/NAREIT Developed Europe UCITS ETF;LEEU;EUR
INFL;Lyxor EUR 2-10Y Inflation Expectations UCITS ETF;EUIN;EUR
DBXB;Xtrackers II Eurozone Government Bond 7-10 UCITS ETF;DBXB;EUR
UEF9;UBS ETF - Bloomberg Barclays US Liquid Corporates UCITS ETF;UEF9;EUR
XUHC;Xtrackers MSCI USA Health Care UCITS ETF;XUHC;EUR
X0DQ;Coba ETN 3x NDXF Daily Long;X0DQ;EUR
X04E;Coba ETN 1x DJIAF Daily Long;X04E;EUR
C2BC;Bank of China International BOCI Commerzbank - SSE 50 A Share Index UCITS ETF;C2BC;EUR
ELF5;Deka MSCI Europe ex EMU UCITS ETF;ELF5;EUR
EL4P;Deka iBoxx EUR Liquid SOV DIV 7-10 UCITS ETF;EL4P;EUR
DX2E;Xtrackers S&P Global Infrastructure Swap UCITS ETF;DX2E;EUR
XREA;Xtrackers FTSE Developed Europe ex UK Real Estate UCITS ETF;XREA;EUR
APX;Lyxor MSCI AC Asia EX Japan UCITS ETF;LASI;EUR
PR1E;AMUNDI PRIME EUROPE UCITS ETF DR;PR1E;EUR
OIL;Lyxor STOXX Europe 600 Oil & Gas UCITS ETF;LOGS;EUR
MWO;Lyxor Index Fund-Lyxor Ftse Epra/nareit Global Developed Ucits Etf;LMWE;EUR
CE9;Amundi Msci Eastern Europe EX Russia ETF;540G;EUR
X0BR;Coba ETC 2 x Palladium Daily Long Index;X0BR;EUR
DECR;Amundi Index Euro Agg Corporate Sri - Ucits Etf Dr;DECR;EUR
LVE;Lyxor EURO STOXX 50 Daily 2x Leveraged UCITS ETF;LYMZ;EUR
OD7A;ETFS Aluminium;OD7A;EUR
ETLN;L&G Europe ex UK Equity UCITS ETF;ETLN;EUR
DBXW;Xtrackers MSCI World Swap UCITS ETF;DBXW;EUR
VGEA;Vanguard EUR Eurozone Government Bond UCITS ETF;VGEA;EUR
D5BM;Xtrackers S&P 500 Swap UCITS ETF;D5BM;EUR
XDWC;Xtrackers MSCI World Consumer Discretionary UCITS ETF;XDWC;EUR
WTDP;Wisdomtree EUR Aggregate Bond Enhanced Yield UCITS ETF;WTDP;EUR
NRJ;Lyxor New Energy UCITS ETF;LYM9;EUR
C012;ComStage ETF S&P 500 UCITS ETF;C012;EUR
C064;ComStage ETF STOXX Europe 600 Chemicals NR UCITS ETF;C064;EUR
RTA;Lyxor STOXX Europe 600 Retail UCITS ETF;LRET;EUR
FTGE;First Trust Eurozone AlphaDEX UCITS ETF;FTGE;EUR
C032;ComStage MSCI Italy TRN UCITS ETF;C032;EUR
E50EUAEUR;UBS ETF EURO STOXX 50 UCITS ETF;UIM1;EUR
EUL3;ETFS 3x Daily Long EURO STOXX 50;EUL3;EUR
CI2;Amundi Msci India ETF;18MK;EUR
XDGU;Xtrackers USD Corporate Bond UCITS ETF;XDGU;EUR
XUCD;Xtrackers MSCI USA Consumer Dcretionary UCITS ETF;XUCD;EUR
B4N4;Collateralized EUR Hedged RICI Enhanced Aluminum TR Index ETC;B4N4;EUR
X04W;Coba ETN 2x HSIF Daily Long;X04W;EUR
EL4V;Deka DB EUROGOV Germany 10+ UCITS ETF;EL4V;EUR
PR1S;AMUNDI PRIME US TREASURY UCITS ETF DR;PR1S;EUR
E570;ComStage CBK 10Y US-Treasury Future TR UCITS ETF;E570;EUR
LYPS;Lyxor S&P 500 UCITS ETF;LYPS;EUR
CBSUSE;UBS ETF - Bloomberg Barclays MSCI US Liquid Corporates Sustainable UCITS ETF;UET0;EUR
CS1;Amundi ETF MSCI Spain UCITS ETF;AMES;EUR
OSXF;OSSIAM SOLACTIVE MOODY'S ANALYTICS IG EUR Select Credit;OSXF;EUR
LESG;Lyxor MSCI EM ESG Trend Leaders UCITS ETF;LESG;EUR
EL42;Deka MSCI Europe UCITS ETF;EL42;EUR
X04N;Coba ETN 2x NDXF Daily Long;X04N;EUR
3DES1;Boost ShortDAX 3x Daily ETP;3DES;EUR
EL46;Deka MSCI China ex A Shares UCITS ETF;EL46;EUR
DBXQ;Xtrackers II Eurozone Government Bond 3-5 UCITS ETF;DBXQ;EUR
H4ZL;HSBC FTSE EPRA/NAREIT Developed UCITS ETF;H4ZL;EUR
RIO2;Lyxor MSCI Brazil UCITS ETF;LBRA;EUR
NGXL;Boost Natural Gas 3x Leverage Daily ETP;NGXL;EUR
X0E6;Coba ETC -2x Gasoil Daily Short Index;X0E6;EUR
XMDU;Xtrackers Morningstar US Quality Dividend UCITS ETF;XMDU;EUR
X0DZ;Coba ETN 4x HSIF Daily Long;X0DZ;EUR
DXS0;Xtrackers SLI UCITS ETF;DXS0;EUR
XBJH;ETFS Short INR Long USD;XBJH;EUR
5X62;ComStage Commerzbank Bund-Future Short TR UCITS ETF;5X62;EUR
E905;ComStage 1 SDAX UCITS ETF;E905;EUR
X0B4;Coba ETC 4x WTI Oil Daily Long;X0B4;EUR
DXSE;Xtrackers Stoxx Europe 600 Health Care Swap UCITS ETF;DXSE;EUR
EXHB;iShares eb.rexx Government Germany 1.5-2.5yr UCITS ETF DE;EXHB;EUR
MDBE;UBS ETF - Sustainable Development Bank Bonds UCITS ETF;MDBE;EUR
X0CT;Coba ETN 15x BUNDF Daily Long;X0CT;EUR
4RTB;ETFS 1X Daily Short Lean Hogs;4RTB;EUR
UBUB;UBS Irl ETF plc - Solactive Global Oil Equities UCITS ETF;UBUB;EUR
00XR;ETFS EUR Daily Hedged Silver;00XR;EUR
USA;Lyxor MSCI USA UCITS ETF;LYYB;EUR
2OIS1;Boost WTI Oil 2x Short Daily ETP;2OIS;EUR
SPYL;SPDR MSCI EM Latin America UCITS ETF;SPYL;EUR
FRNU.OLD;AMUNDI ETF FLOATING RATE USD CORPORATE UCITS ETF;FRNU.OLD;EUR
OD7M;ETFS Nickel;OD7M;EUR
JPNK;Amundi Index Solutions-Amundi Jpx-Nikkei 400;JP40;EUR
XDWL;Xtrackers MSCI World UCITS ETF;XDWL;EUR
EXHF;iShares Euro Government Bond Capped 1.5-10.5yr UCITS ETF DE;EXHF;EUR
EUREUA;UBS ETF MSCI Europe UCITS ETF;UIMA;EUR
UTI;Lyxor STOXX Europe 600 Utilities UCITS ETF;LUTI;EUR
CRP;Lyxor Euro Corporate Bond UCITS ETF;LYEB;EUR
LYPU;Lyxor Australia S&P/ASX 200 UCITS ETF;LYPU;EUR
OD7Y;ETFS Grains;OD7Y;EUR
DXET;Xtrackers Euro Stoxx 50 UCITS ETF;DXET;EUR
EEXU;BNP Paribas Easy - MSCI Europe ex UK ex Controversial Weapons UCITS ETF;EEXU;EUR
OD7G;ETFS Gasoline;OD7G;EUR
ETLV;ETFS S-Network Global Agri Business GO UCITS ETF;ETLV;EUR
DXSD;Xtrackers Stoxx Europe 600 Oil & Gas Swap UCITS ETF;DXSD;EUR
EXSD;iShares STOXX Europe Mid 200 UCITS ETF DE;EXSD;EUR
UBU3;UBS Irl ETF plc - MSCI USA UCITS ETF;UBU3;EUR
LDCE;PIMCO Low Duration Euro Corporate Bond Source UCITS ETF;LDCE;EUR
XIEE;Xtrackers MSCI Europe UCITS ETF;XIEE;EUR
EMVEUA;UBS ETF-MSCI EMU Value UCITS ETF;UIME;EUR
C10;Amundi ETF Govt Bond Euromts Broad Investment Grade 10-15 UCITS ETF;18MW;EUR
X0C8;Coba ETC -2x Natural Gas Daily Short;X0C8;EUR
XBJF;ETFS Short CNY Long USD USD;XBJF;EUR
DBXA;Xtrackers MSCI Europe UCITS ETF;DBXA;EUR
4RTG;ETFS 1X Daily Short Soybean Oil;4RTG;EUR
XBO1;Xtrackers II Italy Government Bond UCITS ETF;XBO1;EUR
ELQC;BNP Paribas Easy Markit iBoxx EUR Liquid Corporates UCITS ETF;ELQC;EUR
X508;ComStage ETF iBoxx Liquid Sovereigns Diversified 15+ TR UCITS ETF;X508;EUR
EL4K;Deka iBoxx EUR Liquid SOV DIV 1-10 UCITS ETF;EL4K;EUR
WTES;WisdomTree Europe SmallCap Dividend UCITS ETF;WTES;EUR
OSX2;OSSIAM US MINIMUM VARIANCE ESG NR UCITS ETF;OSX2;EUR
E572;ComStage CBK US-Treasury Bond Future Short TR UCITS ETF;E572;EUR
UEF7;UBS ETF - Bloomberg Barclays US Liquid Corporates 1-5 Year UCITS ETF;UEF7;EUR
00XN;ETFS EUR Daily Hedged Gold;00XN;EUR
OD7F;ETFS WTI Crude Oil;OD7F;EUR
EXH6;iShares STOXX Europe 600 Media UCITS ETF DE;EXH6;EUR
D5BI;Xtrackers MSCI Mexico UCITS ETF;D5BI;EUR
XLIQ;Xtrackers II EUR Covered Bond Swap UCITS ETF;XLIQ;EUR
CBUS5E;UBS ETF - Bloomberg Barclays US Liquid Corporates 1-5 Year UCITS ETF;UEF8;EUR
EXI1;iShares SLI UCITS ETF DE;EXI1;EUR
C128;ComStage ETF MSCI Emerging Markets Leveraged 2x Daily TRN UCITS ETF;C128;EUR
X0D0;Coba ETN -4x HSCEIF Daily Short;X0D0;EUR
ETLF;L&G All Commodities UCITS ETF;ETLF;EUR
EMSRI;Amundi Index MSCI Emerging Markets SRI UCITS ETF DR;AMEI;EUR
X0CZ;Coba ETN 15x SCHATZF Daily Long;X0CZ;EUR
INR;Lyxor MSCI India UCITS ETF;LYMD;EUR
XZMJ;Xtrackers ESG MSCI Japan UCITS ETF;XZMJ;EUR
X0DS;Coba ETN -3x NDXF Daily Short;X0DS;EUR
ECBI;UC MSCI European Green Bond EUR UCITS ETF;ECBI;EUR
VLED;BNP PARIBAS EASY Equity Low Vol Europe UCITS ETF;VLED;EUR
C005;ComStage ETF SDAX TR UCITS ETF;C005;EUR
X0DK;Coba ETN -4x DJIAF Daily Short;X0DK;EUR
EL41;Deka MSCI USA MC UCITS ETF;EL41;EUR
X00J;Coba ETN 2x MDAXF Daily Long;X00J;EUR
INDO;Lyxor MSCI Indonesia UCITS ETF;LYXI;EUR
CU9;Amundi ETF MSCI Europe Ex Emu UCITS ETF;540H;EUR
CRB;Lyxor Commodities Thomson Reuters/CoreCommodity CRB TR UCITS ETF;LYTR;EUR
OOEC;ETFS Ex-Agriculture & Livestock;OOEC;EUR
X0CX;Coba ETN 5x SCHATZF Daily Long;X0CX;EUR
WAT;Lyxor World Water UCITS ETF;LYM8;EUR
IND;Lyxor STOXX Europe 600 Industrial Goods & Services UCITS ETF;LIGS;EUR
XDUK;Xtrackers FTSE 100 UCITS ETF;XDUK;EUR
LEUB;ETFS Bullish EUR vs G10 Currency Basket Securities;LEUB;EUR
C060;ComStage ETF STOXX Europe 600 NR UCITS ETF;C060;EUR
EEUE;BNP Paribas Easy - MSCI Europe ex Controversial Weapons UCITS ETF;EEUX;EUR
GLUX;Amundi S&P Global Luxury UCITS ETF;GLUX;EUR
X023;ComStage S&P Small Cap 600 UCITS ETF;X023;EUR
CU2;Amundi Index Solutions-Amundi Msci USA;ACU2;EUR
X0D3;Coba ETC -3x Brent Oil Daily Short;X0D3;EUR
B4N5;Collateralized EUR Hedged RICI Enhanced Copper TR Index ETC;B4N5;EUR
XS7W;Xtrackers Portfolio Income UCITS ETF;XS7W;EUR
DJE;Lyxor Dow Jones Industrial Average UCITS ETF;DJAM;EUR
COVR;PIMCO Covered Bond Source UCITS ETF;COVR;EUR
EKUS;BNP Paribas Easy - MSCI KLD 400 US SRI UCITS ETF;EKUS;EUR
X04Z;Coba ETN -3x HSIF Daily Short;X04Z;EUR
BNQW;Collateralized ETC on RICI Enhanced METALS TR Index;BNQW;EUR
US9L;Boost US S&P 500 3x Leverage daily ETP;US9L;EUR
5CH1;ETFS Bearish USD vs Commodity Currency Basket Securities;5CH1;EUR
X0DM;Coba ETN 4x SPXF Daily Long;X0DM;EUR
MIVO;Amundi Index Solutions-Amundi Msci Europe Minimum Volatility Factor;MIVA;EUR
UPVLE;UBS Irl ETF Plc - Factor MSCI USA Prime Value UCITS ETF;UBUW;EUR
4RTE;ETFS 1X Daily Short Nickel;4RTE;EUR
X00V;Coba ETN -1x TECDAXF Daily Short;X00V;EUR
UEFF;UBS ETF - Bloomberg Barclays US 1-3 Year Treasury Bond UCITS ETF;UEFF;EUR
DBXK;Xtrackers II Eurozone Inflation-Linked Bond UCITS ETF;DBXK;EUR
LCUE;Lyxor Emerging Markets LU UCITS ETF;LCUE;EUR
C074;ComStage ETF STOXX Europe 600 Real Estate NR UCITS ETF;C074;EUR
OD7R;ETFS Sugar;OD7R;EUR
XDEB;Xtrackers MSCI World Minimum Volatility UCITS ETF;XDEB;EUR
XESD;Xtrackers Spain UCITS ETF;XESD;EUR
XBJQ;ETFS Short USD Long EUR;XBJQ;EUR
S10;AMUNDI ETF SHORT GOVT BOND EUROMTS BROAD INVESTMENT GRADE 10-15 Daily UCITS ETF;540Q;EUR
ELFC;Deka EURO iSTOXX ex Fin Dividend+ UCITS ETF;ELFC;EUR
XAD6;Xtrackers Physical Silver ETC EUR;XAD6;EUR
EUHI;PIMCO Euro Short-Term High Yield Corporate Bond Index Source UCITS ETF;EUHI;EUR
C014;ComStage S&P 500 Euro Daily Hedged Net TR UCITS ETF;C014;EUR
X503;ComStage ETF iBoxx Liquid Sovereigns Diversified 3-5 TR UCITS ETF;X503;EUR
S500;AMUNDI INDEX S&P 500 UCITS ETF DR;F500;EUR
XGLF;Xtrackers MSCI GCC Select Swap UCITS ETF;XGLF;EUR
X010;ComStage ETF MSCI World TRN UCITS ETF;X010;EUR
EDEU;BNP Paribas Easy Equity Dividend Europe UCITS ETF;EDEU;EUR
DBXM;Xtrackers II iTraxx Crossover Swap UCITS ETF;DBXM;EUR
10AL;AMUNDI INDEX J.P. MORGAN EMU GOVIES IG UCITS ETF DR;10AL;EUR
XWEH;Xtrackers MSCI World Swap UCITS ETF;XWEH;EUR
AASI;Amundi Index Solutions-Amundi Msci EM Asia;AMEA;EUR
EXX5;iShares Dow Jones U.S. Select Dividend UCITS ETF DE;EXX5;EUR
XB4A;Xtrackers ATX UCITS ETF;XB4A;EUR
EXV2;iShares STOXX Europe 600 Telecommunications UCITS ETF DE;EXV2;EUR
XBAI;Xtrackers II Eurozone AAA Government Bond Swap UCITS ETF;XBAI;EUR
UBUD;UBS Irl ETF plc - Solactive Global Pure Gold Miners UCITS ETF;UBUD;EUR
DXSK;Xtrackers Stoxx Europe 600 Food & Beverage Swap UCITS ETF;DXSK;EUR
CH5;Amundi ETF MSCI Europe Healthcare UCITS ETF;18M6;EUR
FYEM;Fidelity Emerging Markets Quality Income UCITS ETF;FYEM;EUR
LESW;Lyxor MSCI World ESG Trend Leaders DR UCITS ETF;LESW;EUR
DBZB;Xtrackers II Global Government Bond UCITS ETF;DBZB;EUR
WTDR;WisdomTree EUR Government Bond Enhanced Yield UCITS ETF;WTDR;EUR
WTD0;Wisdomtree India Quality UCITS ETF;WTD0;EUR
XYP1;Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF;XYP1;EUR
TPXH;Amundi Japan Topix UCITS ETF;TTPX;EUR
VZLB;ETFS Physical Palladium;VZLB;EUR
ESRI;BNP Paribas Easy - MSCI Emerging Markets SRI UCITS ETF;ESRI;USD
X0DD;Coba ETC -1x Copper Daily Short;X0DD;EUR
C5L1;Amundi ETF Leveraged Euro Stoxx 50 Daily UCITS ETF;18MD;EUR
8521;ComStage ETF iBoxx Sovereigns Germany Capped 1-5 TR UCITS ETF;8521;EUR
DBXF;Xtrackers II Eurozone Government Bond 15-30 UCITS ETF;DBXF;EUR
JPMV;OSSIAM JAPAN MINIMUM VARIANCE NR UCITS ETF 1C EUR;OSXJ;EUR
XBJL;ETFS Long CAD Short EUR;XBJL;EUR
EEMU;BNP Paribas Easy - MSCI EMU ex Controversial Weapons UCITS ETF;EMUX;EUR
EXH7;iShares STOXX Europe 600 Personal & Household Goods UCITS ETF DE;EXH7;EUR
MTA;Lyxor EuroMTS 1-3Y Investment Grade DR UCITS ETF;LYQ2;EUR
LESU;Lyxor MSCI USA ESG Trend Leaders DR UCITS ETF;LESU;EUR
B4NT;BNP Paribas Tin ETC;B4NT;EUR
X04L;Coba ETN -2x SPXF Daily Short;X04L;EUR
X013;ComStage ETF MSCI North America TRN UCITS ETF;X013;EUR
X04P;Coba ETN -1x NDXF Daily Short;X04P;EUR
B4NS;BNP Paribas Zinc ETC;B4NS;EUR
9GAG;ETFS Longer Dated Energy;9GAG;EUR
WTEB;WisdomTree AT1 CoCo Bond UCITS ETF;WTEB;EUR
X003;Coba ETC -1x Gold Daily Short;X003;EUR
DISW;Lyxor MSCI World Consumer Discretionary TR UCITS ETF;LYPA;EUR
DBXI;Xtrackers FTSE MIB UCITS ETF;DBXI;EUR
X04B;Coba ETN 2x SX5EF Daily Long;X04B;EUR
X020;ComStage ETF MSCI USA TRN UCITS ETF;X020;EUR
ECBC;UC Thomson Reuters Balanced European Convertible Bond UCITS ETF;ECBC;EUR
EEP;BNP Paribas Easy FTSE EPRA/NAREIT Developed Europe UCITS ETF;EEP;EUR
USSRF;UBS ETF - MSCI USA Socially Responsible UCITS ETF;UET1;EUR
PJS1;PIMCO Euro Short Maturity Source UCITS ETF;PJS1;EUR
XDEQ;Xtrackers MSCI World Quality UCITS ETF;XDEQ;EUR
VDXX;Vanguard DAX UCITS ETF;VDXX;EUR
