Symbol;Name;Symbol2;Currency
IEMS;iShares MSCI EM Small Cap UCITS ETF USD Dist;IEMS;USD
IBTU;iShares USD Treasury Bond 0-1yr UCITS ETF;IBTU;USD
AGGG;iShares Core Global Aggregate Bond UCITS ETF;AGGG;USD
IGWD;iShares MSCI World GBP Hedged UCITS ETF Acc;IGWD;GBP
DEGH;iShares Germany Govt Bond UCITS ETF;DEGH;GBP
DPYG;iShares Developed Markets Property Yield UCITS ETF;DPYG;GBP
EMUL;iShares MSCI EMU Large Cap UCITS ETF EUR Acc;EMUL;EUR
IJPE;iShares MSCI Japan EUR Hedged UCITS ETF Acc;IJPE;EUR
PSRE;Invesco FTSE RAFI Europe UCITS ETF;PSRE;GBP
IEEU;iShares Edge MSCI Europe Multifactor UCITS ETF;IEEU;USD
LTAM;iShares MSCI EM Latin America UCITS ETF USD Dist;LTAM;GBP
SPVX;Invesco S&P 500 VEQTOR UCITS ETF;SPVX;USD
SPY5;SPDR S&P 500 UCITS ETF;SPY5;USD
DBRC;iShares BRIC 50 UCITS ETF USD Dist;DBRC;USD
JSET;JPMorgan EUR Ultra-Short Income UCITS ETF;JSET;GBP
IJPA;iShares Core MSCI Japan IMI UCITS ETF;IJPA;USD
FXC;iShares China Large Cap UCITS ETF;IDFX;USD
EMIM;iShares Core MSCI EM IMI UCITS ETF;EMIM;GBP
SC0R;Invesco STOXX Europe 600 Optimised Travel & Leisure UCITS ETF;0MT5;EUR
IEAC;iShares Core EUR Corp Bond UCITS ETF;IEAC;EUR
PEMD;Invesco Emerging Markets USD Bond UCITS ETF;PEMD;USD
EMUD;iShares MSCI EMU ESG Enhanced UCITS ETF;EMUD;GBP
WSML;iShares MSCI World Small Cap UCITS ETF;WSML;USD
JPBM;JPMorgan USD Emerging Markets Sovereign Bond UCITS ETF;JPBM;GBP
IUCS;iShares S&P 500 Consumer Staples Sector UCITS ETF;IUCS;USD
SUJP;iShares MSCI Japan SRI UCITS ETF;SUJP;USD
UVAL;SPDR MSCI USA Value UCITS ETF;UVAL;GBP
IFFF;iShares MSCI AC Far East ex-Japan UCITS ETF USD Dist;IFFF;GBP
IEXF;iShares EUR Corp Bond ex-Financials UCITS ETF EUR Dist;IEXF;EUR
EMRG;SPDR MSCI Emerging Markets UCITS ETF;EMRG;GBP
CSSX5E;iShares Core EURO STOXX 50 UCITS ETF EUR Acc;CSX5;EUR
MXUS;Invesco MSCI USA UCITS ETF;MXUS;USD
IWVU;iShares Edge MSCI World Value Factor UCITS ETF;IWVU;USD
SEGA;iShares Core EUR Govt Bond UCITS ETF EUR Dist;SEGA;GBP
IUFS;iShares S&P 500 Financials Sector UCITS ETF USD Acc;IUFS;USD
MVOL;iShares Edge MSCI World Minimum Volatility UCITS ETF;MVOL;USD
OPEN;iShares Thomson Reuters Inclusion and Diversity UCITS ETF;OPEN;USD
XLUS;Invesco Utilities S&P US Select Sector UCITS ETF;XLUS;USD
IBTM;iShares USD Treasury Bond 7-10yr UCITS ETF;IBTM;GBP
RBOD;iShares Automation & Robotics UCITS ETF;RBOD;USD
IEFM;iShares Edge MSCI Europe Momentum Factor UCITS ETF;IEFM;GBP
CE31;iShares EUR Govt Bond 1-3yr UCITS ETF EUR Acc;CE31;GBP
BBUS;JPMorgan Betabuilders US Equity UCITS ETF;BBUS;USD
IEMO;iShares Edge MSCI Europe Momentum Factor UCITS ETF;IEMO;EUR
CSP1;iShares Core S&P 500 UCITS ETF;CSP1;GBP
EQQQ;Invesco EQQQ Nasdaq-100 UCITS ETF;EQQQ;GBP
XLPP;Invesco Consumer Staples S&P US Select Sector UCITS ETF;XLPP;GBP
CSUSS;iShares MSCI USA Small Cap UCITS ETF USD Acc;CUSS;USD
INFR;iShares Global Infrastructure UCITS ETF USD Dist;INFR;GBP
SUUS;iShares MSCI USA SRI UCITS ETF;SUUS;GBP
SYBD;SPDR Bloomberg Barclays 0-3 Year Euro Corporate Bond UCITS ETF;SEUC;EUR
IAPD;iShares Asia Pacific Dividend UCITS ETF USD Dist;IAPD;GBP
WFIN;SPDR MSCI World Financials UCITS ETF;WFIN;USD
CCMG;Commerzbank CCBI RQFII Money Market UCITS ETF;CCMG;GBP
IEFV;iShares Edge MSCI Europe Value Factor UCITS ETF;IEFV;GBP
FVUB;Franklin FTSE Brazil UCITS ETF;FVUB;GBP
IUIT;iShares S&P 500 Information Technology Sector UCITS ETF USD Acc;IUIT;USD
IGUS;iShares S&P 500 GBP Hedged UCITS ETF Acc;IGUS;GBP
N4US;Invesco JPX-Nikkei 400 UCITS ETF;N4US;USD
BUYB;Invesco Global Buyback Achievers UCITS ETF;BUYB;USD
LQDG;iShares USD Corp Bond Interest Rate Hedged UCITS ETF USD Dist;LQDG;GBP
IEML;iShares JP Morgan EM Local Government Bond UCITS ETF;IEML;USD
CE71;iShares EUR Govt Bond 3-7yr UCITS ETF EUR Acc;CE71;GBP
MAGI;SPDR Morningstar Multi-Asset Global Infrastructure UCITS ETF;MAGI;USD
SYBJ;SPDR Bloomberg Barclays Euro High Yield Bond UCITS ETF;JNKE;EUR
SC0P;Invesco STOXX Europe 600 Optimised Automobiles & Parts UCITS ETF;0MTQ;EUR
WIGG;iShares Fallen Angels High Yield Corp Bond UCITS ETF;WIGG;GBP
LUTR;SPDR Bloomberg Barclays 10+ Year U.S. Treasury Bond UCITS ETF;LUTR;USD
CSBR;iShares MSCI Brazil UCITS ETF USD Acc;CSBR;USD
IUVF;iShares Edge MSCI USA Value Factor UCITS ETF;IUVF;GBP
SJPA;iShares Core MSCI Japan IMI UCITS ETF;SJPA;GBP
SC04;Invesco STOXX Europe 600 Optimised Personal & Household Goods UCITS ETF;0MTM;EUR
SX5S;Invesco EURO STOXX 50 UCITS ETF;SX5S;GBP
CRPS;iShares Global Corp Bond UCITS ETF;CRPS;GBP
IOGP;iShares Oil & Gas Exploration & Production UCITS ETF USD Acc;IOGP;USD
IGSG;iShares Dow Jones Global Sustainability Screened UCITS ETF USD Acc;IGSG;GBP
JR15;JPMorgan EUR Corporate Bond 1-5 yr Research Enhanced Index UCITS ETF;JR15;EUR
ITEH;iShares Italy Govt Bond UCITS ETF;ITEH;USD
JPEE;iShares J.P. Morgan USD EM Bond UCITS ETF;JPEE;EUR
ITKY;iShares MSCI Turkey UCITS ETF;IDTK;USD
STZ;SPDR MSCI Europe Financials UCITS ETF;FNCL;EUR
SUSW;iShares MSCI World SRI UCITS ETF;SUSW;EUR
CSUS;iShares MSCI USA UCITS ETF USD Acc;CSUS;USD
IPRV;iShares Listed Private Equity UCITS ETF USD Dist;IDPE;USD
IGLS;iShares UK Gilts 0-5yr UCITS ETF;IGLS;GBP
EMDV;SPDR S&P Emerging Markets Dividend UCITS ETF;EMDV;GBP
AGED;iShares Ageing Population UCITS ETF USD Acc;AGED;USD
IFFF;iShares MSCI AC Far East ex-Japan UCITS ETF USD Dist;IDFF;USD
SGIL;iShares Global Inflation Linked Govt Bond UCITS ETF;SGIL;GBP
SAEU;iShares MSCI Europe ESG Screened UCITS ETF;SAEU;GBP
IDUS;iShares Core S&P 500 UCITS ETF USD Dist;IDUS;USD
IDUP;iShares US Property Yield UCITS ETF USD Dist;IDUP;USD
USAG;SPDR Bloomberg Barclays U.S. Aggregate Bond UCITS ETF;USAG;USD
BNKS;iShares S&P US Banks UCITS ETF;BNKS;USD
USRE;iShares MSCI Target US Real Estate UCITS ETF USD Dist;USRE;USD
EURL;SPDR FTSE EPRA Europe EX UK Real Estate UCITS ETF;EURL;GBP
RBOT;iShares Automation & Robotics UCITS ETF;RBOT;USD
IUSE;iShares S&P 500 EUR Hedged UCITS ETF Acc;IUSE;EUR
GLDV;SPDR S&P Global Dividend Aristocrats UCITS ETF;GLDV;USD
FLQA;Franklin LibertyQ AC Asia ex Japan UCITS ETF;FLQA;USD
FLUC;Franklin Liberty USD Investment Grade Corporate Bond UCITS ETF;FLUC;USD
IASH;iShares MSCI China A UCITS ETF USD Acc;IASH;GBP
SUES;iShares MSCI EM SRI UCITS ETF;SUES;GBP
PFT;Invesco FTSE RAFI US 1000 UCITS ETF;PRUS;USD
SHLD;iShares Digital Security UCITS ETF;SHLD;USD
SXLE;SPDR S&P U.S. Energy Select Sector UCITS ETF;SXLE;USD
LQGH;iShares USD Corp Bond UCITS ETF;LQGH;GBP
ESGG;Invesco MSCI World ESG Universal Screened UCITS ETF;ESGG;GBP
ISDW;iShares MSCI World Islamic UCITS ETF USD Dist;ISDW;USD
LQDH;iShares USD Corp Bond Interest Rate Hedged UCITS ETF USD Dist;LQDH;USD
SXLY;SPDR S&P U.S. Consumer Discretionary Select Sector UCITS ETF;SXLY;USD
SUJA;iShares MSCI Japan SRI UCITS ETF;SUJA;GBP
MVED;iShares Edge MSCI Europe Minimum Volatility UCITS ETF;MVED;EUR
BBTP;JPMorgan BetaBuilders US Treasury Bond UCITS ETF;BBTP;GBP
SEML;iShares JP Morgan EM Local Government Bond UCITS ETF;SEML;GBP
ZILS;BMO MSCI USA Income Leaders UCITS ETF;ZILS;GBP
USML;Invesco S&P SmallCap 600 UCITS ETF;USML;USD
IDVY;iShares Euro Dividend UCITS ETF EUR Dist;IDVY;GBP
CJPU;iShares MSCI Japan UCITS ETF;CJPU;USD
TR3G;Invesco US Treasury 1-3 Year UCITS ETF;TR3G;GBP
JGSA;JPMorgan GBP Ultra-Short Income UCITS ETF;JGSA;GBP
IBCI;iShares EUR Inflation Linked Govt Bond UCITS ETF;IBCI;GBP
LDCU;PIMCO Low Duration US Corporate Bond Source UCITS ETF;LDCU;USD
ZWUK;BMO Enhanced Income UK Equity UCITS ETF;ZWUK;GBP
TIPS;SPDR Bloomberg Barclays U.S. TIPS UCITS ETF;TIPS;USD
HYEA;iShares Global High Yield Corp Bond UCITS ETF;HYEA;EUR
CU1;iShares MSCI USA UCITS ETF USD Acc;CU1;GBP
LOWV;SPDR S&P 500 Low Volatility UCITS ETF;LOWV;USD
SPMD;iShares Edge S&P 500 Minimum Volatility UCITS ETF;SPMD;USD
FTAL;SPDR FTSE UK All Share UCITS ETF;FTAL;GBP
STP;SPDR MSCI Europe Materials UCITS ETF;MTRL;EUR
LQDE;iShares USD Corp Bond UCITS ETF;LQDE;USD
LGCU;Invesco Commodity Composite UCITS ETF;LGCU;USD
JLES;JPMorgan Equity Long-Short UCITS ETF;JLES;GBP
CMOP;Invesco Bloomberg Commodity UCITS ETF;CMOP;GBP
IH2O;iShares Global Water UCITS ETF USD Dist;DH2O;USD
JELS;JPMorgan Equity Long-Short UCITS ETF;JELS;USD
WQDV;iShares MSCI World Quality Dividend UCITS ETF;WQDV;USD
JMRE;JPMorgan Global Emerging Markets Research Enhanced Index Equity ESG UCITS ETF;JMRE;GBP
IUUS;iShares S&P 500 Utilities Sector UCITS ETF;IUUS;USD
EMIL;SPDR Bloomberg Barclays EM Inflation Linked Local Bond UCITS ETF;EMIL;USD
EMDL;SPDR Bloomberg Barclays Emerging Markets Local Bond UCITS ETF;EMDL;GBP
SAAA;iShares Global AAA-AA Govt Bond UCITS ETF USD Dist;SAAA;GBP
IGTM;iShares USD Treasury Bond 7-10yr UCITS ETF;IGTM;GBP
IUCM;iShares S&P 500 Communication Sector UCITS ETF;IUCM;USD
EFIW;Invesco Goldman Sachs Equity Factor Index World UCITS ETF;EFIW;USD
IUVD;iShares Edge MSCI USA Value Factor UCITS ETF;IUVD;USD
ISJP;iShares MSCI Japan Small Cap UCITS ETF USD Dist;ISJP;GBP
CU31;iShares USD Treasury Bond 1-3yr UCITS ETF USD Acc;CU31;GBP
ZC3G;BMO Barclays 3-7 Year Global Corporate Bond GBP Hedged UCITS ETF;ZC3G;GBP
IDTP;iShares USD TIPS UCITS ETF;IDTP;USD
IAEX;iShares AEX UCITS ETF EUR Dist;IAEX;GBP
ITWN;iShares MSCI Taiwan UCITS ETF;IDTW;USD
GLTS;SPDR Bloomberg Barclays 1-5 Year Gilt UCITS ETF;GLTS;GBP
BCHS;Invesco Elwood Global Blockchain UCITS ETF;BCHS;GBP
STU;SPDR MSCI Europe Utilities UCITS ETF;UTIL;EUR
SXLV;SPDR S&P U.S. Health Care Select Sector UCITS ETF;SXLV;USD
SMEA;iShares Core MSCI Europe UCITS ETF EUR Acc;SMEA;GBP
ZWEU;BMO Enhanced Income Euro Equity UCITS ETF;ZWEU;GBP
FLES;Franklin Liberty Euro Short Maturity UCITS ETF;FLES;EUR
FLXE;Franklin LibertyQ Emerging Markets UCITS ETF;FLXE;GBP
AGGH;iShares Core Global Aggregate Bond UCITS ETF;AGGH;EUR
CSJP;iShares MSCI Japan UCITS ETF;CSJP;GBP
JLSP;JPMorgan Equity Long-Short UCITS ETF;JLSP;GBP
IMAE;iShares Core MSCI Europe UCITS ETF EUR Acc;IMEA;EUR
RUSB;ITI Funds Russia-Focused USD Eurobond UCITS ETF SICAV;RUSB;USD
EUMD;iShares MSCI Europe Mid Cap UCITS ETF;EUMD;EUR
UIFS;iShares S&P 500 Financials Sector UCITS ETF USD Acc;UIFS;GBP
SPXP;Invesco S&P 500 UCITS ETF;SPXP;GBP
ERO;SPDR MSCI Europe UCITS ETF;ERO;GBP
INAA;iShares MSCI North America UCITS ETF USD Dist;INAA;GBP
CSUKS;iShares MSCI UK Small Cap UCITS ETF GBP Acc;CUKS;GBP
SDHG;iShares USD Short Duration High Yield Corp Bond UCITS ETF USD Dist;SDHG;GBP
ZIEU;BMO MSCI Europe ex-UK Income Leaders UCITS ETF;ZIEU;EUR
IDJP;iShares MSCI Japan Small Cap UCITS ETF USD Dist;IDJP;USD
EVAL;SPDR MSCI Europe Value UCITS ETF;EVAL;GBP
FLRG;Franklin Liberty Euro Green Bond UCITS ETF;FLRG;EUR
ISAG;iShares Agribusiness UCITS ETF USD Acc;ISAG;USD
FREH;iShares France Govt Bond UCITS ETF;FREH;USD
IHYA;iShares USD High Yield Corp Bond UCITS ETF;IHYA;USD
SDWD;iShares MSCI World ESG Screened UCITS ETF;SDWD;USD
FRQX;Franklin LibertyQ AC Asia ex Japan UCITS ETF;FRQX;GBP
XLFS;Invesco Financials S&P US Select Sector UCITS ETF;XLFS;USD
HDLG;Invesco S&P 500 High Dividend Low Volatility UCITS ETF;HDLG;GBP
JPJP;SPDR MSCI Japan UCITS ETF;JPJP;GBP
SUSU;iShares USD Corp Bond 0-3yr ESG UCITS ETF;SUSU;USD
FLXU;Franklin LibertyQ U.S. Equity UCITS ETF;FLXU;GBP
IGLT;iShares Core UK Gilts UCITS ETF GBP Dist;IGLT;GBP
IEMI;iShares EM Infrastructure UCITS ETF USD Dist;IEMI;GBP
SPY4;SPDR S&P 400 U.S. Mid Cap UCITS ETF;SPY4;USD
SGLO;iShares Global Govt Bond UCITS ETF;SGLO;GBP
CEA1;iShares MSCI EM Asia UCITS ETF USD Acc;CEA1;GBP
SUSS;iShares EUR Corp Bond 0-3yr ESG UCITS ETF;SUSS;GBP
PSWC;Invesco Dynamic US Market UCITS ETF;PSWC;GBP
EEDS;iShares MSCI USA ESG Enhanced UCITS ETF;EEDS;USD
JREB;JPMorgan EUR Corporate Bond Research Enhanced Index UCITS ETF;JREB;EUR
LQDS;iShares USD Corp Bond UCITS ETF;LQDS;GBP
SMEU;Invesco MSCI Europe UCITS ETF;SMEU;USD
JERE;JPMorgan Europe Research Enhanced Index Equity UCITS ETF;JERE;GBP
IMVU;iShares Edge MSCI Europe Minimum Volatility UCITS ETF;IMVU;USD
XLVP;Invesco Health Care S&P US Select Sector UCITS ETF;XLVP;GBP
EUE;iShares Core EURO STOXX 50 UCITS ETF EUR Dist;EUE;GBP
EMMV;iShares Edge MSCI EM Minimum Volatility UCITS ETF USD Acc;EMMV;USD
EMRD;SPDR MSCI Emerging Markets UCITS ETF;EMRD;USD
IASP;iShares Asia Property Yield UCITS ETF;IASP;GBP
SBUY;Invesco Global Buyback Achievers UCITS ETF;SBUY;GBP
GHYG;iShares Global High Yield Corp Bond UCITS ETF;GHYG;GBP
EEWD;iShares MSCI World ESG Enhanced UCITS ETF;EEWD;USD
IEAH;iShares Core EUR Corp Bond UCITS ETF;IEAH;GBP
SWDA;iShares Core MSCI World UCITS ETF;SWDA;GBP
SC01;Invesco STOXX Europe 600 Optimised Construction & Materials UCITS ETF;0MTH;EUR
IEMB;iShares J.P. Morgan USD EM Bond UCITS ETF;IEMB;USD
IBCX;iShares EUR Corp Bond Large Cap UCITS ETF EUR Dist;IBCX;EUR
IUSU;iShares S&P 500 Utilities Sector UCITS ETF;IUSU;GBP
CSNDX;iShares NASDAQ 100 UCITS ETF;CNDX;USD
MXFS;Invesco MSCI Emerging Markets UCITS ETF;MXFS;USD
SC0T;Invesco STOXX Europe 600 Optimised Health Care UCITS ETF;0MT7;EUR
JPTS;JPMorgan USD Ultra-Short Income UCITS ETF;JPTS;GBP
GLTY;SPDR Bloomberg Barclays UK Gilt UCITS ETF;GLTY;GBP
STS11;SPDR MSCI Europe Consumer Staples UCITS ETF;CSTP;EUR
IESU;iShares S&P 500 Energy Sector UCITS ETF USD Acc;IESU;GBP
SUSE;iShares EUR Corp Bond 0-3yr ESG UCITS ETF;SUSE;EUR
SPGP;iShares Gold Producers UCITS ETF USD Acc;SPGP;GBP
JNKS;SPDR Bloomberg Barclays 0-5 Year U.S. High Yield Bond UCITS ETF;JNKS;GBP
JPEX;Invesco STOXX Japan Exporters UCITS ETF;JPEX;USD
JMFE;JPMorgan Managed Futures UCITS ETF;JMFE;EUR
EIMI;iShares Core MSCI EM IMI UCITS ETF;EIMI;USD
FRGD;Franklin LibertyQ Global Dividend UCITS ETF;FRGD;USD
EMH5;SPDR BofAML 0-5 Year EM USD Government Bond UCITS ETF;EMH5;USD
LOCK;iShares Digital Security UCITS ETF;LOCK;USD
XLFQ;Invesco Financials S&P US Select Sector UCITS ETF;XLFQ;GBP
ISRL;iShares TA-35 Israel UCITS ETF;ISRL;GBP
EMID;iShares MSCI Europe Mid Cap UCITS ETF;EMID;EUR
IUVL;iShares Edge MSCI USA Value Factor UCITS ETF;IUVL;USD
ITPE;iShares USD TIPS UCITS ETF;ITPE;EUR
EQQQ1;Invesco EQQQ Nasdaq-100 UCITS ETF;EQQU;USD
SUSM;iShares MSCI EM SRI UCITS ETF;SUSM;USD
IWDA;iShares Core MSCI World UCITS ETF;IWDA;USD
EMSD;SPDR MSCI Emerging Markets Small Cap UCITS ETF;EMSD;USD
ZPRP;SPDR FTSE EPRA Europe EX UK Real Estate UCITS ETF;EURE;EUR
TR7S;Invesco US Treasury 3-7 Year UCITS ETF;TR7S;GBP
IUES;iShares S&P 500 Energy Sector UCITS ETF USD Acc;IUES;USD
ITGH;iShares Italy Govt Bond UCITS ETF;ITGH;GBP
MXJP;Invesco MSCI Japan UCITS ETF;MXJP;USD
PRCE;GF International-FTSE China A UCITS ETF;PRCE;USD
XLKS;Invesco Technology S&P US Select Sector UCITS ETF;XLKS;USD
IEMU;iShares Core MSCI EMU UCITS ETF;IEMU;USD
JU13;JPMorgan Betabuilders US Treasury Bond 1-3 YR UCITS ETF;JU13;USD
IUMO;iShares Edge MSCI USA Momentum Factor UCITS ETF;IUMO;USD
RISE;iShares Fallen Angels High Yield Corp Bond UCITS ETF;RISE;GBP
HDIQ;iShares MSCI USA Dividend IQ UCITS ETF;HDIQ;GBP
IDTL;iShares USD Treasury Bond 20+yr UCITS ETF;IDTL;USD
DEEH;iShares Germany Govt Bond UCITS ETF;DEEH;USD
IDAR;iShares Asia Property Yield UCITS ETF;IDAR;USD
SSXF;iShares Corp Bond ex-Financials UCITS ETF GBP Dist;SSXF;EUR
TRE3;Invesco US Treasury 1-3 Year UCITS ETF;TRE3;USD
IEFQ;iShares Edge MSCI Europe Quality Factor UCITS ETF;IEFQ;GBP
SXLK;SPDR S&P U.S. Technology Select Sector UCITS ETF;SXLK;USD
GHYS;iShares Global High Yield Corp Bond GBP Hedged UCITS ETF Dist;GHYS;GBP
GXLC;SPDR S&P U.S. Communication Services Select Sector UCITS ETF;GXLC;GBP
LGCF;Invesco Commodity Composite UCITS ETF;LGCF;GBP
XLCS;Invesco Communications S&P US Select Sector UCITS ETF;XLCS;USD
IEDL;iShares Edge MSCI Europe Value Factor UCITS ETF;IEDL;EUR
JE13;JPMorgan BetaBuilders EUR Govt Bond 1-3 yr UCITS ETF;JE13;EUR
JPFM;JPMorgan Managed Futures UCITS ETF;JPFM;GBP
ITKY;iShares MSCI Turkey UCITS ETF;ITKY;GBP
SC0Q;Invesco STOXX Europe 600 Optimised Telecommunications UCITS ETF;0MT4;EUR
CSPXJ;iShares Core MSCI Pacific ex-Japan UCITS ETF USD Acc;CPXJ;USD
SYBC;SPDR Bloomberg Barclays Euro Corporate Bond UCITS ETF;EUCO;EUR
TI5G;iShares USD TIPS 0-5 UCITS ETF;TI5G;GBP
LCRP;SPDR Bloomberg Barclays 10+ Year U.S. Corporate Bond UCITS ETF;LCRP;GBP
IBGL;iShares EUR Govt Bond 15-30yr UCITS ETF;IBGL;GBP
IBCI;iShares EUR Inflation Linked Govt Bond UCITS ETF;IBC1;EUR
IWDP;iShares Developed Markets Property Yield UCITS ETF;IWDP;GBP
MXFP;Invesco MSCI Emerging Markets UCITS ETF;MXFP;GBP
IFRE;iShares MSCI France UCITS ETF;IFRE;EUR
ZPDW;SPDR MSCI Japan UCITS ETF;JPEH;EUR
ISDU;iShares MSCI USA Islamic UCITS ETF USD Dist;ISDU;USD
USPR;iShares MSCI Target US Real Estate UCITS ETF USD Dist;USPR;GBP
ZEMI;BMO MSCI Emerging Markets Income Leaders UCITS ETF;ZEMI;USD
GILE;iShares Global Inflation Linked Govt Bond UCITS ETF;GILE;EUR
ERNU;iShares USD Ultrashort Bond UCITS ETF USD Dist;ERNU;GBP
GLTL;SPDR Bloomberg Barclays 15+ Year Gilt UCITS ETF/Old;GLTL;GBP
SRSA;iShares MSCI South Africa UCITS ETF;SRSA;GBP
IGLH;iShares Global Govt Bond UCITS ETF;IGLH;GBP
BBEG;JPMorgan BetaBuilders EUR Govt Bond UCITS ETF;BBEG;EUR
ITPG;iShares USD TIPS UCITS ETF;ITPG;GBP
PUIG;Invesco USD Corporate Bond UCITS ETF;PUIG;USD
WUTI;SPDR MSCI World Utilities UCITS ETF;WUTI;USD
IB01;iShares USD Treasury Bond 0-1yr UCITS ETF;IB01;USD
FLXI;Franklin FTSE India UCITS ETF;FLXI;USD
5HEP;Ossiam ESG Low Carbon Shiller Barclays Cape US Sector UCITS ETF;5HEP;GBP
S400;Invesco JPX-Nikkei 400 UCITS ETF;S400;GBP
SDHY;iShares USD Short Duration High Yield Corp Bond UCITS ETF USD Dist;SDHY;USD
GIN;SPDR Morningstar Multi-Asset Global Infrastructure UCITS ETF;GIN;GBP
IUQD;iShares Edge MSCI USA Quality Factor UCITS ETF;IUQD;USD
IEMA;iShares MSCI EM UCITS ETF USD Acc;IEMA;USD
PSRW;Invesco FTSE RAFI All World 3000 UCITS ETF;PSRW;GBP
UFSD;iShares Edge MSCI USA Multifactor UCITS ETF;UFSD;USD
OWLP;Ossiam World Esg Machine Learning UCITS ETF;OWLP;GBP
EEXF;iShares EUR Corp Bond ex-Financials UCITS ETF EUR Dist;EEXF;GBP
JRUB;JPMorgan USD Corporate Bond Research Enhanced Index UCITS ETF;JRUB;USD
SWRD;SPDR MSCI World UCITS ETF;SWRD;USD
EFIM;Invesco Goldman Sachs Equity Factor Index Emerging Markets UCITS ETF;EFIM;USD
DPYA;iShares Developed Markets Property Yield UCITS ETF;DPYA;USD
SEMB;iShares J.P. Morgan USD EM Bond UCITS ETF;SEMB;GBP
ZIUS;BMO MSCI USA Income Leaders UCITS ETF;ZIUS;USD
SYB3;SPDR Bloomberg Barclays 1-3 Year Euro Government Bond UCITS ETF;SYB3;EUR
SPX5;SPDR S&P 500 UCITS ETF;SPX5;GBP
ISEU;iShares Core MSCI Europe UCITS ETF;ISEU;USD
ECAR;iShares Electric Vehicles & Driving Technology UCITS ETF;ECAR;USD
WLDS;iShares MSCI World Small Cap UCITS ETF;WLDS;GBP
AGBP;iShares Core Global Aggregate Bond UCITS ETF;AGBP;GBP
WNRG;SPDR MSCI World Energy UCITS ETF;WNRG;USD
IFRB;iShares France Govt Bond UCITS ETF;IFRB;EUR
WDSC;SPDR MSCI World Small Cap UCITS ETF;WDSC;USD
IDAP;iShares Asia Pacific Dividend UCITS ETF USD Dist;IDAP;USD
XLIP;Invesco Industrials S&P US Select Sector UCITS ETF;XLIP;GBP
CPJ1;iShares Core MSCI Pacific ex-Japan UCITS ETF USD Acc;CPJ1;GBP
LUSC;SPDR Bloomberg Barclays 10+ Year U.S. Corporate Bond UCITS ETF;LUSC;USD
SEMA;iShares MSCI EM UCITS ETF USD Acc;SEMA;GBP
IMBS;iShares US Mortgage Backed Securities UCITS ETF;IMBS;USD
SUAG;iShares US Aggregate Bond UCITS ETF;SUAG;GBP
CNYA;iShares MSCI China A UCITS ETF USD Acc;CNYA;USD
PRCU;GF International-FTSE China A UCITS ETF;PRCU;GBP
IEER;iShares MSCI Eastern Europe Capped UCITS ETF USD Dist;IEER;GBP
SAGG;iShares Core Global Aggregate Bond UCITS ETF;SAGG;GBP
IJPH;iShares MSCI Japan GBP Hedged UCITS ETF Acc;IJPH;GBP
IBTA;iShares USD Treasury Bond 1-3yr UCITS ETF;IBTA;USD
IGEA;iShares Emerging Asia Local Govt Bond UCITS ETF;IGEA;USD
FLXC;Franklin FTSE China UCITS ETF;FLXC;USD
CBUG;iShares USD Treasury Bond 3-7yr UCITS ETF;CBUG;GBP
EQDV;iShares MSCI Europe Quality Dividend UCITS ETF;EQDV;EUR
SDEU;iShares Germany Govt Bond UCITS ETF;SDEU;GBP
TR7G;Invesco US Treasury 3-7 Year UCITS ETF;TR7G;GBP
IAUP;iShares Gold Producers UCITS ETF USD Acc;IAUP;USD
HIGH;iShares EUR High Yield Corp Bond UCITS ETF;HIGH;EUR
STK;SPDR MSCI Europe Technology UCITS ETF;ITEC;EUR
JLSE;JPMorgan Equity Long-Short UCITS ETF;JLSE;EUR
LOWE;SPDR EURO STOXX Low Volatility UCITS ETF;LOWE;GBP
EFRN;iShares Euro Floating Rate Bond UCITS ETF;EFRN;EUR
XLBP;Invesco Materials S&P US Select Sector UCITS ETF;XLBP;GBP
CSEMAS;iShares MSCI EM Asia UCITS ETF USD Acc;CEMA;USD
UKRE;iShares MSCI Target UK Real Estate UCITS ETF GBP Dist;UKRE;GBP
SDJP;iShares MSCI Japan ESG Screened UCITS ETF;SDJP;USD
IWRD;iShares MSCI World UCITS ETF USD Dist;IWRD;GBP
SPEH;iShares Spain Govt Bond UCITS ETF;SPEH;USD
IRSA;iShares MSCI South Africa UCITS ETF;IRSA;USD
GLRE;SPDR Dow Jones Global Real Estate UCITS ETF;GLRE;USD
CNKY;iShares Nikkei 225 UCITS ETF JPY Acc;CNKY;GBP
SEMH;SPDR BofAML 0-5 Year EM USD Government Bond UCITS ETF;SEMH;GBP
MVUS;iShares Edge S&P 500 Minimum Volatility UCITS ETF;MVUS;GBP
IFSW;iShares Edge MSCI World Multifactor UCITS ETF;IFSW;USD
HLQD;iShares USD Corp Bond Interest Rate Hedged UCITS ETF USD Dist;HLQD;USD
FLOT;iShares USD Floating Rate Bond UCITS ETF;FLOT;USD
TREX;Invesco US Treasury 7-10 Year UCITS ETF;TREX;USD
HYFA;Invesco US High Yield Fallen Angels UCITS ETF;HYFA;USD
SPOL;iShares MSCI Poland UCITS ETF;SPOL;GBP
GCVB;SPDR Thomson Reuters Global Convertible Bond UCITS ETF;GCVB;USD
ZILE;BMO MSCI Europe ex-UK Income Leaders UCITS ETF;ZILE;GBP
CMX1;iShares MSCI Mexico Capped UCITS ETF USD Acc;CMX1;GBP
