,Unnamed: 0,date,open,high,low,close,volume
153,153,2012-10-22,10.015,10.025,9.9525,9.9575,-1
154,154,2012-10-23,9.88,9.8825,9.76,9.7875,-1
155,155,2012-10-24,9.8475,9.86,9.8025,9.8075,-1
156,156,2012-10-25,9.8325,9.865,9.7625,9.7675,-1
157,157,2012-10-26,9.7475,9.8025,9.735,9.755,-1
158,158,2012-10-29,9.715,9.78,9.695,9.71,-1
159,159,2012-10-30,9.7425,9.7675,9.6975,9.705,-1
160,160,2012-10-31,9.75,9.78,9.73,9.7575,-1
161,161,2012-11-01,9.7775,9.795,9.76,9.7725,-1
162,162,2012-11-02,9.7175,9.725,9.6,9.605,-1
163,163,2012-11-05,9.535,9.5775,9.51,9.5625,-1
164,164,2012-11-06,9.57,9.63,9.5675,9.6225,-1
165,165,2012-11-07,9.725,9.7275,9.5975,9.6175,-1
166,166,2012-11-08,9.6125,9.6325,9.585,9.625,-1
167,167,2012-11-09,9.6225,9.63,9.55,9.6125,-1
168,168,2012-11-12,9.5475,9.6,9.5375,9.5475,-1
169,169,2012-11-13,9.5475,9.62,9.535,9.6025,-1
170,170,2012-11-14,9.635,9.675,9.62,9.6575,-1
171,171,2012-11-15,9.6375,9.6475,9.5975,9.6375,-1
172,172,2012-11-16,9.5775,9.5875,9.5225,9.535,-1
173,173,2012-11-19,9.6525,9.74,9.65,9.7225,-1
174,174,2012-11-20,9.7125,9.7275,9.6825,9.7125,-1
175,175,2012-11-21,9.6825,9.735,9.6825,9.7125,-1
176,176,2012-11-22,9.745,9.76,9.74,9.7525,-1
177,177,2012-11-23,9.7475,9.815,9.725,9.795,-1
178,178,2012-11-26,9.8025,9.8175,9.76,9.7625,-1
179,179,2012-11-27,9.7925,9.8025,9.7625,9.78,-1
180,180,2012-11-28,9.7825,9.7875,9.6725,9.73,-1
181,181,2012-11-29,9.76,9.82,9.76,9.7875,-1
182,182,2012-11-30,9.76,9.7825,9.7325,9.7375,-1
183,183,2012-12-03,9.7775,9.8075,9.7525,9.785,-1
184,184,2012-12-04,9.72,9.745,9.67,9.6775,-1
185,185,2012-12-05,9.7025,9.7225,9.6675,9.7025,-1
186,186,2012-12-06,9.735,9.7625,9.67,9.675,-1
187,187,2012-12-07,9.6925,9.6925,9.655,9.655,-1
188,188,2012-12-10,9.625,9.6525,9.605,9.6125,-1
189,189,2012-12-11,9.5975,9.6275,9.555,9.5725,-1
190,190,2012-12-12,9.57,9.6075,9.555,9.575,-1
191,191,2012-12-13,9.545,9.5525,9.5125,9.5275,-1
192,192,2012-12-14,9.54,9.55,9.51,9.545,-1
193,193,2012-12-17,9.55,9.5825,9.54,9.55,-1
194,194,2012-12-18,9.5625,9.5825,9.535,9.5675,-1
195,195,2012-12-19,9.5325,9.56,9.4925,9.51,-1
196,196,2012-12-20,9.47,9.48,9.4,9.43,-1
197,197,2012-12-21,9.4475,9.475,9.435,9.4625,-1
198,198,2012-12-27,9.4775,9.4825,9.415,9.4425,-1
199,199,2012-12-28,9.47,9.4725,9.435,9.435,-1
200,200,2013-01-02,9.51,9.59,9.4875,9.51,-1
201,201,2013-01-03,9.4825,9.4975,9.4225,9.445,-1
202,202,2013-01-04,9.3725,9.39,9.3425,9.3425,-1
203,203,2013-01-07,9.3725,9.4,9.355,9.38,-1
204,204,2013-01-08,9.3775,9.395,9.3525,9.3675,-1
205,205,2013-01-09,9.35,9.4075,9.34,9.34,-1
206,206,2013-01-10,9.3725,9.4225,9.365,9.405,-1
207,207,2013-01-11,9.3825,9.3975,9.33,9.35,-1
208,208,2013-01-14,9.48,9.495,9.455,9.475,-1
209,209,2013-01-15,9.4725,9.5075,9.4575,9.5025,-1
210,210,2013-01-16,9.4975,9.515,9.4725,9.49,-1
211,211,2013-01-17,9.495,9.5775,9.4925,9.56,-1
212,212,2013-01-18,9.585,9.5975,9.5575,9.565,-1
213,213,2013-01-21,9.615,9.645,9.5975,9.64,-1
214,214,2013-01-22,9.6575,9.665,9.6075,9.6225,-1
215,215,2013-01-23,9.64,9.6575,9.62,9.6325,-1
216,216,2013-01-24,9.5875,9.6025,9.56,9.5975,-1
217,217,2013-01-25,9.5975,9.6025,9.5425,9.545,-1
218,218,2013-01-28,9.5425,9.5475,9.51,9.5275,-1
219,219,2013-01-29,9.565,9.5825,9.525,9.5775,-1
220,220,2013-01-30,9.6,9.6725,9.5975,9.665,-1
221,221,2013-01-31,9.71,9.725,9.625,9.635,-1
222,222,2013-02-01,9.6725,9.7525,9.6575,9.7375,-1
223,223,2013-02-04,9.6975,9.7075,9.65,9.695,-1
224,224,2013-02-05,9.6525,9.7125,9.6525,9.67,-1
225,225,2013-02-06,9.6775,9.6825,9.6375,9.6675,-1
226,226,2013-02-07,9.6525,9.6825,9.61,9.61,-1
227,227,2013-02-08,9.59,9.6475,9.585,9.6325,-1
228,228,2013-02-11,9.56,9.56,9.495,9.5325,-1
229,229,2013-02-12,9.51,9.545,9.495,9.5075,-1
230,230,2013-02-13,9.5175,9.5275,9.5025,9.5175,-1
231,231,2013-02-14,9.53,9.5475,9.46,9.4675,-1
232,232,2013-02-15,9.475,9.48,9.4125,9.4275,-1
233,233,2013-02-18,9.435,9.435,9.415,9.415,-1
234,234,2013-02-19,9.425,9.4525,9.4025,9.41,-1
235,235,2013-02-20,9.445,9.4675,9.3425,9.3775,-1
236,236,2013-02-21,9.32,9.3225,9.2775,9.3025,-1
237,237,2013-02-22,9.315,9.3375,9.275,9.28,-1
238,238,2013-02-25,9.3,9.36,9.2875,9.3,-1
239,239,2013-02-26,9.265,9.3025,9.2475,9.2825,-1
240,240,2013-02-27,9.295,9.3275,9.28,9.3025,-1
241,241,2013-02-28,9.265,9.29,9.245,9.2725,-1
242,242,2013-03-01,9.2525,9.255,9.1675,9.2025,-1
243,243,2013-03-04,9.1875,9.2225,9.18,9.2025,-1
244,244,2013-03-05,9.2675,9.28,9.2475,9.255,-1
245,245,2013-03-06,9.25,9.2525,9.195,9.2,-1
246,246,2013-03-07,9.2025,9.2625,9.1875,9.24,-1
247,247,2013-03-08,9.2775,9.295,9.24,9.2725,-1
248,248,2013-03-11,9.3025,9.31,9.26,9.3025,-1
249,249,2013-03-12,9.2975,9.375,9.29,9.3425,-1
250,250,2013-03-13,9.335,9.3525,9.28,9.295,-1
251,251,2013-03-14,9.31,9.345,9.2825,9.34,-1
252,252,2013-03-15,9.38,9.42,9.3725,9.3775,-1
253,253,2013-03-18,9.3175,9.34,9.29,9.3075,-1
254,254,2013-03-19,9.31,9.34,9.2975,9.315,-1
255,255,2013-03-20,9.325,9.3425,9.29,9.315,-1
256,256,2013-03-21,9.355,9.3775,9.32,9.345,-1
257,257,2013-03-22,9.325,9.37,9.3175,9.3375,-1
258,258,2013-03-25,9.345,9.375,9.335,9.3525,-1
259,259,2013-03-26,9.33,9.36,9.3175,9.345,-1
260,260,2013-03-27,9.3675,9.4175,9.3425,9.4125,-1
261,261,2013-03-28,9.435,9.4575,9.295,9.295,-1
262,262,2013-04-02,9.3075,9.3375,9.1725,9.23,-1
263,263,2013-04-03,9.145,9.1675,9.1125,9.1175,-1
264,264,2013-04-04,9.065,9.065,9.0075,9.0375,-1
265,265,2013-04-05,9.035,9.0675,9.0025,9.0625,-1
266,266,2013-04-08,9.1275,9.155,9.1025,9.1075,-1
267,267,2013-04-09,9.1275,9.14,9.0875,9.1175,-1
268,268,2013-04-10,9.15,9.175,9.13,9.1475,-1
269,269,2013-04-11,9.1225,9.1625,9.11,9.1525,-1
270,270,2013-04-12,9.135,9.1375,9.0075,9.0225,-1
271,271,2013-04-15,8.95,8.9575,8.7825,8.8225,-1
272,272,2013-04-16,8.8,8.85,8.7675,8.8175,-1
273,273,2013-04-17,8.86,8.8725,8.7875,8.8225,-1
274,274,2013-04-18,8.785,8.895,8.77,8.8925,-1
275,275,2013-04-19,8.915,8.925,8.855,8.8775,-1
276,276,2013-04-22,8.8625,8.8975,8.8125,8.8425,-1
277,277,2013-04-23,8.825,8.8325,8.7775,8.8275,-1
278,278,2013-04-24,8.82,8.855,8.81,8.825,-1
279,279,2013-04-25,8.8675,8.9375,8.85,8.93,-1
280,280,2013-04-26,8.945,8.955,8.9075,8.9225,-1
281,281,2013-04-29,8.9575,9.05,8.945,9.035,-1
282,282,2013-04-30,9.095,9.11,9.0225,9.025,-1
283,283,2013-05-02,8.9025,8.955,8.8475,8.8525,-1
284,284,2013-05-03,8.92,9.005,8.91,8.995,-1
285,285,2013-05-06,8.99,9.0,8.95,8.97,-1
286,286,2013-05-07,8.93,8.97,8.89,8.91,-1
287,287,2013-05-08,8.9425,9.0,8.9175,8.96,-1
288,288,2013-05-09,8.945,8.9975,8.9375,8.995,-1
289,289,2013-05-10,8.9925,8.995,8.8775,8.885,-1
290,290,2013-05-13,8.9,8.9375,8.875,8.93,-1
291,291,2013-05-14,8.9375,8.94,8.89,8.915,-1
292,292,2013-05-15,8.88,8.8825,8.825,8.835,-1
293,293,2013-05-16,8.865,8.865,8.82,8.845,-1
294,294,2013-05-17,8.845,8.88,8.835,8.85,-1
295,295,2013-05-20,8.895,8.9375,8.88,8.935,-1
296,296,2013-05-21,8.95,8.95,8.895,8.9125,-1
297,297,2013-05-22,8.96,8.99,8.92,8.9525,-1
298,298,2013-05-23,8.8975,8.92,8.865,8.9075,-1
299,299,2013-05-24,8.955,8.965,8.895,8.915,-1
300,300,2013-05-27,8.915,8.93,8.905,8.93,-1
301,301,2013-05-28,8.9375,8.965,8.915,8.9575,-1
302,302,2013-05-29,8.9125,8.9375,8.8725,8.8825,-1
303,303,2013-05-30,8.905,8.9175,8.855,8.88,-1
304,304,2013-05-31,8.8625,8.8725,8.825,8.835,-1
305,305,2013-06-03,8.85,8.91,8.8375,8.8775,-1
306,306,2013-06-04,8.875,8.9,8.85,8.895,-1
307,307,2013-06-05,8.935,8.9725,8.925,8.95,-1
308,308,2013-06-06,8.905,8.92,8.88,8.8825,-1
309,309,2013-06-07,8.89,8.93,8.8375,8.86,-1
310,310,2013-06-10,8.8375,8.84,8.81,8.825,-1
311,311,2013-06-11,8.7975,8.8025,8.73,8.7675,-1
312,312,2013-06-12,8.7475,8.795,8.7475,8.7825,-1
313,313,2013-06-13,8.7525,8.76,8.73,8.7425,-1
314,314,2013-06-14,8.7825,8.83,8.7825,8.7925,-1
315,315,2013-06-17,8.7975,8.8225,8.78,8.8175,-1
316,316,2013-06-18,8.8175,8.8325,8.8025,8.8275,-1
317,317,2013-06-19,8.8425,8.875,8.8375,8.87,-1
318,318,2013-06-20,8.7725,8.7875,8.635,8.66,-1
319,319,2013-06-21,8.64,8.655,8.595,8.6025,-1
320,320,2013-06-24,8.5075,8.5475,8.5025,8.5025,-1
321,321,2013-06-25,8.54,8.585,8.51,8.5425,-1
322,322,2013-06-26,8.46,8.5025,8.441,8.4575,-1
323,323,2013-06-27,8.505,8.51,8.445,8.46,-1
324,324,2013-06-28,8.455,8.4725,8.4025,8.42,-1
325,325,2013-07-01,8.43,8.465,8.41,8.4525,-1
326,326,2013-07-02,8.4725,8.5,8.4575,8.48,-1
327,327,2013-07-03,8.515,8.5375,8.5,8.5175,-1
328,328,2013-07-04,8.53,8.545,8.5,8.515,-1
329,329,2013-07-05,8.51,8.53,8.44,8.4525,-1
330,330,2013-07-08,8.47,8.5475,8.47,8.54,-1
331,331,2013-07-09,8.5775,8.585,8.525,8.5425,-1
332,332,2013-07-10,8.58,8.6525,8.58,8.63,-1
333,333,2013-07-11,8.71,8.715,8.6325,8.6475,-1
334,334,2013-07-12,8.645,8.675,8.635,8.66,-1
335,335,2013-07-15,8.6575,8.66,8.59,8.6,-1
336,336,2013-07-16,8.66,8.7125,8.65,8.7075,-1
337,337,2013-07-17,8.6625,8.685,8.6425,8.655,-1
338,338,2013-07-18,8.64,8.72,8.6275,8.715,-1
339,339,2013-07-19,8.72,8.745,8.7075,8.725,-1
340,340,2013-07-22,8.745,8.765,8.72,8.7325,-1
341,341,2013-07-23,8.735,8.745,8.705,8.7375,-1
342,342,2013-07-24,8.7275,8.745,8.6925,8.7,-1
343,343,2013-07-25,8.65,8.655,8.57,8.6025,-1
344,344,2013-07-26,8.575,8.59,8.51,8.5225,-1
345,345,2013-07-29,8.485,8.52,8.47,8.4875,-1
346,346,2013-07-30,8.4775,8.485,8.4375,8.44,-1
347,347,2013-07-31,8.455,8.465,8.4125,8.455,-1
348,348,2013-08-01,8.5,8.55,8.4875,8.4975,-1
349,349,2013-08-02,8.47,8.515,8.4625,8.4975,-1
350,350,2013-08-05,8.455,8.47,8.39,8.42,-1
351,351,2013-08-06,8.39,8.43,8.3575,8.365,-1
352,352,2013-08-07,8.355,8.36,8.3125,8.3275,-1
353,353,2013-08-08,8.3725,8.3875,8.3475,8.375,-1
354,354,2013-08-09,8.425,8.47,8.425,8.4675,-1
355,355,2013-08-12,8.485,8.54,8.465,8.535,-1
356,356,2013-08-13,8.585,8.62,8.5375,8.5525,-1
357,357,2013-08-14,8.535,8.5925,8.5275,8.5875,-1
358,358,2013-08-15,8.615,8.66,8.5925,8.6525,-1
359,359,2013-08-16,8.7275,8.73,8.6925,8.725,-1
360,360,2013-08-19,8.75,8.78,8.72,8.76,-1
361,361,2013-08-20,8.7025,8.7475,8.685,8.74,-1
362,362,2013-08-21,8.6825,8.7275,8.67,8.6925,-1
363,363,2013-08-22,8.6825,8.71,8.675,8.685,-1
364,364,2013-08-23,8.69,8.7575,8.68,8.7425,-1
365,365,2013-08-26,8.8425,8.855,8.81,8.8425,-1
366,366,2013-08-27,8.845,8.915,8.8275,8.895,-1
367,367,2013-08-28,8.935,8.94,8.8675,8.885,-1
368,368,2013-08-29,8.8675,8.88,8.8225,8.835,-1
369,369,2013-08-30,8.8125,8.8125,8.775,8.795,-1
370,370,2013-09-02,8.785,8.8125,8.785,8.805,-1
371,371,2013-09-03,8.835,8.87,8.825,8.8475,-1
372,372,2013-09-04,8.82,8.82,8.7425,8.7525,-1
373,373,2013-09-05,8.755,8.775,8.6875,8.71,-1
374,374,2013-09-06,8.74,8.7925,8.735,8.7775,-1
375,375,2013-09-09,8.785,8.795,8.7625,8.77,-1
376,376,2013-09-10,8.725,8.7325,8.665,8.67,-1
377,377,2013-09-11,8.705,8.72,8.67,8.69,-1
378,378,2013-09-12,8.665,8.6875,8.6425,8.675,-1
379,379,2013-09-13,8.7,8.705,8.665,8.6825,-1
380,380,2013-09-16,8.67,8.69,8.63,8.67,-1
381,381,2013-09-17,8.6725,8.685,8.6025,8.6075,-1
382,382,2013-09-18,8.605,8.615,8.5825,8.615,-1
383,383,2013-09-19,8.765,8.7975,8.745,8.7725,-1
384,384,2013-09-20,8.7175,8.72,8.6175,8.635,-1
385,385,2013-09-23,8.595,8.6075,8.5625,8.58,-1
386,386,2013-09-24,8.5675,8.57,8.5,8.5225,-1
387,387,2013-09-25,8.545,8.58,8.5375,8.58,-1
388,388,2013-09-26,8.55,8.575,8.5375,8.555,-1
389,389,2013-09-27,8.57,8.615,8.5675,8.6,-1
390,390,2013-09-30,8.56,8.575,8.535,8.545,-1
391,391,2013-10-01,8.535,8.54,8.445,8.4625,-1
392,392,2013-10-02,8.46,8.5525,8.4475,8.535,-1
393,393,2013-10-03,8.545,8.555,8.5075,8.5175,-1
394,394,2013-10-04,8.52,8.555,8.5075,8.525,-1
395,395,2013-10-07,8.525,8.585,8.515,8.5825,-1
396,396,2013-10-08,8.615,8.6575,8.6075,8.6275,-1
397,397,2013-10-09,8.61,8.62,8.535,8.545,-1
398,398,2013-10-10,8.575,8.625,8.5725,8.6125,-1
399,399,2013-10-11,8.5875,8.595,8.5325,8.56,-1
400,400,2013-10-14,8.615,8.62,8.5775,8.5825,-1
401,401,2013-10-15,8.605,8.6175,8.55,8.585,-1
402,402,2013-10-16,8.5925,8.62,8.57,8.6125,-1
403,403,2013-10-17,8.5975,8.645,8.5875,8.595,-1
404,404,2013-10-18,8.61,8.6475,8.5925,8.6075,-1
405,405,2013-10-21,8.6575,8.6575,8.6025,8.61,-1
406,406,2013-10-22,8.5875,8.635,8.5775,8.6075,-1
407,407,2013-10-23,8.575,8.58,8.54,8.5525,-1
408,408,2013-10-24,8.545,8.5525,8.485,8.525,-1
409,409,2013-10-25,8.5025,8.545,8.495,8.535,-1
410,410,2013-10-28,8.5275,8.55,8.4975,8.5125,-1
411,411,2013-10-29,8.5,8.51,8.4775,8.485,-1
412,412,2013-10-30,8.505,8.5175,8.495,8.5025,-1
413,413,2013-10-31,8.475,8.49,8.4075,8.4125,-1
414,414,2013-11-01,8.41,8.41,8.3175,8.3325,-1
415,415,2013-11-04,8.2875,8.29,8.25,8.26,-1
416,416,2013-11-05,8.25,8.2575,8.225,8.235,-1
417,417,2013-11-06,8.255,8.2775,8.25,8.265,-1
418,418,2013-11-07,8.24,8.2775,8.2225,8.235,-1
419,419,2013-11-08,8.225,8.245,8.1975,8.2275,-1
420,420,2013-11-11,8.27,8.2875,8.255,8.28,-1
421,421,2013-11-12,8.27,8.305,8.2625,8.28,-1
422,422,2013-11-13,8.2525,8.275,8.225,8.2425,-1
423,423,2013-11-14,8.2425,8.25,8.21,8.245,-1
424,424,2013-11-15,8.255,8.27,8.24,8.26,-1
425,425,2013-11-18,8.25,8.265,8.235,8.24,-1
426,426,2013-11-19,8.2,8.215,8.1925,8.2025,-1
427,427,2013-11-20,8.1925,8.205,8.175,8.1925,-1
428,428,2013-11-21,8.1925,8.245,8.19,8.2375,-1
429,429,2013-11-22,8.265,8.3075,8.2575,8.285,-1
430,430,2013-11-25,8.265,8.3,8.2475,8.2725,-1
431,431,2013-11-26,8.31,8.325,8.2775,8.285,-1
432,432,2013-11-27,8.3,8.325,8.2775,8.28,-1
433,433,2013-11-28,8.27,8.29,8.2575,8.29,-1
434,434,2013-11-29,8.2925,8.3475,8.29,8.3375,-1
435,435,2013-12-02,8.32,8.32,8.27,8.28,-1
436,436,2013-12-03,8.295,8.335,8.265,8.33,-1
437,437,2013-12-04,8.335,8.3775,8.3175,8.355,-1
438,438,2013-12-05,8.355,8.38,8.33,8.375,-1
439,439,2013-12-06,8.385,8.43,8.3775,8.4025,-1
440,440,2013-12-09,8.425,8.445,8.42,8.43,-1
