Symbol;Name;Symbol2;Currency
NRGW;Lyxor MSCI World Energy TR UCITS ETF;NRGW;USD
ENGB;UBS ETC linked to the UBS Bloomberg CMCI Energy GBP Monthly Hedged TR Index;ENGB;GBP
UC04;UBS Irl ETF plc - MSCI USA UCITS ETF;UC04;GBP
XDWG;Xtrackers MSCI World UCITS ETF;XDWG;GBP
EQLTH;UBS ETF-Factor MSCI EMU Quality UCITS ETF;EQLT;GBP
SG22;SG NATURAL GAS x2 DAILY LONG;SG22;USD
GFA;VanEck Vectors Global Fallen Angel High Yield Bond UCITS ETF;GFA;USD
XUEN;Xtrackers MSCI USA Energy UCITS ETF;XUEN;USD
SP5L;Lyxor S&P 500 UCITS ETF;SP5L;GBP
3WHL;ETFS 3x Daily Long Wheat;3WHL;USD
SJPY;ETFS Short JPY Long USD;SJPY;USD
EL4N;Deka iBoxx EUR Liquid SOV DIV 5-7 UCITS ETF;0W7K;EUR
VEUD;Vanguard FTSE Developed Europe UCITS ETF;VEUD;USD
WELP;HAN-GINS Indxx Healthcare Innovation UCITS ETF;WELP;GBP
PRIG;AMUNDI PRIME GLOBAL GOVIES UCITS ETF DR;PRIG;GBP
HMSA;HSBC MSCI Saudi Arabia Capped UCITS ETF;HMSA;USD
MSED;Lyxor Core EURO STOXX 50 DR;MSED;GBP
HMWO;HSBC MSCI WORLD UCITS ETF;HMWO;GBP
3USS;Boost US S&P500 3x Short Daily ETP;3USS;USD
CMBG;UBS ETC linked to UBS Bloomberg BCOM Constant Maturity Composite GBP Mth Hdg TR;CMBG;GBP
E950;ComStage 1 EURO STOXX 50 UCITS ETF;0W7A;EUR
EUGBPA;UBS ETF MSCI EMU UCITS ETF;UB0E;GBP
DFEP;WisdomTree Europe SmallCap Dividend UCITS ETF;DFEP;GBP
EPIE;Wisdomtree India Quality UCITS ETF;EPIE;USD
HMYR;HSBC MSCI MALAYSIA UCITS ETF;HMYR;GBP
VFEM;Vanguard FTSE Emerging Markets UCITS ETF;VFEM;GBP
YIEL;Lyxor BofAML EUR High Yield Ex-Financial Bond UCITS ETF;YIEL;EUR
BRT3;UBS ETC linked to UBS Bloomberg CMCI Components Brent Crude Oil ICE USD TR 3Mo;BRT3;USD
CMGU;UBS ETC linked to the UBS Bloomberg SPGSCI Constant Maturity Composite TR Index;CMGU;USD
UC95;UBS Irl ETF plc - Factor MSCI USA Low Volatility UCITS ETF;UC95;GBP
XCS4;Xtrackers MSCI Thailand UCITS ETF;XCS4;USD
3USL;Boost US S&P 500 3x Leverage daily ETP;3USL;USD
2NVD;Leverage Shares 2x NVIDIA ETP;2NVD;GBP
SG23;SG NATURAL GAS x2 DAILY SHORT;SG23;USD
SEUR;ETFS Short EUR Long USD;SEUR;USD
VLIQ;Vanguard Global Liquidity Factor UCITS ETF;VLIQ;GBP
LTIM;ETFS 2X Daily Long Tin;LTIM;USD
SG32;SG WTI x3 DAILY LONG/new;SG32;USD
RUSU;Lyxor MSCI Russia UCITS ETF;RUSU;USD
SG64;SG GBPUSD x5 DAILY LONG/new;SG64;USD
JP2E;Leverage Shares 2x JPMorgan ETP;JP2E;EUR
USAUSY;UBS Irl ETF plc - MSCI USA UCITS ETF;UC03;USD
JPM2;Leverage Shares 2x JPMorgan ETP;JPM2;USD
XUKX;Xtrackers FTSE 100 Income UCITS ETF;XUKX;GBP
TELW;Lyxor MSCI World Communication Services TR UCITS ETF;TELW;USD
EXEF;ETFS Longer Dated Ex-Energy;EXEF;USD
VETY;Vanguard EUR Eurozone Government Bond UCITS ETF;VETY;GBP
SGQE;Lyxor SG European Quality Income NTR UCITS ETF;SGQE;EUR
XCTL;Xtrackers Brent Crude Oil Optimum Yield ETC EUR;OXCT;EUR
3NGS;Boost Natural Gas 3x Short Daily ETP;3NGS;USD
USP3;ETFS 3x Long USD Short GBP;USP3;GBP
0YEB;ProShares UltraShort QQQ;0YEB;USD
INMU;UBS ETC linked to the UBS Bloomberg CMCI Industrial Metals USD TR Index;INMU;USD
INFL;Lyxor EUR 2-10Y Inflation Expectations UCITS ETF;INFL;GBP
TPHG;Amundi Japan Topix UCITS ETF;TPHG;GBP
OILZ;Boost WTI Oil 1x Short Daily ETP;OILZ;USD
PRIR;AMUNDI PRIME EURO GOVIES UCITS ETF DR;PRIR;GBP
XG7U;Xtrackers II Global Inflation-Linked Bond UCITS ETF;XG7U;USD
FB2;Leverage Shares 2x Facebook ETP;FB2;USD
VGVA;Vanguard U.K. Gilt UCITS ETF;VGVA;GBP
CMU;Amundi Index MSCI EMU UCITS ETF DR;CMU;GBP
EMLB;PIMCO Emerging Markets Advantage Local Bond Source UCITS ETF;EMLB;USD
GGRG;WisdomTree Global Quality Dividend Growth UCITS ETF;GGRG;GBP
HOGF;ETFS Longer Dated Lean Hogs;HOGF;USD
0JRY;KraneShares Bosera MSCI China A ETF;0JRY;USD
X015;ComStage ETF MSCI Pacific ex Japan TRN UCITS ETF;0H7K;EUR
OSW2;ETFS WTI 2yr;OSW2;USD
WCOM;Wisdomtree Enhanced Commodity UCITS ETF;WCOM;GBP
C070;ComStage ETF STOXX Europe 600 Insurance NR UCITS ETF;0H72;EUR
USGBPD;UBS Irl ETF plc - MSCI USA UCITS ETF;UB0B;GBP
E901;ComStage 1 Dax UCITS ETF;0W75;EUR
ETLX;L&G Gold Mining UCITS ETF;0W28;EUR
LGEG;L&G Europe ex UK Equity UCITS ETF;LGEG;GBP
WOFM;UBS Irl ETF PLC - MSCI World Select Factor Mix UCITS ETF;WOFM;GBP
BULP;ETFS Gold;BULP;GBP
RU2K;Lyxor Russell 2000 UCITS ETF;RU2K;GBP
VVAL;Vanguard Global Value Factor UCITS ETF;VVAL;GBP
GIGB;Vaneck Vectors Global Mining UCITS ETF;GIGB;GBP
0JH3;iShares Core S&P Small-Cap ETF;0JH3;USD
CCXAG;UBS ETFs plc - CMCI ex-Agriculture SF UCITS ETF;UD08;GBP
HIDD;HSBC MSCI INDONESIA UCITS ETF;HIDD;USD
PAXJ;Lyxor MSCI Pacific Ex Japan UCITS ETF;PAXJ;USD
OLWP;ETFS WTI 2mth Oil Securities;OLWP;GBP
XPXD;Xtrackers MSCI Pacific ex Japan UCITS ETF;XPXD;USD
3ULS;Boost US S&P500 3x Short Daily ETP;3ULS;GBP
BBVAE;BBVA Accion Dow Jones Euro STOXX 50;0RSJ;EUR
UC15;UBS ETFs plc - CMCI Composite SF UCITS ETF;UC15;GBP
VAGU;Vanguard Global Aggregate Bond UCITS ETF;VAGU;USD
DES21;L&G DAX Daily 2x Short UCITS ETF;DES2;EUR
0KQR;ProShares UltraPro QQQ;0KQR;USD
LSOB;ETFS 2X Daily Long Soybeans;LSOB;USD
UES3;ETFS 3x Daily Short EURO STOXX 50;OUES;EUR
DEL21;L&G DAX Daily 2x Long UCITS ETF;DEL2;EUR
RTWO;L&G Russell 2000 US Small Cap UCITS ETF;RTWO;USD
XS2D;Xtrackers S&P 500 2x Leveraged Daily Swap UCITS ETF;XS2D;USD
OILB;ETFS Brent 1mth Oil Securities;OILB;USD
VDPA;Vanguard USD Corporate Bond UCITS ETF;VDPA;USD
SCOC;ETFS 1X Daily Short Cocoa;SCOC;USD
FDNU;First Trust Dow Jones Internet UCITS ETF;FDNU;USD
LSPX;Lyxor S&P 500 UCITS ETF;LSPX;GBP
UKSR;UBS Irl ETF plc - MSCI United Kingdom IMI Socially Responsible UCITS ETF;UKSR;GBP
3SUL;ETFS 3x Daily Long Sugar;3SUL;USD
FUQA;Fidelity US Quality Income UCITS ETF;FUQA;GBP
3ELM;Boost Emerging Markets 3x Leverage Daily ETP;3ELM;GBP
CSWU;Amundi Msci Switzerland;CSWU;USD
XSTC;Xtrackers MSCI USA Information Technology UCITS ETF;XSTC;GBP
XMAI;Xtrackers MSCI EM Asia Swap UCITS ETF;XMAD;USD
OSB2;ETFS Brent 2yr;OSB2;USD
PACUKD;UBS ETF MSCI Pacific ex Japan UCITS ETF;0HCL;USD
DHS;WisdomTree US Equity Income UCITS ETF;DHS;GBP
SG60;SG EURUSD x5 DAILY LONG/new;SG60;USD
3LNG;Boost Natural Gas 3x Leverage Daily ETP;3LNG;GBP
AGGP;ETFS Grains;AGGP;GBP
0Y2F;UBS ETFs plc - MSCI EMU SF UCITS ETF;0Y2F;EUR
SG61;SG EURUSD x5 DAILY SHORT/new;SG61;USD
DOCT;L&G Healthcare Breakthrough UCITS ETF;DOCT;USD
XBAU;Xtrackers II Global Aggregate Bond Swap UCITS ETF;0DZB;USD
CU5;Amundi ETF MSCI Europe Utilities UCITS ETF;CU5;GBP
VIS2;Leverage Shares 2x Visa ETP;VIS2;USD
XWLD;Xtrackers MSCI World UCITS ETF;XWLD;GBP
AGGB;UBS ETC linked to the UBS Bloomberg CMCI Agriculture GBP Mth Hdg TR;AGGB;GBP
SPPT;Invesco Physical Platinum ETC;SPPT;USD
U13G;Lyxor Core iBoxx USD Treasuries 1-3Y DR UCITS ETF;U13G;GBP
XZEU;Xtrackers ESG MSCI Europe UCITS ETF;XZEU;GBP
SHEMG;UBS ETF - J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF;UBXX;GBP
USHF;SciBeta HFE US Equity 6F EW UCITS ETF;USHF;EUR
XPLA;Xtrackers Physical Platinum ETC;XPLA;USD
XS8R;Xtrackers Stoxx Europe 600 Technology Swap UCITS ETF;XS8R;GBP
HYEM;Van Eck Vectors Emerging Markets High Yield Bond UCITS ETF;HYEM;USD
HFUSAS;UBS ETFs plc - HFRX Global Hedge Fund Index SF UCITS ETF;0Y22;USD
EHEF;SciBeta HFE Europe Equity 6F EW UCITS ETF;EHEF;EUR
FT1K;AMUNDI FTSE 100;FT1K;GBP
XUT3;Xtrackers II US Treasuries 1-3 UCITS ETF;XUT3;USD
EMLP;PIMCO Emerging Markets Advantage Local Bond Source UCITS ETF;EMLP;GBP
GIST;Lyxor Core Global Inflation-Linked 1-10Y Bond DR UCITS ETF;GIST;USD
JPHG;Amundi Index Solutions-Amundi Jpx-Nikkei 400;JPHG;GBP
HMEM;HSBC MSCI EMERGING MARKETS UCITS ETF;HMEM;USD
C067;ComStage ETF STOXX Europe 600 Food & Beverage NR UCITS ETF;0H6Z;EUR
UC13;UBS Irl ETF plc - S&P 500 UCITS ETF;UC13;GBP
EL4H;Deka MSCI Europe LC UCITS ETF;0MPV;EUR
OSB1;ETFS Brent 1yr;OSB1;USD
SNGA;ETFS 1X Daily Short Natural Gas;SNGA;USD
DHSD;WisdomTree US Equity Income UCITS ETF;DHSD;USD
5ESG;UBS Irl ETF plc - S&P 500 ESG UCITS ETF;5ESG;GBP
MFEG;Lyxor Core EURO STOXX 300 DR;MFEG;GBP
XMBR;Xtrackers MSCI Brazil UCITS ETF;XMBR;GBP
DGSE;WisdomTree Emerging Markets SmallCap Dividend UCITS ETF;DGSE;GBP
AIGI;ETFS Industrial Metals;AIGI;USD
HMED;HSBC MSCI MEXICO CAPPED UCITS ETF;HMED;USD
CAPE;Ossiam Shiller Barclays Cape Europe Sector Value TR;CAPE;EUR
LYKRW;Lyxor MSCI Korea UCITS ETF;KRW;USD
1JAS;Boost TOPIX 1x Short Daily ETP;1JAS;GBP
JPXG;Lyxor JPX-Nikkei 400 DR UCITS ETF;JPXG;GBP
MALX;Lyxor MSCI Malaysia UCITS ETF;MALX;GBP
XD5D;Xtrackers MSCI EMU UCITS ETF;XD5D;USD
WUKD;WisdomTree UK Equity Income UCITS ETF;WUKD;GBP
JPNU;Lyxor Japan TOPIX DR UCITS ETF;JPNU;USD
CBSUSH;UBS ETF - Bloomberg Barclays MSCI US Liquid Corporates Sustainable UCITS ETF;BSUS;GBP
STAW;Lyxor MSCI World Consumer Staples TR UCITS ETF;0MVS;EUR
UKMV;OSSIAM ETF FTSE 100 MINIMUM VARIANCE;UKMV;GBP
VECA;Vanguard EUR Corporate Bond UCITS ETF;VECA;GBP
SGQP;Lyxor SG Global Quality Income NTR UCITS ETF;SGQP;GBP
CC1USD;Amundi Index Solutions-Amundi Msci China;CC1U;USD
0YEG;ProShares UltraShort MSCI Emerging Markets;0YEG;USD
SG89;SG S&P x5 DAILY SHORT;SG89;GBP
EMMUSAUSD;UBS ETF-MSCI Emerging Markets UCITS ETF;UB30;USD
E40;BNP Paribas Easy CAC 40 UCITS ETF;0W9D;EUR
GRAF;ETFS Longer Dated Grains;GRAF;USD
BRNT;ETFS Brent Crude;BRNT;USD
MVUX;Lyxor FTSE USA Minimum Variance UCITS ETF;MVUX;GBP
SPMT;ETFS 1X Daily Short Precious Metals;SPMT;USD
LSIL;ETFS 2X Daily Long Silver;LSIL;USD
0YEE;ProShares UltraShort Dow30;0YEE;USD
UGAS;ETFS Gasoline;UGAS;USD
LSEK;ETFS Long SEK Short USD;LSEK;USD
USAU;Lyxor MSCI USA UCITS ETF;USAU;USD
PRMU;UBS ETC linked to the UBS Bloomberg CMCI Precious Metals USD Total Return Index;PRMU;USD
C8M;Amundi ETF MSCI Europe Materials UCITS ETF;C8M;GBP
LCTO;ETFS 2X Daily Long Cotton;LCTO;USD
XIDD;Xtrackers MSCI Indonesia Swap UCITS ETF;XIDD;USD
SG21;SG NATURAL GAS x5 DAILY SHORT;SG21;GBP
UB39;UBS ETF - MSCI EMU Socially Responsible UCITS ETF;UB39;GBP
2CIT;Leverage Shares 2x Citigroup ETP;2CIT;GBP
DXGZ;Wisdomtree Germany Equity UCITS ETF;DXGZ;GBP
XY4P;Xtrackers II iBoxx Eurozone Government Bond Yield Plus UCITS ETF;0MVR;EUR
UC48;UBS ETFs plc - MSCI AC Asia ex Japan SF UCITS ETF;UC48;GBP
PAGR;ETFS GBP Daily Hedged Agri;PAGR;GBP
JBPAEX;GAM Precious Metals - Physical Palladium;0ANY;EUR
2AAP;Leverage Shares 2x Apple ETP;2AAP;GBP
DFEA;WisdomTree Europe SmallCap Dividend UCITS ETF;DFEA;EUR
AUEUAH;UBS ETF CH-Gold EUR hedged;0VQN;EUR
2OIS;Boost WTI Oil 2x Short Daily ETP;2OIS;USD
WLDU;Lyxor MSCI World UCITS ETF;WLDU;USD
MOAT;VanEck Vectors Morningstar US Wide Moat UCITS ETF;MOAT;USD
LEU3;ETFS 3x Long EUR Short USD;LEU3;USD
WELL;HAN-GINS Indxx Healthcare Innovation UCITS ETF;WELL;USD
HMCX;HSBC FTSE 250 UCITS ETF;HMCX;GBP
CAPU;OSSIAM SHILLER BARCLAYS CAPE US SECTOR VALUE TR;CAPU;GBP
AIGC;ETFS All Commodities;AIGC;USD
LAU3;ETFS 3x Long AUD Short USD;LAU3;USD
UC96;UBS Irl ETF Plc - Factor MSCI USA Prime Value UCITS ETF;UC96;GBP
FLIV;ETFS Longer Dated Livestock;FLIV;USD
SG51;SG SILVER X5 DAILY SHORT;SG51;GBP
XMES;Xtrackers MSCI Mexico UCITS ETF;XMES;USD
ACWL;Multi Units Luxembourg-Lyxor Msci All Country World Ucits Etf;ACWL;GBP
UC44;UBS ETF-MSCI World Socially Responsible UCITS ETF;UC44;GBP
TIPH;Lyxor Core US TIPS DR UCITS ETF;TIPH;GBP
LXUU;UBS ETC linked to the UBS Bloomberg CMCI Components USD Total Return Zinc Index;LXUU;USD
XDUK;Xtrackers FTSE 100 UCITS ETF;XDUK;GBP
XDWU;Xtrackers MSCI World Utilities UCITS ETF;XDWU;USD
0A1I;Invesco CurrencyShares Euro Currency Trust;0A1I;USD
SG53;SG SILVER X2 DAILY SHORT;SG53;USD
XPHI;Xtrackers MSCI Philippines UCITS ETF;XPHI;USD
CS5;Amundi ETF MSCI Europe Consumer Staples UCITS ETF;CS5;GBP
CN1;Amundi Index Solutions-Amundi Msci Nordic;CN1;GBP
LSUG;ETFS 2X Daily Long Sugar;LSUG;USD
SCNY;ETFS Short CNY Long USD USD;SCNY;USD
TGBG;Think iBoxx Government Bond UCITS ETF;TGBG;GBP
EXV9;iShares STOXX Europe 600 Travel & Leisure UCITS ETF DE;0MOO;EUR
GSK2;LEVERAGE SHARES 2X GLAXOSMITH KLINE;GSK2;GBP
SGQL;Lyxor SG Global Quality Income NTR UCITS ETF;SGQL;GBP
VZLC;ETFS Physical Silver;OVZC;EUR
VDJP;Vanguard FTSE Japan UCITS ETF;VDJP;USD
2NFL;Leverage Shares 2x Netflix ETP;2NFL;GBP
2GOL;Boost Gold 2x Leverage Daily ETP;2GOL;USD
CP9G;Amundi Index MSCI Pacific ex Japan UCITS ETF DR;CP9G;GBP
USGB;ETFS Short USD Long GBP;USGB;GBP
FPX;First Trust US Equity Opportunities UCITS ETF;FPX;GBP
SOYO;ETFS Soybean Oil;SOYO;USD
PFAG;ETFS GBP Daily Hedged Longer Dated Agriculture;PFAG;GBP
UK3S;ETFS 3X DAILY SHORT FTSE 100;UK3S;GBP
HMSP;HSBC MSCI Saudi Arabia Capped UCITS ETF;HMSP;GBP
SNOP;ETFS Short NOK Long USD;SNOP;GBP
XMAW;Xtrackers MSCI AC World UCITS ETF;XMAW;GBP
CAHGBA;UBS ETF-MSCI Canada UCITS ETF;UC87;GBP
XCHA;Xtrackers CSI300 Swap UCITS ETF;XCHA;USD
XRSS;Xtrackers Russell Midcap UCITS ETF;XRSS;GBP
SG62;SG GBPUSD x3 DAILY LONG;SG62;USD
CMBU;UBS ETC linked to the UBS Bloomberg BCOM Constant Maturity Composite TR Index;CMBU;USD
OSX6;OSSIAM Stoxx Europe 600 Equal Weight NR;S6EW;EUR
LCOP;ETFS 2X Daily Long Copper;LCOP;USD
XGDD;Xtrackers Stoxx Global Select Dividend 100 Swap UCITS ETF;XGDD;USD
OSX4;OSSIAM ETF EUROPE MINIMUM VARIANCE NR;EUMV;EUR
XRH0;Xtrackers Physical Rhodium ETC;XRH0;USD
TSGB;THINK Sustainable World UCITS ETF;TSGB;GBP
HMAD;HSBC MSCI AC FAR EAST EX JAPAN UCITS ETF;HMAD;USD
SG77;SG DAX x5 DAILY SHORT;SG77;GBP
TRET;Think Global Real Estate UCITS ETF;TRET;USD
MALU;Lyxor MSCI Malaysia UCITS ETF;MALU;USD
SGVL;Lyxor SG Global Value Beta UCITS ETF;SGVL;GBP
SG41;SG COPPER x5 DAILY SHORT;SG41;USD
NG3S;ETFS 3x Daily Short Natural Gas;NG3S;USD
EMLI;PIMCO Emerging Markets Advantage Local Bond Source UCITS ETF;EMLI;USD
HEWD;HSBC Economic Scale Worldwide Equity UCITS ETF;HEWD;USD
SWIM;Lyxor USD Floating Rate Note UCITS ETF;SWIM;GBP
SG71;SG EURO STOXX x3 DAILY SHORT;SG71;EUR
AMZE;Leverage Shares 2x Amazon ETP;AMZE;EUR
LUSB;ETFS Bullish USD vs G10 Currency Basket Securities;LUSB;USD
VDLQ;Vanguard Global Liquidity Factor UCITS ETF;VDLQ;USD
3BUL;Boost Bund 10Y 3x Leverage Daily ETP;3BUL;GBP
SMRU;Amundi Index Eq Global Multi Smart Al Scientific Beta UCITS ETF DR;SMRU;USD
XMED;Xtrackers MSCI Europe UCITS ETF;XMED;USD
GDX;VanEck Vectors Gold Miners UCITS ETF;GDX;USD
3ITS;Boost FTSE MIB 3x Short Daily ETP;3ITS;GBP
SG59;SG EURUSD x3 DAILY SHORT;SG59;USD
CMCU;UBS ETC linked to the UBS Bloomberg CMCI Composite USD Total Return Index;CMCU;USD
0IYH;Global X Gold Explorers ETF;0IYH;USD
EL4L;Deka iBoxx EUR Liquid SOV DIV 1-3 UCITS ETF;0W7I;EUR
0MJN;Market Access Daxglobal BRIC Index UCITS ETF;0MJN;EUR
OLBP;ETFS Brent 1mth Oil Securities;OLBP;GBP
EPVLU;UBS ETF-Factor MSCI EMU Prime Value UCITS ETF;0HD1;USD
STAW;Lyxor MSCI World Consumer Staples TR UCITS ETF;STAW;USD
FEUZ;First Trust Eurozone AlphaDEX UCITS ETF;FEUZ;GBP
INDW;Lyxor MSCI World Industrials TR UCITS ETF;INDW;USD
UC97;UBS ETF - Bloomberg Barclays MSCI US Liquid Corporates Sustainable UCITS ETF;UC97;USD
CRUD;ETFS WTI Crude Oil;CRUD;USD
XS6R;Xtrackers Stoxx Europe 600 Utilities Swap UCITS ETF;XS6R;GBP
3BUS;Boost Bund 10Y 3x Short Daily ETP;3BUS;GBP
TNOW;Lyxor MSCI World Information Technology TR UCITS ETF;TNOW;USD
FEX;First Trust US Large Cap Core AlphaDEX UCITS ETF;FEX;GBP
JPSRU;UBS ETF - MSCI Japan Socially Responsible UCITS ETF;0HDN;USD
FGBL;First Trust Global Equity Income UCITS ETF;FGBL;GBP
WESG;Lyxor MSCI World ESG Trend Leaders DR UCITS ETF;WESG;USD
WTID;Boost WTI Oil ETC;WTID;USD
LGEU;L&G Europe ex UK Equity UCITS ETF;LGEU;EUR
LYLEM;Lyxor MSCI Emerging Markets UCITS ETF;LEMD;USD
F701;ComStage Vermoegensstrategie UCITS ETF;0W73;EUR
CARP;ETFS Carbon;CARP;GBP
3SUS;ETFS 3x Daily Short Sugar;3SUS;USD
HRUD;HSBC MSCI RUSSIA CAPPED UCITS ETF $;HRUD;USD
AIGP;ETFS Precious Metals;AIGP;USD
ZINC;ETFS Zinc;ZINC;USD
UB82;UBS ETF - Bloomberg Barclays US 7-10 Year Treasury Bond UCITS ETF;UB82;GBP
0DT2;First Trust Eurozone AlphaDEX Fund;0DT2;USD
ECBD;UC Thomson Reuters Balanced European Convertible Bond UCITS ETF;0HCW;EUR
HMUD;HSBC MSCI USA UCITS ETF;HMUD;USD
LCUD;Lyxor Core Morningstar US DR UCITS ETF;LCUD;USD
SG79;SG DAX x3 DAILY SHORT;SG79;EUR
UBEU;UBS ETF MSCI Europe UCITS ETF;UBEU;GBP
COFF;ETFS Coffee;COFF;USD
UC68;UBS ETF MSCI World UCITS ETF;UC68;USD
CW8G;Amundi Msci World ETF;CW8G;GBP
USIX;Lyxor USD Liquid Investment Grade Corporate Bonds UCITS ETF;USIX;GBP
DBXC;Xtrackers II Eurozone Government Bond 10-15 UCITS ETF;0MUR;EUR
JPSRE;UBS ETF - MSCI Japan Socially Responsible UCITS ETF;0HDM;EUR
PBUL;ETFS GBP Daily Hedged Gold;PBUL;GBP
3LGS;Boost Natural Gas 3x Short Daily ETP;3LGS;GBP
EEIE;WisdomTree Europe Equity Income UCITS ETF;EEIE;EUR
ITEK;HAN-GINS Innovative Technologies UCITS ETF;ITEK;USD
FEXU;First Trust US Large Cap Core AlphaDEX UCITS ETF;FEXU;USD
AH50;Xtrackers Harvest FTSE China A-H 50 UCITS ETF;AH50;USD
C075;ComStage ETF STOXX Europe 600 Retail NR UCITS ETF;0H78;EUR
FPET;ETFS Longer Dated Petroleum;FPET;USD
FAIG;ETFS Longer Dated All Commodities;FAIG;USD
JPP3;ETFS 3x Long JPY Short GBP;JPP3;GBP
HMCH;HSBC MSCI CHINA UCITS ETF;HMCH;GBP
XZW0;Xtrackers ESG MSCI World UCITS ETF;XZW0;USD
LUK2;L&G FTSE 100 Leveraged Daily 2x UCITS ETF;LUK2;GBP
GLD;Boost Gold ETC;GLD;USD
UKUSAH;UBS ETF - MSCI United Kingdom hedged to USD UCITS ETF;0HAY;USD
3EUS;Boost EURO STOXX 50 3x Short Daily ETP;3EUS;EUR
LCHF;ETFS Long CHF Short USD;LCHF;USD
DAXX;Lyxor DAX DR UCITS ETF;DAXX;GBP
STHY;PIMCO Short-Term High Yield Corporate Bond Index Source UCITS ETF;STHY;USD
XX25;Xtrackers FTSE China 50 UCITS ETF;XX25;GBP
GSCID;S&P GSCI Energy&Metals Capped Component 35/20 THEAM Easy UCITS ETF;OGSC;USD
MTE;Lyxor EuroMTS 10-15Y Investment Grade DR UCITS ETF;0HH0;EUR
SALL;ETFS 1X Daily Short All Commodities;SALL;USD
ASIL;Lyxor China Enterprise HSCEI UCITS ETF;ASIL;GBP
JPYP;ETFS Long JPY Short USD;JPYP;GBP
PFEN;ETFS GBP Daily Hedged Longer Dated Energy;PFEN;GBP
DGRP;WisdomTree US Quality Dividend Growth UCITS ETF;DGRP;GBP
DEMR;WisdomTree Emerging Markets Equity Income UCITS ETF;DEMR;USD
C065;ComStage ETF STOXX Europe 600 Construction & Materials NR UCITS ETF;0H6V;EUR
GBSP;ETFS GBP Daily Hedged Physical Gold;GBSP;GBP
XRSU;Xtrackers Russell 2000 UCITS ETF;XRSU;USD
SG35;SG WTI x5 DAILY SHORT/new;SG35;USD
XDN0;Xtrackers MSCI Nordic UCITS ETF;XDN0;GBP
VEVE;Vanguard FTSE Developed World UCITS ETF;VEVE;GBP
LGJG;L&G Japan Equity UCITS ETF;LGJG;GBP
NRAM;AMUNDI INDEX MSCI NORTH AMERICA UCITS ETF DR;NRAM;GBP
3NIL;ETFS 3x Daily Long Nickel;3NIL;USD
DCUSAS;UBS ETFs plc - Bloomberg Commodity Index SF UCITS ETF;0Y2G;USD
RQFI;Xtrackers Harvest CSI300 UCITS ETF;RQFI;GBP
AEMD;Amundi Index MSCI Emerging Markets UCITS ETF DR;AEMD;GBP
VERX;Vanguard FTSE Developed Europe ex UK UCITS ETF;VERX;GBP
VEUR;Vanguard FTSE Developed Europe UCITS ETF;VEUR;GBP
UCAP;OSSIAM SHILLER BARCLAYS CAPE US SECTOR VALUE TR;UCAP;USD
WTIE;WisdomTree ISEQ 20 UCITS ETF;ISQE;EUR
CI2G;Amundi Msci India ETF;CI2G;GBP
CCUSAS;UBS ETFs plc - CMCI Composite SF UCITS ETF;UC14;USD
CACX;Lyxor CAC 40 DR UCITS ETF;CACX;GBP
MIVO;Amundi Index Solutions-Amundi Msci Europe Minimum Volatility Factor;MIVO;GBP
AASG;Amundi Index Solutions-Amundi Msci EM Asia;AASG;GBP
VLUU;BNP PARIBAS EASY Equity Low Vol US UCITS ETF;0HFV;USD
HEDJ;WisdomTree Europe Equity UCITS ETF;HEDJ;USD
AUHUSA;UBS Irl ETF plc - MSCI Australia UCITS ETF;0Y7Q;USD
SGQG;Lyxor SG European Quality Income NTR UCITS ETF;SGQG;GBP
GDXJ;VanEck Vectors Junior Gold Miners UCITS ETF;GDXJ;USD
RSGL;Lyxor Russell 1000 Growth UCITS ETF;RSGL;GBP
SUK1;Boost FTSE 100 1x Short Daily ETP;SUK1;GBP
XG7S;Xtrackers II Global Government Bond UCITS ETF;XG7S;GBP
NGAS;ETFS Natural Gas;NGAS;USD
UC85;UBS ETF - Bloomberg Barclays US Liquid Corporates UCITS ETF;UC85;GBP
VOD2;LEVERAGE SHARES 2X VODAFONE;VOD2;GBP
FUSP;Fidelity US Quality Income UCITS ETF;FUSP;GBP
3BTL;Boost BTP 10Y 3x Leverage Daily ETP;3BTL;GBP
TPXG;Amundi Japan Topix UCITS ETF;TPXG;GBP
C069;ComStage ETF STOXX Europe 600 Industrial Goods & Services NR UCITS ETF;0H71;EUR
AAPE;Leverage Shares 2x Apple ETP;AAPE;EUR
ESM;Amundi ETF Euro Stoxx Small Cap UCITS ETF;ESM;GBP
C051;ComStage ETF EURO STOXX Select Dividend 30 NR UCITS ETF;0H6P;EUR
USAL;Lyxor MSCI USA UCITS ETF;USAL;GBP
EMUUKD;UBS ETF MSCI EMU UCITS ETF;0HCF;EUR
BRTG;UBS ETC linked to the UBS Bloomberg CMCI Components Brent Crude GBP Mth Hdg TR;BRTG;GBP
XMUS;Xtrackers MSCI USA Swap UCITS ETF;XMUS;GBP
BUIL;Lyxor FTSE USA Infrastructure UCITS ETF;BUIL;GBP
WCOB;Wisdomtree Enhanced Commodity UCITS ETF;WCOB;GBP
3SDE;Boost ShortDAX 3x Daily ETP;3SDE;GBP
FBRT;ETFS Longer Dated Brent Crude;FBRT;USD
COTN;ETFS Cotton;COTN;USD
VUSD;Vanguard S&P 500 UCITS ETF;VUSD;USD
VDCP;Vanguard USD Corporate Bond UCITS ETF;VDCP;USD
