Symbol;Name;Symbol2;Currency
0JGK;iShares Russell 2000 Growth ETF;0JGK;USD
CT5;Amundi ETF MSCI Europe Communi;CT5;GBP
HCAN;HSBC MSCI CANADA UCITS ETF;HCAN;GBP
VDTY;Vanguard USD Treasury Bond UCITS ETF;VDTY;USD
XS7R;Xtrackers Stoxx Europe 600 Banks Swap UCITS ETF;XS7R;GBP
3DES;Boost ShortDAX 3x Daily ETP;3DES;EUR
SI3S;ETFS 3x Daily Short Silver;SI3S;USD
3BTS;Boost BTP 10Y 3x Short Daily ETP;3BTS;GBP
M9SF;Market Access iSTOXX Asia Index UCITS ETF;0MJM;EUR
VJPN;Vanguard FTSE Japan UCITS ETF;VJPN;GBP
LCWL;Lyxor Core MSCI World DR UCITS ETF;LCWL;GBP
SWIH;Lyxor USD Floating Rate Note UCITS ETF;SWIH;GBP
XBAN;Xtrackers MSCI Bangladesh Swap UCITS ETF;XBAN;USD
UB12;UBS ETF MSCI Europe UCITS ETF;UB12;GBP
PRIJ;AMUNDI PRIME JAPAN UCITS ETF DR;PRIJ;GBP
LUXU;Amundi S&P Global Luxury UCITS ETF;LUXU;USD
DEMV;OSSIAM ETF EMERGING MARKETS MINIMUM VARIANCE;DEMV;USD
KUW8;HANetf KMEFIC FTSE Kuwait Equity UCITS ETF;KUW8;USD
3BRS;Boost Brent Oil 3x Short Daily ETP;3BRS;USD
HMCT;HSBC MSCI China A Inclusion UCITS ETF;HMCT;USD
EL4Z;Deka MSCI USA UCITS ETF;0MPY;EUR
CRBU;Lyxor Commodities Thomson Reuters/CoreCommodity CRB TR UCITS ETF;CRBU;USD
XDWM;Xtrackers MSCI World Materials UCITS ETF;XDWM;USD
USHY;Lyxor BofAML USD High Yield Bond UCITS ETF;USHY;USD
EGRW;WisdomTree Eurozone Quality Dividend Growth UCITS ETF;EGRW;EUR
DTM;Think Total Market UCITS ETF Defensief;0MWL;EUR
LJP3;ETFS 3x Long JPY Short USD;LJP3;USD
XGSD;Xtrackers Stoxx Global Select Dividend 100 Swap UCITS ETF;XGSD;GBP
SGLP;Invesco Physical Gold ETC;SGLP;GBP
LGRA;ETFS 2X Daily Long Grains;LGRA;USD
CORU;UBS ETC linked to the UBS Bloomberg CMCI Components USD Total Return Corn Index;CORU;USD
JBSIGX;GAM Precious Metals - Physical Silver;0ANK;GBP
LNGA;ETFS 2X Daily Long Natural Gas;LNGA;USD
SNZP;ETFS Short NZD Long USD;SNZP;GBP
JPGBPD;UBS ETF-MSCI Japan UCITS ETF;UB0D;GBP
HEDG;WisdomTree Europe Equity UCITS ETF;HEDG;GBP
XMBD;Xtrackers MSCI Brazil UCITS ETF;XMBD;USD
SNZD;ETFS Short NZD Long USD;SNZD;USD
SLVR;ETFS Silver;SLVR;USD
DSUS;Lyxor 10Y US Treasury Daily -2x Inverse UCITS ETF;DSUS;USD
SG66;SG JPYUSD x3 DAILY LONG;SG66;USD
0JKD;iShares International Preferred Stock ETF;0JKD;USD
GILI;Lyxor Core FTSE Actuaries UK Gilts Inflation-Linked DR UCITS ETF;GILI;GBP
MVAM;Lyxor FTSE Emerging Minimum Variance UCITS ETF;MVAM;USD
XMCX;Xtrackers FTSE 250 UCITS ETF;XMCX;GBP
EVOU;BNP PARIBAS EASY Equity Low Vol US UCITS ETF;0HET;EUR
L6EW;OSSIAM Stoxx Europe 600 Equal Weight NR;L6EW;GBP
XSPX;Xtrackers S&P 500 Swap UCITS ETF;XSPX;GBP
XDEX;Xtrackers FTSE All-World ex UK UCITS ETF;XDEX;GBP
SG75;SG EURO STOXX x5 DAILY SHORT;SG75;GBP
ITBL;BOOST FTSE MIB BANKS ETP;ITBL;GBP
MGTU;Lyxor DJ Global Titans 50 UCITS ETF;MGTU;USD
SAUP;ETFS Short AUD Long USD;SAUP;GBP
CUIH;UBS ETF-Bloomberg Barclays US Liquid Corporates Interest Rate Hedged UCITS ETF;CUIH;GBP
JPX4;Lyxor JPX-Nikkei 400 DR UCITS ETF;JPX4;USD
DGSD;WisdomTree Emerging Markets SmallCap Dividend UCITS ETF;DGSD;USD
VIXL;Boost S&P 500 VIX Short-Term Futures 2.25x Leverage Daily ETP;VIXL;USD
ROBE;L&G ROBO Global Robotics and Automation UCITS ETF;ROBE;EUR
2VIS;Leverage Shares 2x Visa ETP;2VIS;GBP
PRIZ;AMUNDI PRIME EUROZONE UCITS ETF DR;PRIZ;GBP
EL48;Deka iBoxx EUR Liquid Germany Covered Diversified UCITS ETF;0W7X;EUR
TURU;Lyxor MSCI Turkey UCITS ETF;TURU;USD
SUGA;ETFS Sugar;SUGA;USD
SGAS;ETFS 1X Daily Short Gasoline;SGAS;USD
LEED;ETFS Lead Individual Securities;LEED;USD
VMID;Vanguard FTSE 250 UCITS ETF;VMID;GBP
FEMI;Fidelity Emerging Markets Quality Income UCITS ETF;FEMI;USD
LUMV;OSSIAM US MINIMUM VARIANCE ESG NR UCITS ETF;LUMV;GBP
BYBG;Amundi S&P 500 Buyback UCITS ETF;BYBG;GBP
VDMO;Vanguard Global Momentum Factor UCITS ETF;VDMO;USD
TPXU;Amundi Japan Topix UCITS ETF;TPXU;USD
SG52;SG SILVER X2 DAILY LONG;SG52;USD
0LMD;Vanguard Total Bond Market ETF;0LMD;USD
GDGB;VanEck Vectors Gold Miners UCITS ETF;GDGB;GBP
E129;ComStage ETF S&P SMIT 40 Index TRN UCITS ETF;0HAP;EUR
SEU3;ETFS 3x Short EUR Long USD;SEU3;USD
SWEA;ETFS 1X Daily Short Wheat;SWEA;USD
XDWS;Xtrackers MSCI World Consumer Staples UCITS ETF;XDWS;USD
RUSL;Lyxor MSCI Russia UCITS ETF;RUSL;GBP
XGIG;Xtrackers II Global Inflation-Linked Bond UCITS ETF;XGIG;GBP
JPNY;Amundi Index Solutions-Amundi Jpx-Nikkei 400;JPNY;GBP
ELFA;Deka EURO STOXX 50 thesaurierend UCITS ETF;0W84;EUR
2MCL;Boost FTSE 250 2x Leverage Daily ETP;2MCL;GBP
LHEA;ETFS 2X Daily Long Heating Oil;LHEA;USD
HZAD;HSBC MSCI South Africa Capped UCITS ETF;HZAD;USD
JBPAGA;GAM Precious Metals - Physical Palladium;0ANW;GBP
L100;Lyxor FTSE 100 UCITS ETF;L100;GBP
SCOM;ETFS Bullish USD vs Commodity Currency Basket Securities;SCOM;USD
COCO;ETFS Cocoa Individual Securities;COCO;USD
SLVP;Invesco Physical Silver ETC;SLVP;GBP
NZGB;ETFS Short NZD Long GBP;NZGB;GBP
JPHU;Amundi Index Solutions-Amundi Jpx-Nikkei 400;JPHU;USD
SLST;ETFS 1X Daily Short Livestock;SLST;USD
PHGP;ETFS Physical Gold;PHGP;GBP
TCED;Tabula European Performance Credit UCITS ETF EUR;TCED;EUR
XDEV;Xtrackers MSCI World Value UCITS ETF;XDEV;GBP
CRBL;Lyxor Commodities Thomson Reuters/CoreCommodity CRB TR UCITS ETF;CRBL;GBP
MSF2;Leverage Shares 2x Microsoft ETP;MSF2;USD
OIL3;UBS ETC linked to the UBS Bloomberg CMCI Components WTI Crude Oil USD TR 3Mo;OIL3;USD
MVAW;Lyxor FTSE All World Minimum Variance UCITS ETF;MVAW;USD
FTFX;First Trust FactorFX UCITS ETF;FTFX;USD
FINW;Lyxor MSCI World Financials TR UCITS ETF;FINW;USD
EGRG;WisdomTree Eurozone Quality Dividend Growth UCITS ETF;EGRG;GBP
MESG;Lyxor MSCI EM ESG Trend Leaders UCITS ETF;MESG;USD
SGBS;ETFS Physical Swiss Gold;SGBS;USD
2NGS;Boost Natural Gas 2x Short Daily ETP;2NGS;USD
EL43;Deka MSCI Europe MC UCITS ETF;0MQ3;EUR
EPRE;Amundi Ftse Epra Europe Real Estate UCITS ETF;EPRE;GBP
USGBPA;UBS Irl ETF plc - MSCI USA UCITS ETF;UB0A;GBP
EFQ8;Deka iBoxx EUR Liquid Non-Financials Diversified UCITS ETF;0W7Z;EUR
X026;ComStage ETF MSCI Europe Small Cap TRN UCITS ETF;0H7U;EUR
AIND;Amundi ETF MSCI Europe Industrials UCITS ETF;AIND;GBP
MFEX;Lyxor Core MSCI EMU DR UCITS ETF;MFEX;GBP
PAXG;Lyxor MSCI Pacific Ex Japan UCITS ETF;PAXG;GBP
LEML;Lyxor MSCI Emerging Markets UCITS ETF;LEML;GBP
GOOE;Leverage Shares 2x Alphabet ETP;GOOE;EUR
LAUD;ETFS Long AUD Short USD;LAUD;USD
0A1T;SPDR MSCI ACWI ex-US ETF;0A1T;USD
VDMV;Vanguard Global Minimum Volatility UCITS ETF;VDMV;USD
3HCS;Boost Copper 3x Short Daily ETP;3HCS;USD
XUEK;Xtrackers S&P Europe ex UK UCITS ETF;XUEK;GBP
SXR0;iShares Edge MSCI World Minimum Volatility UCITS ETF;0Y8R;EUR
SSIL;ETFS 1X Daily Short Silver;SSIL;USD
CWFG;Amundi Msci World Financials UCITS ETF;CWFG;GBP
SG30;SG WTI x2 DAILY LONG;SG30;USD
DHSF;WisdomTree US Equity Income UCITS ETF;0Y4N;EUR
0JLK;iShares Core MSCI Emerging Markets ETF;0JLK;USD
XUSD;Xtrackers USD Overnight Rate Swap UCITS ETF;XUSD;USD
CSH2;Lyxor Smart Cash;CSH2;GBP
0JHS;iShares MSCI ACWI ETF;0JHS;USD
UC84;UBS ETF - Bloomberg Barclays US Liquid Corporates UCITS ETF;UC84;GBP
0JLA;iShares Edge MSCI USA Momentum Factor ETF;0JLA;USD
TINM;ETFS Tin;TINM;USD
DXJZ;WisdomTree Japan Equity UCITS ETF;DXJZ;USD
LGJP;L&G Japan Equity UCITS ETF;LGJP;USD
FUSI;Fidelity US Quality Income UCITS ETF;FUSI;GBP
XWTS;Xtrackers MSCI World Communication Services UCITS ETF;XWTS;USD
CMGB;UBS ETC linked to the UBS Bloomberg CMCI Composite GBP Monthly Hedged TR Index;CMGB;GBP
DXJA;WisdomTree Japan Equity UCITS ETF;DXJA;USD
PFCM;ETFS GBP Daily Hedged Longer Dated All Commodities;PFCM;GBP
SG28;SG WTI x5 DAILY LONG;SG28;GBP
SP500H;UBS Irl ETF plc - S&P 500 UCITS ETF;USPG;GBP
UB20;UBS ETF MSCI Pacific ex Japan UCITS ETF;UB20;GBP
MVAU;Lyxor FTSE USA Minimum Variance UCITS ETF;MVAU;USD
ANRJ;Amundi ETF MSCI Europe Energy UCITS ETF;ANRJ;GBP
XUEM;Xtrackers II USD Emerging Markets Bond UCITS ETF;XUEM;USD
LCAL;Lyxor MSCI EM Asia UCITS ETF;LCAL;GBP
3UKS;Boost FTSE 100 3x Short Daily ETP;3UKS;GBP
AIGL;ETFS Livestock;AIGL;USD
GDIG;Vaneck Vectors Global Mining UCITS ETF;GDIG;USD
ESGB;Vaneck Vectors Video Gaming & eSports UCITS ETF;ESGB;GBP
UBU7;UBS Irl ETF plc - MSCI World UCITS ETF;0Y37;EUR
XMAS;Xtrackers MSCI EM Asia Swap UCITS ETF;XMAS;GBP
WCOA;Wisdomtree Enhanced Commodity UCITS ETF;WCOA;USD
3LSI;Boost Silver 3x Leverage Daily ETP;3LSI;GBP
MFDD;Lyxor Core EURO STOXX 300 DR;MFDD;GBP
HTRD;HSBC MSCI TURKEY UCITS ETF;HTRD;USD
VUCP;Vanguard USD Corporate Bond UCITS ETF;VUCP;GBP
XGSG;Xtrackers II Global Government Bond UCITS ETF;XGSG;GBP
0YDK;Cambria Global Value ETF;0YDK;USD
WWTU;UBS ETC linked to the UBS Bloomberg CMCI Components USD Total Return Wheat Index;WWTU;USD
DXGE;Wisdomtree Germany Equity UCITS ETF;DXGE;USD
XSDR;Xtrackers Stoxx Europe 600 Health Care Swap UCITS ETF;XSDR;GBP
XPAL;Xtrackers Physical Palladium ETC;XPAL;USD
LEGR;First Trust Indxx Innovative Transaction & Process UCITS ETF;LEGR;USD
3GOL;Boost Gold 3x Leverage Daily ETP;3GOL;USD
SG57;SG SILVER X5 DAILY SHORT;SG57;USD
USFM;UBS Irl ETF plc - MSCI USA Select Factor Mix UCITS ETF;USFM;GBP
CEUD;iShares Core MSCI EMU UCITS ETF;0Y8Z;EUR
SGQX;Lyxor SG Global Quality Income NTR UCITS ETF;SGQX;GBP
INMG;UBS ETC linked to the UBS Bloomberg CMCI Industrial Metals GBP Mth Hdg TR;INMG;GBP
NXKU;Nomura Nikkei 225 USD-Hedged UCITS ETF;NXKU;USD
GZUR;ETFS Physical Swiss Gold;OGZU;EUR
XGID;Xtrackers S&P Global Infrastructure Swap UCITS ETF;XGID;USD
C023;ComStage ETF HSCEI UCITS ETF;0H8Y;EUR
US71;Lyxor Core iBoxx USD Treasuries 7-10Y DR UCITS ETF;US71;USD
ENRU;UBS ETC linked to the UBS Bloomberg CMCI Energy USD Total Return Index;ENRU;USD
LCOC;ETFS 2X Daily Long Cocoa;LCOC;USD
HMXJ;HSBC MSCI PACIFIC EX JAPAN UCITS ETF;HMXJ;GBP
LNRG;ETFS 2X Daily Long Energy;LNRG;USD
SGQJ;Lyxor SG Japan Quality Income UCITS ETF;SGQJ;USD
AUHEUA;UBS Irl ETF plc - MSCI Australia UCITS ETF;0Y7J;EUR
UKGBPBGBP;UBS ETF MSCI United Kingdom UCITS ETF;UC64;GBP
NG3L;ETFS 3x Daily Long Natural Gas;NG3L;USD
3OIS;Boost WTI Oil 3x Short Daily ETP;3OIS;USD
USEF;MS Scientific Beta US Equity Factors UCITS ETF;USEF;USD
X016;ComStage MSCI EM Eastern Europe ex-Russia TRN UCITS ETF;0H7L;EUR
JPEUAH;UBS ETF - MSCI Japan hedged to EUR UCITS ETF;0HB3;EUR
UC82;UBS ETF - Bloomberg Barclays US Liquid Corporates 1-5 Year UCITS ETF;UC82;GBP
GGRW;WisdomTree Global Quality Dividend Growth UCITS ETF;GGRW;USD
CAHGBD;UBS ETF-MSCI Canada UCITS ETF;0MWJ;GBP
XASX;Xtrackers FTSE All-Share UCITS ETF;XASX;GBP
SNRG;ETFS 1X Daily Short Energy;SNRG;USD
SBEM;UBS ETF - Bloomberg Barclays USD Emerging Markets Sovereign UCITS ETF;SBEM;GBP
3CUL;ETFS 3x Daily Long Copper;3CUL;USD
ELF0;Deka DAX ex Financials 30 UCITS ETF;0W81;EUR
SG78;SG DAX x3 DAILY LONG;SG78;EUR
ZSILUS;ZKB Silver ETF;0VR7;USD
GS2;Leverage Shares 2x Goldman Sachs ETP;GS2;USD
HKOR;HSBC MSCI KOREA UCITS ETF;HKOR;GBP
GGOV;AMUNDI INDEX JP MORGAN GBI GLOBAL GOVIES UCITS ETF DR;GGOV;GBP
CIT2;Leverage Shares 2x Citigroup ETP;CIT2;USD
MLPI;L&G US Energy Infrastructure MLP UCITS ETF;MLPI;USD
DEMS;WisdomTree Emerging Markets Equity Income UCITS ETF;DEMS;GBP
UTIG;Lyxor MSCI World Utilities TR UCITS ETF;UTIG;GBP
LCPE;Ossiam Shiller Barclays Cape Europe Sector Value TR;LCPE;GBP
AUEM;Amundi Msci Emerging Markets UCITS ETF;AUEM;USD
NVDE;Leverage Shares 2x NVIDIA ETP;NVDE;EUR
X025;ComStage ETF MSCI Europe Mid Cap TRN UCITS ETF;0H7T;EUR
3SIL;Boost Silver 3x Leverage Daily ETP;3SIL;USD
EMXC;Lyxor MSCI Emerging Markets Ex China UCITS ETF;EMXC;USD
VDXX;Vanguard DAX UCITS ETF;VDXX;GBP
BYBU;Amundi S&P 500 Buyback UCITS ETF;BYBU;USD
PCRD;ETFS GBP Daily Hedged WTI Crude Oil;PCRD;GBP
AIGE;ETFS Energy;AIGE;USD
X017;ComStage ETF MSCI Japan TRN UCITS ETF;0H7M;EUR
CSHD;Lyxor Euro Overnight Return UCITS ETF;CSHD;USD
XYLD;Xtrackers iBoxx USD Corporate Bond Yield Plus UCITS ETF;XYLD;USD
0L4T;Technology Select Sector SPDR Fund;0L4T;USD
LNZD;ETFS Long NZD Short USD;LNZD;USD
OAUH;UBS ETF CH-Gold CHF hedged;OAUH;EUR
XAXD;Xtrackers MSCI AC Asia ex Japan Swap UCITS ETF;XAXD;USD
CE2D;AMUNDI INDEX MSCI EUROPE UCITS ETF DR;CE2D;GBP
0YED;ProShares UltraPro Short S&P 500;0YED;USD
TSWE;THINK Sustainable World UCITS ETF;TSWE;USD
HOGS;ETFS Lean Hogs;HOGS;USD
GBUR;ETFS Long EUR Short GBP;GBUR;GBP
3LOI;Boost WTI Oil 3x Leverage Daily ETP;3LOI;GBP
CBEU5U;UBS ETF - Bloomberg Barclays Euro Area Liquid Corporates 1-5 Year UCITS ETF;0E0Y;USD
HMCA;HSBC MSCI China A Inclusion UCITS ETF;HMCA;GBP
SKYY;HAN-GINS Cloud Technology UCITS ETF;SKYY;USD
SSYO;ETFS 1X Daily Short Soybean Oil;SSYO;USD
GENDEG;UBS Irl ETF plc - Global Gender Equality UCITS ETF;GENG;GBP
OIZL;Boost WTI Oil 1x Short Daily ETP;OIZL;GBP
0JLW;iShares MSCI Global Metals & Mining Producers ETF;0JLW;USD
MSEU;Lyxor EURO STOXX 50 DR UCITS ETF;MSEU;USD
PLTM;ETFS Platinum Individual Securities;PLTM;USD
SBE1;SCIBETA MN EQ 3.5 EUR;SBE1;EUR
ACWU;Multi Units Luxembourg-Lyxor Msci All Country World Ucits Etf;ACWU;USD
LLST;ETFS 2X Daily Long Livestock;LLST;USD
SG45;SG GOLD X2 DAILY SHORT;SG45;USD
C101;ComStage ETF Commerzbank FED Funds Effective Rate TR UCITS ETF;0H7F;EUR
C024;ComStage FTSE China A50 UCITS ETF;0HBG;EUR
FDN;First Trust Dow Jones Internet UCITS ETF;FDN;GBP
CXAS;UBS ETC linked to UBS Bloomberg CMCI ex-Agri ex-Lvstk Capped GBP Mth Hdg TR;CXAS;GBP
LCAN;Lyxor MSCI Canada UCITS ETF;LCAN;GBP
XSER;Xtrackers Stoxx Europe 600 Oil & Gas Swap UCITS ETF;XSER;GBP
CRAU;Lyxor Commodities Thomson Reuters/CoreCommodity CRB EX-Agriculture TR UCITS ETF;CRAU;USD
DBXD;Xtrackers DAX UCITS ETF;OXDX;EUR
SNEY;ETFS 1X Daily Short Ex-Energy;SNEY;USD
WOMV;Ossiam ETF World MINIMUM VARIANCE;0HA7;EUR
MTF1;Lyxor EuroMTS 15+Y Investment Grade DR UCITS ETF;0HE5;EUR
GBNZ;ETFS Long NZD Short GBP;GBNZ;GBP
STUB;Lyxor BofAML USD Short Term High Yield Bond UCITS ETF;STUB;GBP
ITEP;HAN-GINS Innovative Technologies UCITS ETF;ITEP;GBP
MTXX;Lyxor EuroMTS All-Maturity Investment Grade DR UCITS ETF;MTXX;GBP
LLCT;ETFS 2X Daily Long Live Cattle;LLCT;USD
WATL;Lyxor World Water UCITS ETF;WATL;GBP
SG48;SG GOLD X5 DAILY LONG;SG48;USD
PUTW;WisdomTree CBOE S&P 500 PutWrite UCITS ETF;PUTW;USD
JBPAEA;GAM Precious Metals - Physical Palladium;0ANU;EUR
GEND;Lyxor Global Gender Equality DR UCITS ETF;GEND;GBP
3SSI;Boost Silver 3x Short Daily ETP;3SSI;GBP
SG29;SG WTI x5 DAILY SHORT/new;SG29;GBP
DHSP;WisdomTree US Equity Income UCITS ETF;DHSP;GBP
3BRL;Boost Brent Oil 3x Leverage Daily ETP;3BRL;USD
HZAR;HSBC MSCI South Africa Capped UCITS ETF;HZAR;GBP
3BAS;Boost EURO STOXX Banks 3x Short Daily ETP;3BAS;GBP
XSEN;Xtrackers MSCI USA Energy UCITS ETF;XSEN;GBP
DXGY;Wisdomtree Germany Equity UCITS ETF;DXGY;EUR
DCEUAS;UBS ETFs plc - Bloomberg Commodity Index SF UCITS ETF;0Y2B;EUR
US10;Lyxor iBoxx $ Treasuries 10Y+ DR UCITS ETF;US10;USD
M9SB;Market Access RICI Agriculture Index UCITS ETF;0DKR;EUR
CASH;L&G E Fund MSCI China A UCITS ETF;CASH;USD
HMEF;HSBC MSCI EMERGING MARKETS UCITS ETF;HMEF;GBP
X018;ComStage Dow Jones Russia GDR TRN UCITS ETF;0H7N;EUR
PUTS;WisdomTree CBOE S&P 500 PutWrite UCITS ETF;PUTS;GBP
FIND;ETFS Longer Dated Industrial Metals;FIND;USD
HMWD;HSBC MSCI WORLD UCITS ETF;HMWD;USD
XQUA;Xtrackers USD Emerging Markets Bond Quality Weighted UCITS ETF;XQUA;USD
XSPU;Xtrackers S&P 500 Swap UCITS ETF;XSPU;USD
UC07;UBS Irl ETF plc - MSCI USA Value UCITS ETF;UC07;GBP
C052;ComStage ETF EURO STOXX 50 Daily Short GR UCITS ETF;0H7Z;EUR
0JFD;iShares China Large-Cap ETF;0JFD;USD
UKSRU;UBS Irl ETF plc - MSCI United Kingdom IMI Socially Responsible UCITS ETF;0Y80;USD
SG92;SG S&P x5 DAILY LONG;SG92;USD
SG85;SG FTSE x3 DAILY SHORT;SG85;GBP
SIUS;UBS ETC linked to UBS Bloomberg CMCI Components USD Total Return Silver Index;SIUS;USD
XVTD;Xtrackers FTSE Vietnam Swap UCITS ETF;XVTD;USD
XMRD;Xtrackers MSCI Russia Capped Swap UCITS ETF;XMRD;USD
GS2E;Leverage Shares 2x Goldman Sachs ETP;GS2E;EUR
FGQI;Fidelity Global Quality Income UCITS ETF;FGQI;USD
RUSV;Lyxor Russell 1000 Value UCITS ETF;RUSV;USD
FB2E;Leverage Shares 2x Facebook ETP;FB2E;EUR
LEMV;OSSIAM ETF EUROPE MINIMUM VARIANCE NR;LEMV;GBP
DCGBAS;UBS ETFs plc - Bloomberg Commodity Index SF UCITS ETF;0Y2D;GBP
SP5C;Lyxor S&P 500 UCITS ETF;SP5C;USD
AUP3;ETFS 3x Long AUD Short GBP;AUP3;GBP
CD6;Amundi ETF MSCI Europe Consumer Discretionary UCITS ETF;CD6;GBP
UB06;UBS ETF MSCI EMU UCITS ETF;UB06;GBP
D5BL;Xtrackers MSCI Europe Value UCITS ETF;0MVO;EUR
LGBP;ETFS Long GBP Short USD;LGBP;USD
E571;ComStage CBK 10Y US-Treasury Future Short TR UCITS ETF;0HDW;EUR
XDGU;Xtrackers USD Corporate Bond UCITS ETF;XDGU;USD
SG80;SG DAX x5 DAILY LONG;SG80;EUR
SAU3;ETFS 3x Short AUD Long USD;SAU3;USD
SHEA;ETFS 1X Daily Short Heating Oil;SHEA;USD
RSVL;Lyxor Russell 1000 Value UCITS ETF;RSVL;GBP
SGB3;ETFS 3x Short GBP Long USD;SGB3;USD
XDBG;Xtrackers DBLCI Commodity Optimum Yield Swap UCITS ETF;XDBG;GBP
C071;ComStage ETF STOXX Europe 600 Media NR UCITS ETF;0H74;EUR
LYINR;Lyxor MSCI India UCITS ETF;INRU;USD
AFSL;Lyxor MSCI South Africa UCITS ETF;AFSL;GBP
XRSG;Xtrackers Russell 2000 UCITS ETF;XRSG;GBP
HWWD;HSBC Multi Factor Worldwide Equity UCITS ETF;HWWD;USD
EXH8;iShares STOXX Europe 600 Retail UCITS ETF DE;0W0W;EUR
X019;ComStage ETF MSCI Taiwan TRN UCITS ETF;0H7P;EUR
LINR;ETFS Long INR Short USD USD;LINR;USD
UB69;UBS ETF MSCI EMU Small Cap UCI;UB69;GBP
AFSU;Lyxor MSCI South Africa UCITS ETF;AFSU;USD
JPXU;Lyxor JPX-Nikkei 400 DR UCITS ETF;JPXU;USD
VUSC;Vanguard USD Corporate 1-3 Year Bond UCITS ETF;VUSC;GBP
0IAW;Direxion Daily Healthcare Bull 3x Shares;0IAW;USD
SG67;SG JPYUSD x3 DAILY SHORT;SG67;USD
BILD;Lyxor FTSE USA Infrastructure UCITS ETF;BILD;USD
GEF;MS Scientific Beta Global Equity Factors UCITS ETF;GEF;USD
WLDL;Lyxor MSCI World UCITS ETF;WLDL;GBP
XSPS;Xtrackers S&P 500 Inverse Daily Swap UCITS ETF;XSPS;GBP
XSFD;Xtrackers S&P Select Frontier Swap UCITS ETF;XSFD;USD
GILS;Lyxor Core FTSE Actuaries UK Gilts DR UCITS ETF;GILS;GBP
VWRD;Vanguard FTSE All-World UCITS ETF;VWRD;USD
XGLF;Xtrackers MSCI GCC Select Swap UCITS ETF;XGLF;USD
LCOM;ETFS Bearish USD vs Commodity Currency Basket Securities;LCOM;USD
XCX4;Xtrackers MSCI Thailand UCITS ETF;XCX4;GBP
VUKG;Vanguard FTSE 100 UCITS ETF;VUKG;GBP
KUWP;HANetf KMEFIC FTSE Kuwait Equity UCITS ETF;KUWP;GBP
GAGG;AMUNDI INDEX BARCLAYS GLOBAL AGG 500M UCITS ETF DR;GAGG;GBP
VWRL;Vanguard FTSE All-World UCITS ETF;VWRL;GBP
NICK;ETFS Nickel;NICK;USD
LAUU;Lyxor Australia S&P/ASX 200 UCITS ETF;LAUU;USD
CASE;L&G E Fund MSCI China A UCITS ETF;CASE;GBP
SG43;SG GOLD X5 DAILY SHORT;SG43;GBP
SG44;SG GOLD X2 DAILY LONG;SG44;USD
D5BG;Xtrackers II EUR Corporate Bond UCITS ETF;XBLC;EUR
3ITL;Boost FTSE MIB 3x Leverage Daily ETP;3ITL;GBP
LUXG;Amundi S&P Global Luxury UCITS ETF;LUXG;GBP
FRC4;UBS ETF - Bloomberg Barclays Euro Inflation Linked 10+ UCITS ETF;0E7Q;EUR
INRL;Lyxor MSCI India UCITS ETF;INRL;GBP
NRGG;Lyxor MSCI World Energy TR UCITS ETF;NRGG;GBP
XDEQ;Xtrackers MSCI World Quality UCITS ETF;XDEQ;GBP
0LO7;Vanguard Mid-Cap Value ETF;0LO7;USD
UB32;UBS ETF-MSCI Emerging Markets UCITS ETF;UB32;GBP
XDWT;Xtrackers MSCI World Information Technology UCITS ETF;XDWT;USD
AUAD;UBS Irl ETF plc - MSCI Australia UCITS ETF;AUAD;GBP
MFE;Lyxor Core MSCI EMU DR UCITS ETF;0HGX;EUR
ISLN;iShares Physical Silver ETC;ISLN;USD
GJGB;VanEck Vectors Junior Gold Miners UCITS ETF;GJGB;GBP
C022;ComStage ETF HSI UCITS ETF;0H8W;EUR
XUCD;Xtrackers MSCI USA Consumer Dcretionary UCITS ETF;XUCD;USD
FCRU;ETFS Longer Dated WTI Crude Oil;FCRU;USD
5X61;ComStage ETF Commerzbank Bund-Future Leveraged TR UCITS ETF;0H9C;EUR
D5BB;Xtrackers II Germany Government Bond UCITS ETF;0H8Q;EUR
EVUS;BNP Paribas Easy Equity Value US UCITS ETF;0E7L;EUR
LINP;ETFS Long INR Short USD USD;LINP;GBP
XMAF;Xtrackers MSCI Africa TOP 50 Swap UCITS ETF;XMAF;USD
LALU;ETFS 2X Daily Long Aluminium;LALU;USD
AASU;Amundi Index Solutions-Amundi Msci EM Asia;AASU;USD
FKUD;First Trust United Kingdom AlphaDEX UCITS ETF;FKUD;GBP
JPNL;Lyxor Japan TOPIX DR UCITS ETF;JPNL;GBP
DOCG;L&G Healthcare Breakthrough UCITS ETF;DOCG;GBP
SUP5;ETFS 5x Short EUR Long GBP;SUP5;GBP
AGCP;ETFS All Commodities;AGCP;GBP
TDIV;THINK Morningstar High Dividend UCITS ETF;TDIV;USD
XDWD;Xtrackers MSCI World UCITS ETF;XDWD;USD
LMMV;OSSIAM ETF EMERGING MARKETS MINIMUM VARIANCE;LMMV;GBP
TDGB;THINK Morningstar High Dividend UCITS ETF;TDGB;GBP
LUD5;ETFS 5x Short EUR Long USD;LUD5;USD
GBJP;ETFS Long JPY Short GBP;GBJP;GBP
0IEQ;ETFMG Prime Cyber Security ETF;0IEQ;USD
EUSRU;UBS ETF - MSCI EMU Socially Responsible UCITS ETF;0HE1;USD
UQLTE;UBS Irl ETF plc - Factor MSCI USA Quality UCITS ETF;0Y7H;EUR
BCFU;UBS ETFs PLC - Bloomberg Commodity CMCI SF UCITS ETF;BCCU;USD
