;Currency;Exchange;Name;Symbol;Symbol2
2466;USD;LSE;Xtrackers MSCI EMU UCITS ETF;XD5D;XD5D
2467;GBP;LSE;WisdomTree UK Equity Income UCITS ETF;WUKD;WUKD
2468;USD;LSE;Lyxor Japan TOPIX DR UCITS ETF;JPNU;JPNU
2469;GBP;LSE;UBS ETF - Bloomberg Barclays MSCI US Liquid Corporates Sustainable UCITS ETF;CBSUSH;BSUS
2470;EUR;LSE;Lyxor MSCI World Consumer Staples TR UCITS ETF;STAW;0MVS
2471;GBP;LSE;OSSIAM ETF FTSE 100 MINIMUM VARIANCE;UKMV;UKMV
2472;GBP;LSE;Vanguard EUR Corporate Bond UCITS ETF;VECA;VECA
2473;GBP;LSE;Lyxor SG Global Quality Income NTR UCITS ETF;SGQP;SGQP
2474;USD;LSE;Amundi Index Solutions-Amundi Msci China;CC1USD;CC1U
2475;USD;LSE;ProShares UltraShort MSCI Emerging Markets;0YEG;0YEG
2476;GBP;LSE;SG S&P x5 DAILY SHORT;SG89;SG89
2477;USD;LSE;UBS ETF-MSCI Emerging Markets UCITS ETF;EMMUSAUSD;UB30
2478;EUR;LSE;BNP Paribas Easy CAC 40 UCITS ETF;E40;0W9D
2479;USD;LSE;ETFS Longer Dated Grains;GRAF;GRAF
2480;USD;LSE;ETFS Brent Crude;BRNT;BRNT
2481;GBP;LSE;Lyxor FTSE USA Minimum Variance UCITS ETF;MVUX;MVUX
2482;USD;LSE;ETFS 1X Daily Short Precious Metals;SPMT;SPMT
2483;USD;LSE;ETFS 2X Daily Long Silver;LSIL;LSIL
2484;USD;LSE;ProShares UltraShort Dow30;0YEE;0YEE
2485;USD;LSE;ETFS Gasoline;UGAS;UGAS
2486;USD;LSE;ETFS Long SEK Short USD;LSEK;LSEK
2487;USD;LSE;Lyxor MSCI USA UCITS ETF;USAU;USAU
2488;USD;LSE;UBS ETC linked to the UBS Bloomberg CMCI Precious Metals USD Total Return Index;PRMU;PRMU
2489;GBP;LSE;Amundi ETF MSCI Europe Materials UCITS ETF;C8M;C8M
2490;USD;LSE;ETFS 2X Daily Long Cotton;LCTO;LCTO
2491;USD;LSE;Xtrackers MSCI Indonesia Swap UCITS ETF;XIDD;XIDD
2492;GBP;LSE;SG NATURAL GAS x5 DAILY SHORT;SG21;SG21
2493;GBP;LSE;UBS ETF - MSCI EMU Socially Responsible UCITS ETF;UB39;UB39
2494;GBP;LSE;Leverage Shares 2x Citigroup ETP;2CIT;2CIT
2495;GBP;LSE;Wisdomtree Germany Equity UCITS ETF;DXGZ;DXGZ
2496;EUR;LSE;Xtrackers II iBoxx Eurozone Government Bond Yield Plus UCITS ETF;XY4P;0MVR
2497;GBP;LSE;UBS ETFs plc - MSCI AC Asia ex Japan SF UCITS ETF;UC48;UC48
2498;GBP;LSE;ETFS GBP Daily Hedged Agri;PAGR;PAGR
2499;EUR;LSE;GAM Precious Metals - Physical Palladium;JBPAEX;0ANY
2500;GBP;LSE;Leverage Shares 2x Apple ETP;2AAP;2AAP
2501;EUR;LSE;WisdomTree Europe SmallCap Dividend UCITS ETF;DFEA;DFEA
2502;EUR;LSE;UBS ETF CH-Gold EUR hedged;AUEUAH;0VQN
2503;USD;LSE;Boost WTI Oil 2x Short Daily ETP;2OIS;2OIS
2504;USD;LSE;Lyxor MSCI World UCITS ETF;WLDU;WLDU
2505;USD;LSE;VanEck Vectors Morningstar US Wide Moat UCITS ETF;MOAT;MOAT
2506;USD;LSE;ETFS 3x Long EUR Short USD;LEU3;LEU3
2507;USD;LSE;HAN-GINS Indxx Healthcare Innovation UCITS ETF;WELL;WELL
2508;GBP;LSE;HSBC FTSE 250 UCITS ETF;HMCX;HMCX
2509;GBP;LSE;OSSIAM SHILLER BARCLAYS CAPE US SECTOR VALUE TR;CAPU;CAPU
2510;USD;LSE;ETFS All Commodities;AIGC;AIGC
2511;USD;LSE;ETFS 3x Long AUD Short USD;LAU3;LAU3
2512;GBP;LSE;UBS Irl ETF Plc - Factor MSCI USA Prime Value UCITS ETF;UC96;UC96
2513;USD;LSE;ETFS Longer Dated Livestock;FLIV;FLIV
2514;GBP;LSE;SG SILVER X5 DAILY SHORT;SG51;SG51
2515;USD;LSE;Xtrackers MSCI Mexico UCITS ETF;XMES;XMES
2516;GBP;LSE;Multi Units Luxembourg-Lyxor Msci All Country World Ucits Etf;ACWL;ACWL
2517;GBP;LSE;UBS ETF-MSCI World Socially Responsible UCITS ETF;UC44;UC44
2518;GBP;LSE;Lyxor Core US TIPS DR UCITS ETF;TIPH;TIPH
2519;USD;LSE;UBS ETC linked to the UBS Bloomberg CMCI Components USD Total Return Zinc Index;LXUU;LXUU
2520;GBP;LSE;Xtrackers FTSE 100 UCITS ETF;XDUK;XDUK
2521;USD;LSE;Xtrackers MSCI World Utilities UCITS ETF;XDWU;XDWU
2522;USD;LSE;Invesco CurrencyShares Euro Currency Trust;0A1I;0A1I
2523;USD;LSE;SG SILVER X2 DAILY SHORT;SG53;SG53
2524;USD;LSE;Xtrackers MSCI Philippines UCITS ETF;XPHI;XPHI
2525;GBP;LSE;Amundi ETF MSCI Europe Consumer Staples UCITS ETF;CS5;CS5
2526;GBP;LSE;Amundi Index Solutions-Amundi Msci Nordic;CN1;CN1
2527;USD;LSE;ETFS 2X Daily Long Sugar;LSUG;LSUG
2528;USD;LSE;ETFS Short CNY Long USD USD;SCNY;SCNY
2529;GBP;LSE;Think iBoxx Government Bond UCITS ETF;TGBG;TGBG
2530;EUR;LSE;iShares STOXX Europe 600 Travel & Leisure UCITS ETF DE;EXV9;0MOO
2531;GBP;LSE;LEVERAGE SHARES 2X GLAXOSMITH KLINE;GSK2;GSK2
2532;GBP;LSE;Lyxor SG Global Quality Income NTR UCITS ETF;SGQL;SGQL
2533;EUR;LSE;ETFS Physical Silver;VZLC;OVZC
2534;USD;LSE;Vanguard FTSE Japan UCITS ETF;VDJP;VDJP
2535;GBP;LSE;Leverage Shares 2x Netflix ETP;2NFL;2NFL
2536;USD;LSE;Boost Gold 2x Leverage Daily ETP;2GOL;2GOL
2537;GBP;LSE;Amundi Index MSCI Pacific ex Japan UCITS ETF DR;CP9G;CP9G
2538;GBP;LSE;ETFS Short USD Long GBP;USGB;USGB
2539;GBP;LSE;First Trust US Equity Opportunities UCITS ETF;FPX;FPX
2540;USD;LSE;ETFS Soybean Oil;SOYO;SOYO
2541;GBP;LSE;ETFS GBP Daily Hedged Longer Dated Agriculture;PFAG;PFAG
2542;GBP;LSE;ETFS 3X DAILY SHORT FTSE 100;UK3S;UK3S
2543;GBP;LSE;HSBC MSCI Saudi Arabia Capped UCITS ETF;HMSP;HMSP
2544;GBP;LSE;ETFS Short NOK Long USD;SNOP;SNOP
2545;GBP;LSE;Xtrackers MSCI AC World UCITS ETF;XMAW;XMAW
2546;GBP;LSE;UBS ETF-MSCI Canada UCITS ETF;CAHGBA;UC87
2547;USD;LSE;Xtrackers CSI300 Swap UCITS ETF;XCHA;XCHA
2548;GBP;LSE;Xtrackers Russell Midcap UCITS ETF;XRSS;XRSS
2549;USD;LSE;SG GBPUSD x3 DAILY LONG;SG62;SG62
2550;USD;LSE;UBS ETC linked to the UBS Bloomberg BCOM Constant Maturity Composite TR Index;CMBU;CMBU
2551;EUR;LSE;OSSIAM Stoxx Europe 600 Equal Weight NR;OSX6;S6EW
2552;USD;LSE;ETFS 2X Daily Long Copper;LCOP;LCOP
2553;USD;LSE;Xtrackers Stoxx Global Select Dividend 100 Swap UCITS ETF;XGDD;XGDD
2554;EUR;LSE;OSSIAM ETF EUROPE MINIMUM VARIANCE NR;OSX4;EUMV
2555;USD;LSE;Xtrackers Physical Rhodium ETC;XRH0;XRH0
2556;GBP;LSE;THINK Sustainable World UCITS ETF;TSGB;TSGB
2557;USD;LSE;HSBC MSCI AC FAR EAST EX JAPAN UCITS ETF;HMAD;HMAD
2558;GBP;LSE;SG DAX x5 DAILY SHORT;SG77;SG77
2559;USD;LSE;Think Global Real Estate UCITS ETF;TRET;TRET
2560;USD;LSE;Lyxor MSCI Malaysia UCITS ETF;MALU;MALU
2561;GBP;LSE;Lyxor SG Global Value Beta UCITS ETF;SGVL;SGVL
2562;USD;LSE;SG COPPER x5 DAILY SHORT;SG41;SG41
2563;USD;LSE;ETFS 3x Daily Short Natural Gas;NG3S;NG3S
2564;USD;LSE;PIMCO Emerging Markets Advantage Local Bond Source UCITS ETF;EMLI;EMLI
2565;USD;LSE;HSBC Economic Scale Worldwide Equity UCITS ETF;HEWD;HEWD
2566;GBP;LSE;Lyxor USD Floating Rate Note UCITS ETF;SWIM;SWIM
2567;EUR;LSE;SG EURO STOXX x3 DAILY SHORT;SG71;SG71
2568;EUR;LSE;Leverage Shares 2x Amazon ETP;AMZE;AMZE
2569;USD;LSE;ETFS Bullish USD vs G10 Currency Basket Securities;LUSB;LUSB
2570;USD;LSE;Vanguard Global Liquidity Factor UCITS ETF;VDLQ;VDLQ
2571;GBP;LSE;Boost Bund 10Y 3x Leverage Daily ETP;3BUL;3BUL
2572;USD;LSE;Amundi Index Eq Global Multi Smart Al Scientific Beta UCITS ETF DR;SMRU;SMRU
2573;USD;LSE;Xtrackers MSCI Europe UCITS ETF;XMED;XMED
2574;USD;LSE;VanEck Vectors Gold Miners UCITS ETF;GDX;GDX
2575;GBP;LSE;Boost FTSE MIB 3x Short Daily ETP;3ITS;3ITS
2576;USD;LSE;SG EURUSD x3 DAILY SHORT;SG59;SG59
2577;USD;LSE;UBS ETC linked to the UBS Bloomberg CMCI Composite USD Total Return Index;CMCU;CMCU
2578;USD;LSE;Global X Gold Explorers ETF;0IYH;0IYH
2579;EUR;LSE;Deka iBoxx EUR Liquid SOV DIV 1-3 UCITS ETF;EL4L;0W7I
2580;EUR;LSE;Market Access Daxglobal BRIC Index UCITS ETF;0MJN;0MJN
2581;GBP;LSE;ETFS Brent 1mth Oil Securities;OLBP;OLBP
2582;USD;LSE;UBS ETF-Factor MSCI EMU Prime Value UCITS ETF;EPVLU;0HD1
2583;USD;LSE;Lyxor MSCI World Consumer Staples TR UCITS ETF;STAW;STAW
2584;GBP;LSE;First Trust Eurozone AlphaDEX UCITS ETF;FEUZ;FEUZ
2585;USD;LSE;Lyxor MSCI World Industrials TR UCITS ETF;INDW;INDW
2586;USD;LSE;UBS ETF - Bloomberg Barclays MSCI US Liquid Corporates Sustainable UCITS ETF;UC97;UC97
2587;USD;LSE;ETFS WTI Crude Oil;CRUD;CRUD
2588;GBP;LSE;Xtrackers Stoxx Europe 600 Utilities Swap UCITS ETF;XS6R;XS6R
2589;GBP;LSE;Boost Bund 10Y 3x Short Daily ETP;3BUS;3BUS
2590;USD;LSE;Lyxor MSCI World Information Technology TR UCITS ETF;TNOW;TNOW
2591;GBP;LSE;First Trust US Large Cap Core AlphaDEX UCITS ETF;FEX;FEX
2592;USD;LSE;UBS ETF - MSCI Japan Socially Responsible UCITS ETF;JPSRU;0HDN
2593;GBP;LSE;First Trust Global Equity Income UCITS ETF;FGBL;FGBL
2594;USD;LSE;Lyxor MSCI World ESG Trend Leaders DR UCITS ETF;WESG;WESG
2595;USD;LSE;Boost WTI Oil ETC;WTID;WTID
2596;EUR;LSE;L&G Europe ex UK Equity UCITS ETF;LGEU;LGEU
2597;USD;LSE;Lyxor MSCI Emerging Markets UCITS ETF;LYLEM;LEMD
2598;EUR;LSE;ComStage Vermoegensstrategie UCITS ETF;F701;0W73
2599;GBP;LSE;ETFS Carbon;CARP;CARP
2600;USD;LSE;ETFS 3x Daily Short Sugar;3SUS;3SUS
2601;USD;LSE;HSBC MSCI RUSSIA CAPPED UCITS ETF $;HRUD;HRUD
2602;USD;LSE;ETFS Precious Metals;AIGP;AIGP
2603;USD;LSE;ETFS Zinc;ZINC;ZINC
2604;GBP;LSE;UBS ETF - Bloomberg Barclays US 7-10 Year Treasury Bond UCITS ETF;UB82;UB82
2605;USD;LSE;First Trust Eurozone AlphaDEX Fund;0DT2;0DT2
2606;EUR;LSE;UC Thomson Reuters Balanced European Convertible Bond UCITS ETF;ECBD;0HCW
2607;USD;LSE;HSBC MSCI USA UCITS ETF;HMUD;HMUD
2608;USD;LSE;Lyxor Core Morningstar US DR UCITS ETF;LCUD;LCUD
2609;EUR;LSE;SG DAX x3 DAILY SHORT;SG79;SG79
2610;GBP;LSE;UBS ETF MSCI Europe UCITS ETF;UBEU;UBEU
2611;USD;LSE;ETFS Coffee;COFF;COFF
2612;USD;LSE;UBS ETF MSCI World UCITS ETF;UC68;UC68
2613;GBP;LSE;Amundi Msci World ETF;CW8G;CW8G
2614;GBP;LSE;Lyxor USD Liquid Investment Grade Corporate Bonds UCITS ETF;USIX;USIX
2615;EUR;LSE;Xtrackers II Eurozone Government Bond 10-15 UCITS ETF;DBXC;0MUR
2616;EUR;LSE;UBS ETF - MSCI Japan Socially Responsible UCITS ETF;JPSRE;0HDM
2617;GBP;LSE;ETFS GBP Daily Hedged Gold;PBUL;PBUL
2618;GBP;LSE;Boost Natural Gas 3x Short Daily ETP;3LGS;3LGS
2619;EUR;LSE;WisdomTree Europe Equity Income UCITS ETF;EEIE;EEIE
2620;USD;LSE;HAN-GINS Innovative Technologies UCITS ETF;ITEK;ITEK
2621;USD;LSE;First Trust US Large Cap Core AlphaDEX UCITS ETF;FEXU;FEXU
2622;USD;LSE;Xtrackers Harvest FTSE China A-H 50 UCITS ETF;AH50;AH50
2623;EUR;LSE;ComStage ETF STOXX Europe 600 Retail NR UCITS ETF;C075;0H78
2624;USD;LSE;ETFS Longer Dated Petroleum;FPET;FPET
2625;USD;LSE;ETFS Longer Dated All Commodities;FAIG;FAIG
2626;GBP;LSE;ETFS 3x Long JPY Short GBP;JPP3;JPP3
2627;GBP;LSE;HSBC MSCI CHINA UCITS ETF;HMCH;HMCH
2628;USD;LSE;Xtrackers ESG MSCI World UCITS ETF;XZW0;XZW0
2629;GBP;LSE;L&G FTSE 100 Leveraged Daily 2x UCITS ETF;LUK2;LUK2
2630;USD;LSE;Boost Gold ETC;GLD;GLD
2631;USD;LSE;UBS ETF - MSCI United Kingdom hedged to USD UCITS ETF;UKUSAH;0HAY
2632;EUR;LSE;Boost EURO STOXX 50 3x Short Daily ETP;3EUS;3EUS
2633;USD;LSE;ETFS Long CHF Short USD;LCHF;LCHF
2634;GBP;LSE;Lyxor DAX DR UCITS ETF;DAXX;DAXX
2635;USD;LSE;PIMCO Short-Term High Yield Corporate Bond Index Source UCITS ETF;STHY;STHY
2636;GBP;LSE;Xtrackers FTSE China 50 UCITS ETF;XX25;XX25
2637;USD;LSE;S&P GSCI Energy&Metals Capped Component 35/20 THEAM Easy UCITS ETF;GSCID;OGSC
2638;EUR;LSE;Lyxor EuroMTS 10-15Y Investment Grade DR UCITS ETF;MTE;0HH0
2639;USD;LSE;ETFS 1X Daily Short All Commodities;SALL;SALL
2640;GBP;LSE;Lyxor China Enterprise HSCEI UCITS ETF;ASIL;ASIL
2641;GBP;LSE;ETFS Long JPY Short USD;JPYP;JPYP
2642;GBP;LSE;ETFS GBP Daily Hedged Longer Dated Energy;PFEN;PFEN
2643;GBP;LSE;WisdomTree US Quality Dividend Growth UCITS ETF;DGRP;DGRP
2644;USD;LSE;WisdomTree Emerging Markets Equity Income UCITS ETF;DEMR;DEMR
2645;EUR;LSE;ComStage ETF STOXX Europe 600 Construction & Materials NR UCITS ETF;C065;0H6V
2646;GBP;LSE;ETFS GBP Daily Hedged Physical Gold;GBSP;GBSP
2647;USD;LSE;Xtrackers Russell 2000 UCITS ETF;XRSU;XRSU
2648;USD;LSE;SG WTI x5 DAILY SHORT/new;SG35;SG35
2649;GBP;LSE;Xtrackers MSCI Nordic UCITS ETF;XDN0;XDN0
2650;GBP;LSE;Vanguard FTSE Developed World UCITS ETF;VEVE;VEVE
2651;GBP;LSE;L&G Japan Equity UCITS ETF;LGJG;LGJG
2652;GBP;LSE;AMUNDI INDEX MSCI NORTH AMERICA UCITS ETF DR;NRAM;NRAM
2653;USD;LSE;ETFS 3x Daily Long Nickel;3NIL;3NIL
2654;USD;LSE;UBS ETFs plc - Bloomberg Commodity Index SF UCITS ETF;DCUSAS;0Y2G
2655;GBP;LSE;Xtrackers Harvest CSI300 UCITS ETF;RQFI;RQFI
2656;GBP;LSE;Amundi Index MSCI Emerging Markets UCITS ETF DR;AEMD;AEMD
2657;GBP;LSE;Vanguard FTSE Developed Europe ex UK UCITS ETF;VERX;VERX
2658;GBP;LSE;Vanguard FTSE Developed Europe UCITS ETF;VEUR;VEUR
2659;USD;LSE;OSSIAM SHILLER BARCLAYS CAPE US SECTOR VALUE TR;UCAP;UCAP
2660;EUR;LSE;WisdomTree ISEQ 20 UCITS ETF;WTIE;ISQE
2661;GBP;LSE;Amundi Msci India ETF;CI2G;CI2G
2662;USD;LSE;UBS ETFs plc - CMCI Composite SF UCITS ETF;CCUSAS;UC14
2663;GBP;LSE;Lyxor CAC 40 DR UCITS ETF;CACX;CACX
2664;GBP;LSE;Amundi Index Solutions-Amundi Msci Europe Minimum Volatility Factor;MIVO;MIVO
2665;GBP;LSE;Amundi Index Solutions-Amundi Msci EM Asia;AASG;AASG
2666;USD;LSE;BNP PARIBAS EASY Equity Low Vol US UCITS ETF;VLUU;0HFV
2667;USD;LSE;WisdomTree Europe Equity UCITS ETF;HEDJ;HEDJ
2668;USD;LSE;UBS Irl ETF plc - MSCI Australia UCITS ETF;AUHUSA;0Y7Q
2669;GBP;LSE;Lyxor SG European Quality Income NTR UCITS ETF;SGQG;SGQG
2670;USD;LSE;VanEck Vectors Junior Gold Miners UCITS ETF;GDXJ;GDXJ
2671;GBP;LSE;Lyxor Russell 1000 Growth UCITS ETF;RSGL;RSGL
2672;GBP;LSE;Boost FTSE 100 1x Short Daily ETP;SUK1;SUK1
2673;GBP;LSE;Xtrackers II Global Government Bond UCITS ETF;XG7S;XG7S
2674;USD;LSE;ETFS Natural Gas;NGAS;NGAS
2675;GBP;LSE;UBS ETF - Bloomberg Barclays US Liquid Corporates UCITS ETF;UC85;UC85
2676;GBP;LSE;LEVERAGE SHARES 2X VODAFONE;VOD2;VOD2
2677;GBP;LSE;Fidelity US Quality Income UCITS ETF;FUSP;FUSP
2678;GBP;LSE;Boost BTP 10Y 3x Leverage Daily ETP;3BTL;3BTL
2679;GBP;LSE;Amundi Japan Topix UCITS ETF;TPXG;TPXG
2680;EUR;LSE;ComStage ETF STOXX Europe 600 Industrial Goods & Services NR UCITS ETF;C069;0H71
2681;EUR;LSE;Leverage Shares 2x Apple ETP;AAPE;AAPE
2682;GBP;LSE;Amundi ETF Euro Stoxx Small Cap UCITS ETF;ESM;ESM
2683;EUR;LSE;ComStage ETF EURO STOXX Select Dividend 30 NR UCITS ETF;C051;0H6P
2684;GBP;LSE;Lyxor MSCI USA UCITS ETF;USAL;USAL
2685;EUR;LSE;UBS ETF MSCI EMU UCITS ETF;EMUUKD;0HCF
2686;GBP;LSE;UBS ETC linked to the UBS Bloomberg CMCI Components Brent Crude GBP Mth Hdg TR;BRTG;BRTG
2687;GBP;LSE;Xtrackers MSCI USA Swap UCITS ETF;XMUS;XMUS
2688;GBP;LSE;Lyxor FTSE USA Infrastructure UCITS ETF;BUIL;BUIL
2689;GBP;LSE;Wisdomtree Enhanced Commodity UCITS ETF;WCOB;WCOB
2690;GBP;LSE;Boost ShortDAX 3x Daily ETP;3SDE;3SDE
2691;USD;LSE;ETFS Longer Dated Brent Crude;FBRT;FBRT
2692;USD;LSE;ETFS Cotton;COTN;COTN
2693;USD;LSE;Vanguard S&P 500 UCITS ETF;VUSD;VUSD
2694;USD;LSE;Vanguard USD Corporate Bond UCITS ETF;VDCP;VDCP
2695;EUR;LSE;GAM Precious Metals - Physical Silver;JBSIEX;0ANI
2696;USD;LSE;ETFS Short INR Long USD USD;SINR;SINR
2697;EUR;LSE;OSSIAM ETF EMERGING MARKETS MINIMUM VARIANCE;EMMV;0HA2
2698;EUR;LSE;ComStage ETF CAC 40 UCITS ETF;CD40;0H82
2699;GBP;LSE;Lyxor Core iBoxx USD Treasuries 7-10Y DR UCITS ETF;U71G;U71G
2700;EUR;LSE;ComStage 1 MDAX UCITS ETF;E907;0W78
2701;GBP;LSE;Vanguard Global Aggregate Bond UCITS ETF;VAGS;VAGS
2702;USD;LSE;Xtrackers II US Treasuries Inflation-Linked UCITS ETF;XUIT;XUIT
2703;USD;LSE;ETFS 1X Daily Short Softs;SSFT;SSFT
2704;GBP;LSE;Xtrackers MSCI Emerging Markets UCITS ETF;XMMS;XMMS
2705;USD;LSE;Financial Select Sector SPDR Fund;0L4R;0L4R
2706;GBP;LSE;Lyxor S&P 500 UCITS ETF;SP5G;SP5G
2707;USD;LSE;Amundi Index MSCI Japan UCITS ETF DR;CJ1U;CJ1U
2708;GBP;LSE;Xtrackers DAX UCITS ETF;XDAX;XDAX
2709;GBP;LSE;UBS ETF-MSCI Japan UCITS ETF;UB02;UB02
2710;USD;LSE;Xtrackers Physical Gold ETC;XGLD;XGLD
2711;GBP;LSE;L&G Battery Value-Chain UCITS ETF;BATG;BATG
2712;USD;LSE;Xtrackers MSCI USA Consumer Staples UCITS ETF;XUCS;XUCS
2713;USD;LSE;ETFS 1X Daily Short Nickel;SNIK;SNIK
2714;GBP;LSE;Xtrackers MSCI World Minimum Volatility UCITS ETF;XDEB;XDEB
2715;USD;LSE;iShares MSCI Indonesia ETF;0JKH;0JKH
2716;USD;LSE;Lyxor SG Global Value Beta UCITS ETF;SGVB;SGVB
2717;GBP;LSE;UBS ETF - Sustainable Development Bank Bonds UCITS ETF;MDBU;MDBU
2718;USD;LSE;ProShares UltraShort Russell2000;0KR4;0KR4
2719;GBP;LSE;ETFS 3X DAILY LONG FTSE 100;UK3L;UK3L
2720;USD;LSE;Amundi Index Solutions-Amundi Msci USA;CU2U;CU2U
2721;USD;LSE;Boost Natural Gas ETC;GASD;GASD
2722;USD;LSE;ETFS Physical Silver;PHAG;PHAG
2723;EUR;LSE;HSBC MSCI CHINA UCITS ETF;H4ZP;0W4U
2724;USD;LSE;WisdomTree US Equity Income UCITS ETF;DHSA;DHSA
2725;USD;LSE;Xtrackers II USD Asia ex Japan Corporate Bond UCITS ETF;ALQD;ALQD
2726;GBP;LSE;UBS Irl ETF plc - Factor MSCI USA Low Volatility UCITS ETF;ULOVH;ULOV
2727;USD;LSE;ETFS 2X Daily Long Corn;LCOR;LCOR
2728;USD;LSE;L&G Artificial Intelligence UCITS ETF;AIAI;AIAI
2729;USD;LSE;UBS ETF - MSCI Switzerland 20/35 hedged to USD UCITS ETF;S2USAH;0HBW
2730;USD;LSE;ETFS 1X Daily Short Lead;SLEA;SLEA
2731;GBP;LSE;HSBC MSCI AC FAR EAST EX JAPAN UCITS ETF;HMAF;HMAF
2732;USD;LSE;Xtrackers ESG MSCI Japan UCITS ETF;XZMJ;XZMJ
2733;GBP;LSE;Xtrackers MSCI China UCITS ETF;XCX6;XCX6
2734;GBP;LSE;WisdomTree Emerging Markets Equity Income UCITS ETF;DEM;DEM
2735;GBP;LSE;AMUNDI INDEX FTSE EPRA NAREIT GLOBAL UCITS ETF DR;EPRA;EPRA
2736;USD;LSE;L&G Cyber Security UCITS ETF;USPY;USPY
2737;EUR;LSE;GAM Precious Metals - Physical Gold;JBGOEX;0VQG
2738;GBP;LSE;ETFS Long CAD Short GBP;GBCA;GBCA
2739;GBP;LSE;Xtrackers LPX Private Equity Swap UCITS ETF;XLPE;XLPE
2740;USD;LSE;Lyxor Nasdaq-100 UCITS ETF;NASD;NASD
2741;GBP;LSE;Lyxor FTSE 100 UCITS ETF;100D;100D
2742;GBP;LSE;VanEck Vectors Natural Resources UCITS ETF;HAGB;HAGB
2743;GBP;LSE;Lyxor Euro Corporate Bond UCITS ETF;CRPX;CRPX
2744;EUR;LSE;ComStage CBK US-Treasury Bond Future Double Short UCITS ETF;E573;0HE0
2745;EUR;LSE;Market Access Daxglobal Russia Index UCITS ETF;0MJP;0MJP
2746;USD;LSE;Global X MLP ETF;0IX4;0IX4
2747;EUR;LSE;OSSIAM SHILLER BARCLAYS CAPE US SECTOR VALUE TR;CAPH;0HFH
2748;USD;LSE;ETFS Live Cattle;CATL;CATL
2749;EUR;LSE;Xtrackers Physical Gold ETC EUR;XAD5;OXA5
2750;USD;LSE;WisdomTree Trust WisdomTree China ex-State-Owned Enterprises Fund;0FBL;0FBL
2751;USD;LSE;SG NATURAL GAS x3 DAILY SHORT;SG25;SG25
2752;USD;LSE;SG WTI x5 DAILY LONG;SG34;SG34
2753;USD;LSE;SG COPPER x2 DAILY LONG;SG36;SG36
2754;EUR;LSE;iShares Physical Gold ETC;EGLN;EGLN
2755;GBP;LSE;UBS ETF - Bloomberg Barclays Euro Inflation Linked 1-10 UCITS ETF;UBIF;UBIF
2756;EUR;LSE;ComStage Dow Jones Switzerland Titans 30 UCITS ETF;C030;0H7W
2757;USD;LSE;ETFS WTI 2mth Oil Securities;OILW;OILW
2758;USD;LSE;Lyxor MSCI Brazil UCITS ETF;RIOU;RIOU
2759;GBP;LSE;Xtrackers Euro Stoxx Quality Dividend UCITS ETF;XD3E;XD3E
2760;EUR;LSE;UBS ETF-MSCI Canada UCITS ETF;CAHEUA;0HOW
2761;GBP;LSE;L&G Ecommerce Logistics UCITS ETF;ECOG;ECOG
2762;USD;LSE;ETFS Wheat;WEAT;WEAT
2763;GBP;LSE;Lyxor MSCI Brazil UCITS ETF;RIOL;RIOL
2764;GBP;LSE;UBS ETF-Factor MSCI EMU Low Volatility UCITS ETF;ELOVH;ELOV
2765;USD;LSE;Vanguard Global Value Factor UCITS ETF;VDVA;VDVA
2766;GBP;LSE;THINK MORNINGSTAR NORTH AMERICA EQUITY UCITS ETF;TNGB;TNGB
2767;GBP;LSE;Xtrackers DAX Income UCITS ETF;XDDX;XDDX
2768;USD;LSE;UBS ETC linked to the UBS Bloomberg CMCI Components USD TR Platinum Index;PLTU;PLTU
2769;USD;LSE;Lyxor Scientific Beta Developed Long/Short UCITS ETF;MFLS;MFLS
2770;GBP;LSE;AMUNDI PRIME EURO CORPORATES UCITS ETF DR;PRIC;PRIC
2771;GBP;LSE;Ossiam ETF World MINIMUM VARIANCE;LWMV;LWMV
2772;GBP;LSE;HSBC EURO STOXX 50 UCITS ETF;H50E;H50E
2773;EUR;LSE;ComStage ETF STOXX Europe 600 Banks NR UCITS ETF;C062;0H6R
2774;USD;LSE;Vanguard USD Corporate 1-3 Year Bond UCITS ETF;VDUC;VDUC
2775;GBP;LSE;HSBC MSCI EM LATIN AMERICA UCITS ETF;HMLA;HMLA
2776;GBP;LSE;Think iBoxx Corporate Bond UCITS ETF;TCGB;TCGB
2777;USD;LSE;L&G Battery Value-Chain UCITS ETF;BATT;BATT
2778;USD;LSE;UBS ETC linked to the UBS Bloomberg CMCI Components USD TR Aluminium Index;ALYU;ALYU
2779;USD;LSE;HSBC MSCI EM FAR EAST UCITS ETF;HMFD;HMFD
2780;GBP;LSE;Boost Gilts 10Y 3x Short Daily ETP;3GIS;3GIS
2781;USD;LSE;Think European Equity UCITS ETF;TEET;TEET
2782;USD;LSE;Xtrackers JPX-Nikkei 400 UCITS ETF;XDNY;XDNY
2783;USD;LSE;Lyxor Msci AC Asia Pacific EX Japan UCITS ETF;LYAEJ;AEJ
2784;GBP;LSE;ETFS Long NOK Short GBP;GBNO;GBNO
2785;GBP;LSE;Boost NASDAQ 100 3x Short Daily ETP;LQQS;LQQS
2786;GBP;LSE;Amundi Msci Emerging Markets UCITS ETF;AUEG;AUEG
2787;EUR;LSE;Leverage Shares 2x Citigroup ETP;CITE;CITE
2788;USD;LSE;Vanguard FTSE Developed World UCITS ETF;VDEV;VDEV
2789;USD;LSE;ETFS 1X Daily Short Cotton;SCTO;SCTO
