Market:;XETR
Date Last Update:;18.04.2019
Market Segment Status;Instrument Status;instrument;ISIN;Product ID;Instrument ID;WKN;Mnemonic;MIC Code;CCP eligible Code;Trading Model Type;Product Assignment Group;Product Assignment Group Description;Designated Sponsor Member ID;Designated Sponsor;Price Range Value;Price Range Percentage;Minimum Quote Size;Instrument Type;Tick Size 1;Upper Price Limit Max;Tick Size 2;Upper Price Limit 2;Tick Size 3;Upper Price Limit 3;Tick Size 4;Upper Price Limit 4;Tick Size 5;Upper Price Limit 5;Tick Size 6;Upper Price Limit 6;Tick Size 7;Upper Price Limit 7;Tick Size 8;Upper Price Limit 8;Tick Size 9;Upper Price Limit 9;Tick Size 10;Upper Price Limit 10;Tick Size 11;Upper Price Limit 11;Tick Size 12;Upper Price Limit 12;Tick Size 13;Upper Price Limit 13;Tick Size 14;Upper Price Limit 14;Tick Size 15;Upper Price Limit 15;Tick Size 16;Upper Price Limit 16;Tick Size 17;Upper Price Limit 17;Tick Size 18;Upper Price Limit 18;Tick Size 19;Upper Price Limit 19;Tick Size 20;Upper Price Limit 20;Number of Decimal Digits;Unit of Quotation;Market Segment;Market Segment Supplement;Clearing Location;Primary Market MIC Code;Reporting Market;Settlement Period;Settlement Currency;Closed Book Indicator;Market Imbalance Indicator;CUM/EX Indicator;Minimum Iceberg Total Volume;Minimum Iceberg Display Volume;EMDI Incremental A - Unnetted;EMDI Incremental A - Unnetted Port;EMDI Incremental B - Unnetted;EMDI Incremental B - Unnetted Port;EMDI Snapshot A - Unnetted;EMDI Snapshot A - Unnetted Port;EMDI Snapshot B - Unnetted;EMDI Snapshot B - Unnetted Port;EMDI Market Depth - Unnetted;EMDI Snapshot Recovery Time Interval - Unnetted;EMDI Address A - Netted;EMDI Port A - Netted;EMDI Address B - Netted;EMDI Port B - Netted;EMDI Market Depth - Netted;EMDI Market Depth Time Interval - Netted;EMDI Recovery Time Interval - Netted;EOBI Incremental A;EOBI Incremental Port A;EOBI Incremental B;EOBI Incremental Port B;EOBI Snapshot A;EOBI Snapshot Port A;EOBI Snapshot B;EOBI Snapshot Port B;Market Maker Member ID;Market Maker;Regulatory Liquid Instrument;Pre-trade LIS Value;BEST eligible;Partition ID;Multi CCP-eligible;Tick Size Band;Security Sub Type;Issuer Mnemonic;Issue Date;Underlying;Maturity Date;Flat Indicator;Coupon Rate;Previous Coupon Payment Date;Next Coupon Payment Date;Pool Factor;Indexation Coefficient;Accrued Interest Calculation Method;Country Of Issue;Minimum Tradable Unit;In-Subscription;Strike Price
active;active;COMST.VERM.STR.-D.U.ETF I;DE000ETF7029;75620;3057926;000ETF702;F702;XETR;Y;Continuous;FON2;EXCHANGE TRADED FUNDS - AKTIV;CBKFR#;COMMERZBANK AG#;;2;500;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.141;59001;224.0.162.141;59001;224.0.160.140;59000;224.0.162.140;59000;;;N;1000000.00000000;N;55;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;COMST.VERM.STR.-O.U.ETF I;DE000ETF7037;75621;3057927;000ETF703;F703;XETR;Y;Continuous;FON2;EXCHANGE TRADED FUNDS - AKTIV;CBKFR#;COMMERZBANK AG#;;2;500;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.141;59001;224.0.162.141;59001;224.0.160.140;59000;224.0.162.140;59000;;;N;1000000.00000000;N;55;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;COMST.ALP.DIV.PL.UC.ETF R;DE000ETF7508;52626;2504719;000ETF750;F750;XETR;Y;Continuous;FON2;EXCHANGE TRADED FUNDS - AKTIV;CBKFR#;COMMERZBANK AG#;;5;500;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.141;59001;224.0.162.141;59001;224.0.160.140;59000;224.0.162.140;59000;;;N;1000000.00000000;N;55;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;COMST.AL.DE DIV.PL.UC.ETF;DE000ETF7516;61811;2844733;000ETF751;F751;XETR;Y;Continuous;FON2;EXCHANGE TRADED FUNDS - AKTIV;CBKFR#;COMMERZBANK AG#;;5;1200;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.141;59001;224.0.162.141;59001;224.0.160.140;59000;224.0.162.140;59000;;;Y;0.00000000;N;55;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;COMSTAGE 1-SDAX UCI.ETF I;DE000ETF9058;52627;2504720;000ETF905;E905;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;CBKFR#;COMMERZBANK AG#;;2;1000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;MSTDU;FINOVESTA GMBH;N;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;COMSTAGE 1-MDAX UCI.ETF I;DE000ETF9074;52628;2504721;000ETF907;E907;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;CBKFR#NEDAM#INMAM#;COMMERZBANK AG#FLOW TRADERS B.V.#IMC TRADING B.V.#;;1;800;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;MSTDU;FINOVESTA GMBH;N;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;COMSTAGE 1-TECDAX U.ETF I;DE000ETF9082;52629;2504722;000ETF908;E908;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;CBKFR#NEDAM#INMAM#;COMMERZBANK AG#FLOW TRADERS B.V.#IMC TRADING B.V.#;;1;4600;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;MSTDU;FINOVESTA GMBH;N;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;COMSTAGE 1-ST.E.600 U.E.I;DE000ETF9603;75258;2994065;000ETF960;E960;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;INMAM#CBKFR#;IMC TRADING B.V.#COMMERZBANK AG#;;2;2600;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;MSTDU;FINOVESTA GMBH;N;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;DK STOXX EUR.STR.GROW.20;DE000ETFL037;52590;2504683;000ETFL03;EL4C;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;INMAM#CBKFR#;IMC TRADING B.V.#COMMERZBANK AG#;;3;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;;;N;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;DK STOXX EUR.STR.VALUE 20;DE000ETFL045;52591;2504684;000ETFL04;EL4D;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;INMAM#CBKFR#;IMC TRADING B.V.#COMMERZBANK AG#;;3;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;;;N;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;DK STOXX EUR.STR.STY.C.40;DE000ETFL052;52592;2504685;000ETFL05;EL4E;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;INMAM#CBKFR#;IMC TRADING B.V.#COMMERZBANK AG#;;3;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;;;N;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;DK MSCI EUROPE LC;DE000ETFL086;52593;2504686;000ETFL08;EL4H;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;INMAM#CBKFR#;IMC TRADING B.V.#COMMERZBANK AG#;;3;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.147;59001;224.0.162.147;59001;224.0.160.146;59000;224.0.162.146;59000;MSTDU;FINOVESTA GMBH;N;1000000.00000000;N;58;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;DK MSCI USA LC;DE000ETFL094;52594;2504687;000ETFL09;EL4I;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;CBKFR#;COMMERZBANK AG#;;3;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;MSTDU;FINOVESTA GMBH;N;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;DK MSCI JAPAN LC;DE000ETFL102;52595;2504688;000ETFL10;EL4J;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;CBKFR#;COMMERZBANK AG#;;3;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;;;N;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;DK IB EO LIQ.SOV.DIV.1-10;DE000ETFL110;52596;2504689;000ETFL11;EL4K;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;CBKFR#;COMMERZBANK AG#;;1;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;;;N;1000000.00000000;N;57;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;DK IB EO LIQ.SOV.DIV.1-3;DE000ETFL128;52597;2504690;000ETFL12;EL4L;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;CBKFR#;COMMERZBANK AG#;;1;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;;;N;1000000.00000000;N;57;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;DK IB EO LIQ.SOV.DIV.3-5;DE000ETFL136;52598;2504691;000ETFL13;EL4M;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;CBKFR#;COMMERZBANK AG#;;1;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;;;N;1000000.00000000;N;57;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;DK IB EO LIQ.SOV.DIV.5-7;DE000ETFL144;52599;2504692;000ETFL14;EL4N;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;CBKFR#;COMMERZBANK AG#;;1;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;;;N;1000000.00000000;N;57;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;DK IB EO LIQ.SOV.DIV.7-10;DE000ETFL151;52600;2504693;000ETFL15;EL4P;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;CBKFR#;COMMERZBANK AG#;;1;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;;;N;1000000.00000000;N;57;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;DK IB EO LIQ.SOV.DIV.10+;DE000ETFL169;52601;2504694;000ETFL16;EL4Q;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;CBKFR#;COMMERZBANK AG#;;1;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;;;N;1000000.00000000;N;57;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;DK DB EUROG.GERMANY;DE000ETFL177;52602;2504695;000ETFL17;EL4R;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;CBKFR#;COMMERZBANK AG#;;1;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;MSTDU;FINOVESTA GMBH;N;1000000.00000000;N;57;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;DK DB EUROG.GERMANY 1-3;DE000ETFL185;52603;2504696;000ETFL18;EL4S;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;CBKFR#;COMMERZBANK AG#;;1;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;;;N;1000000.00000000;N;57;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;DK DB EUROG.GERMANY 3-5;DE000ETFL193;52604;2504697;000ETFL19;EL4T;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;CBKFR#;COMMERZBANK AG#;;1;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;;;N;1000000.00000000;N;57;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;DK DB EUROG.GERMANY 5-10;DE000ETFL201;52605;2504698;000ETFL20;EL4U;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;CBKFR#;COMMERZBANK AG#;;1;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;;;N;1000000.00000000;N;57;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;DK DB EUROG.GERMANY 10+;DE000ETFL219;52606;2504699;000ETFL21;EL4V;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;CBKFR#;COMMERZBANK AG#;;1;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;;;N;1000000.00000000;N;57;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;DK DB EUROG.GER.MONEYM.;DE000ETFL227;52607;2504700;000ETFL22;EL4W;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;CBKFR#;COMMERZBANK AG#;;1;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0001;10;0.0001;20;0.0002;50;0.0005;100;0.001;200;0.002;500;0.005;1000;0.01;2000;0.02;5000;0.05;10000;0.1;20000;0.2;50000;0.5;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;;;N;1000000.00000000;N;57;Y;XETRA_LB10;;;;;;;;;;;;;;;;
